ダウンロードした時刻：2019/10/10 16:16:17

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,8.8,12.4,3.8
1999/12/2,10.7,14.5,8.0
1999/12/3,9.4,12.9,4.2
1999/12/4,8.5,14.4,2.0
1999/12/5,12.7,16.1,9.7
1999/12/6,11.0,14.8,6.9
1999/12/7,7.9,11.6,4.3
1999/12/8,7.2,13.5,2.3
1999/12/9,10.0,17.2,2.5
1999/12/10,9.9,16.0,3.5
1999/12/11,12.0,15.5,7.3
1999/12/12,8.3,12.7,2.4
1999/12/13,8.8,13.0,4.9
1999/12/14,9.5,13.7,5.6
1999/12/15,9.0,12.9,4.7
1999/12/16,7.8,13.8,1.3
1999/12/17,9.9,14.0,6.1
1999/12/18,7.1,9.3,4.5
1999/12/19,4.3,6.7,0.3
1999/12/20,2.2,5.4,0.8
1999/12/21,4.2,7.7,0.1
1999/12/22,3.9,8.5,1.3
1999/12/23,4.5,9.8,0.4
1999/12/24,6.2,13.1,-0.6
1999/12/25,7.1,9.4,3.2
1999/12/26,5.8,10.7,1.8
1999/12/27,4.8,10.5,-0.3
1999/12/28,5.2,11.5,-1.0
1999/12/29,7.7,15.4,1.0
1999/12/30,6.7,13.1,1.8
1999/12/31,6.4,12.6,0.9
2000/1/1,7.4,12.2,3.7
2000/1/2,5.9,11.1,1.5
2000/1/3,9.1,14.9,3.1
2000/1/4,6.4,11.7,1.8
2000/1/5,7.3,12.3,0.8
2000/1/6,12.1,16.5,8.9
2000/1/7,9.6,13.3,4.1
2000/1/8,6.6,9.8,3.8
2000/1/9,6.1,9.6,2.2
2000/1/10,9.4,13.8,6.6
2000/1/11,6.9,9.3,3.2
2000/1/12,7.4,9.3,5.7
2000/1/13,9.5,12.1,7.0
2000/1/14,9.8,12.7,6.3
2000/1/15,7.6,11.2,4.1
2000/1/16,5.8,7.6,3.7
2000/1/17,7.8,11.1,4.4
2000/1/18,7.0,10.6,2.0
2000/1/19,4.9,10.5,0.2
2000/1/20,2.3,6.0,0.2
2000/1/21,2.5,5.8,0.1
2000/1/22,3.4,6.5,0.0
2000/1/23,6.1,7.7,3.7
2000/1/24,9.9,12.5,7.0
2000/1/25,4.8,9.0,1.9
2000/1/26,2.4,5.8,0.8
2000/1/27,2.2,4.7,-1.0
2000/1/28,2.2,7.3,-1.9
2000/1/29,3.8,9.3,-2.3
2000/1/30,5.8,8.8,2.0
2000/1/31,4.5,7.7,1.1
2000/2/1,3.4,7.4,-1.5
2000/2/2,6.4,10.3,2.7
2000/2/3,6.4,10.6,2.0
2000/2/4,6.0,9.6,1.1
2000/2/5,4.0,9.5,-1.9
2000/2/6,6.5,8.2,4.6
2000/2/7,7.2,10.7,4.3
2000/2/8,3.4,7.6,0.6
2000/2/9,3.7,7.2,0.7
2000/2/10,4.8,10.3,-0.6
2000/2/11,7.0,12.8,0.0
2000/2/12,7.6,13.2,1.9
2000/2/13,8.3,13.4,3.5
2000/2/14,8.7,14.2,4.5
2000/2/15,3.5,7.9,0.9
2000/2/16,2.3,6.1,0.7
2000/2/17,3.1,8.0,-2.0
2000/2/18,4.7,9.1,0.0
2000/2/19,3.4,6.7,0.6
2000/2/20,5.6,9.8,2.0
2000/2/21,5.0,8.4,2.4
2000/2/22,4.3,8.6,-0.6
2000/2/23,4.2,9.2,-0.5
2000/2/24,5.6,10.7,1.9
2000/2/25,3.0,7.3,-0.9
2000/2/26,4.3,9.8,0.9
2000/2/27,5.2,9.3,0.9
2000/2/28,5.1,10.6,-0.6
2000/2/29,3.3,7.9,-0.4
2000/3/1,4.6,10.1,-0.7
2000/3/2,7.0,15.6,-0.6
2000/3/3,8.5,15.4,0.7
2000/3/4,9.4,10.7,7.8
2000/3/5,10.7,14.7,7.3
2000/3/6,10.0,16.0,5.2
2000/3/7,9.2,13.9,4.2
2000/3/8,5.1,9.9,1.0
2000/3/9,6.1,10.3,0.9
2000/3/10,6.2,12.0,-0.4
2000/3/11,4.9,8.6,2.5
2000/3/12,6.9,13.8,1.4
2000/3/13,9.5,15.9,4.9
2000/3/14,7.9,15.6,1.5
2000/3/15,7.7,13.5,0.7
2000/3/16,11.2,15.9,7.3
2000/3/17,8.9,13.6,4.2
2000/3/18,8.1,15.1,0.6
2000/3/19,9.0,11.2,7.4
2000/3/20,8.6,12.6,3.5
2000/3/21,7.4,13.6,1.3
2000/3/22,10.2,14.7,5.6
2000/3/23,7.7,12.1,1.7
2000/3/24,10.4,13.8,8.5
2000/3/25,9.1,13.0,5.8
2000/3/26,11.2,16.0,7.0
2000/3/27,10.8,18.0,4.0
2000/3/28,12.5,18.1,9.9
2000/3/29,10.7,13.7,9.5
2000/3/30,12.5,17.3,8.4
2000/3/31,9.7,14.1,5.6
