ダウンロードした時刻：2019/10/10 15:48:50

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,12.4,17.4,9.0
2016/12/2,9.1,13.1,5.0
2016/12/3,8.9,16.8,3.4
2016/12/4,11.4,18.8,5.1
2016/12/5,11.8,15.5,9.9
2016/12/6,8.4,12.1,4.0
2016/12/7,6.1,10.9,2.1
2016/12/8,7.0,12.4,3.6
2016/12/9,8.4,11.3,3.5
2016/12/10,5.8,7.8,2.9
2016/12/11,3.7,7.3,1.4
2016/12/12,4.3,9.8,-0.9
2016/12/13,8.2,9.7,5.8
2016/12/14,6.9,10.0,3.1
2016/12/15,4.2,8.3,1.7
2016/12/16,1.8,5.3,0.4
2016/12/17,3.5,5.7,0.6
2016/12/18,8.0,13.9,3.8
2016/12/19,9.1,16.2,4.2
2016/12/20,9.7,14.0,6.6
2016/12/21,10.3,15.9,4.4
2016/12/22,16.5,21.2,11.9
2016/12/23,8.9,13.5,5.5
2016/12/24,6.2,10.3,3.4
2016/12/25,5.7,11.7,2.6
2016/12/26,7.5,12.0,2.1
2016/12/27,8.1,11.9,3.9
2016/12/28,3.2,6.0,0.7
2016/12/29,2.7,7.5,-0.6
2016/12/30,4.1,7.5,2.2
2016/12/31,4.9,8.4,2.3
2017/1/1,6.2,11.8,3.0
2017/1/2,7.5,13.0,2.4
2017/1/3,6.9,10.1,3.3
2017/1/4,6.3,10.3,3.2
2017/1/5,5.6,8.6,3.8
2017/1/6,4.5,8.3,0.1
2017/1/7,3.3,10.0,-1.8
2017/1/8,3.8,6.9,0.4
2017/1/9,6.5,10.6,3.9
2017/1/10,6.7,10.4,3.1
2017/1/11,3.3,6.3,0.8
2017/1/12,2.9,5.3,0.9
2017/1/13,2.4,5.5,0.3
2017/1/14,0.5,3.0,-2.5
2017/1/15,1.2,3.3,-2.4
2017/1/16,2.4,5.7,0.5
2017/1/17,2.9,7.6,0.9
2017/1/18,3.2,8.7,-1.7
2017/1/19,3.5,7.9,-1.1
2017/1/20,2.7,8.9,-2.5
2017/1/21,3.6,7.0,1.1
2017/1/22,2.9,5.6,0.4
2017/1/23,0.5,2.2,-0.8
2017/1/24,-0.2,2.4,-2.4
2017/1/25,0.3,4.5,-1.4
2017/1/26,1.5,6.6,-1.9
2017/1/27,4.6,10.2,0.2
2017/1/28,3.7,10.3,0.1
2017/1/29,5.6,12.4,-0.3
2017/1/30,6.8,9.7,3.7
2017/1/31,2.3,5.4,-0.5
2017/2/1,2.5,7.1,-1.3
2017/2/2,1.9,4.5,-0.9
2017/2/3,4.7,9.9,1.2
2017/2/4,5.4,12.2,1.1
2017/2/5,5.6,9.0,2.4
2017/2/6,5.6,8.2,0.9
2017/2/7,2.1,3.9,0.9
2017/2/8,2.5,5.6,0.6
2017/2/9,2.8,5.3,0.5
2017/2/10,0.8,3.3,-0.9
2017/2/11,0.2,2.9,-1.0
2017/2/12,0.6,2.9,-1.1
2017/2/13,0.9,4.2,-1.0
2017/2/14,0.6,3.7,-1.5
2017/2/15,2.5,7.1,0.1
2017/2/16,5.6,14.0,-0.4
2017/2/17,6.3,9.9,3.0
2017/2/18,4.2,10.4,0.9
2017/2/19,3.5,7.6,-0.2
2017/2/20,7.5,13.4,4.0
2017/2/21,2.5,4.9,-0.1
2017/2/22,5.2,11.6,-1.6
2017/2/23,8.8,12.3,4.7
2017/2/24,4.1,7.6,1.1
2017/2/25,3.8,8.7,0.3
2017/2/26,4.4,9.3,2.1
2017/2/27,3.9,8.7,0.5
2017/2/28,3.5,9.9,-1.9
2017/3/1,5.7,13.0,-0.8
2017/3/2,7.8,14.1,3.7
2017/3/3,6.5,10.5,1.7
2017/3/4,6.3,14.9,-0.3
2017/3/5,8.1,15.6,1.5
2017/3/6,7.8,13.9,4.7
2017/3/7,2.6,5.4,0.4
2017/3/8,1.3,3.1,0.2
2017/3/9,2.2,4.5,0.4
2017/3/10,4.4,8.6,0.7
2017/3/11,4.5,10.6,0.3
2017/3/12,5.1,13.6,-1.0
2017/3/13,9.3,16.7,2.7
2017/3/14,7.1,10.8,4.5
2017/3/15,5.9,10.1,3.0
2017/3/16,6.2,10.1,3.6
2017/3/17,5.7,11.9,1.6
2017/3/18,6.9,13.7,1.0
2017/3/19,9.3,16.3,2.4
2017/3/20,8.8,15.9,2.1
2017/3/21,8.0,10.3,6.4
2017/3/22,8.1,12.7,4.0
2017/3/23,7.6,13.4,3.2
2017/3/24,6.3,10.5,2.7
2017/3/25,6.0,12.1,0.7
2017/3/26,7.1,12.4,2.1
2017/3/27,7.4,11.9,3.5
2017/3/28,6.7,12.7,0.9
2017/3/29,8.5,15.3,1.8
2017/3/30,11.5,18.3,6.0
2017/3/31,7.8,9.2,5.4
