ダウンロードした時刻：2017/07/24 15:42:48

,八丈島,八丈島,八丈島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1981/1/1,8.4,11.9,4.7
1981/1/2,13.2,16.7,8.5
1981/1/3,7.6,9.4,6.7
1981/1/4,7.4,9.2,6.0
1981/1/5,7.1,9.0,4.5
1981/1/6,6.6,7.6,5.6
1981/1/7,7.3,8.8,6.0
1981/1/8,8.2,10.2,6.8
1981/1/9,10.5,12.6,8.3
1981/1/10,9.8,13.1,6.9
1981/1/11,5.9,7.4,4.1
1981/1/12,7.1,9.3,4.5
1981/1/13,6.5,9.3,3.7
1981/1/14,5.8,7.1,2.5
1981/1/15,7.6,9.8,6.1
1981/1/16,8.0,10.4,6.8
1981/1/17,6.1,8.7,3.5
1981/1/18,7.9,11.5,3.9
1981/1/19,9.3,11.4,7.9
1981/1/20,8.3,10.2,7.3
1981/1/21,7.5,9.3,6.5
1981/1/22,4.7,7.6,2.6
1981/1/23,6.5,11.3,1.3
1981/1/24,12.8,16.2,4.4
1981/1/25,11.9,16.6,8.7
1981/1/26,8.4,10.6,6.8
1981/1/27,6.8,10.2,3.9
1981/1/28,6.9,9.8,5.8
1981/1/29,8.1,10.3,6.6
1981/1/30,7.1,9.5,5.5
1981/1/31,8.4,11.1,5.9
1981/2/1,9.9,16.4,5.6
1981/2/2,7.5,9.4,6.5
1981/2/3,8.4,11.0,6.2
1981/2/4,6.7,8.6,5.7
1981/2/5,6.8,8.2,5.1
1981/2/6,7.7,10.0,6.0
1981/2/7,7.8,11.0,5.5
1981/2/8,9.0,10.8,7.6
1981/2/9,9.6,12.3,8.0
1981/2/10,9.4,11.9,7.8
1981/2/11,7.4,9.1,5.9
1981/2/12,10.4,13.1,6.4
1981/2/13,14.2,16.8,10.3
1981/2/14,13.9,17.6,11.9
1981/2/15,15.4,17.7,12.5
1981/2/16,17.6,19.3,16.3
1981/2/17,12.9,18.2,7.2
1981/2/18,10.4,13.2,7.0
1981/2/19,13.4,17.2,10.2
1981/2/20,12.9,17.0,11.0
1981/2/21,9.4,12.2,8.2
1981/2/22,8.1,11.7,5.3
1981/2/23,12.5,18.2,5.8
1981/2/24,12.9,18.2,11.5
1981/2/25,8.5,12.5,6.9
1981/2/26,3.1,7.0,-0.3
1981/2/27,1.6,4.7,-2.0
1981/2/28,6.7,9.0,2.3
1981/3/1,8.8,11.1,7.7
1981/3/2,8.5,9.5,7.4
1981/3/3,12.4,15.3,6.7
1981/3/4,14.1,16.2,12.3
1981/3/5,11.7,14.4,9.6
1981/3/6,10.7,14.5,7.3
1981/3/7,11.9,13.9,9.4
1981/3/8,13.8,16.2,12.2
1981/3/9,13.6,16.8,11.7
1981/3/10,9.7,14.3,7.5
1981/3/11,8.6,12.2,5.5
1981/3/12,12.5,15.5,9.6
1981/3/13,15.0,17.3,11.4
1981/3/14,16.4,18.7,13.6
1981/3/15,15.9,18.5,12.4
1981/3/16,9.7,12.4,8.1
1981/3/17,11.6,14.9,9.1
1981/3/18,12.9,17.8,8.6
1981/3/19,16.0,18.6,13.2
1981/3/20,15.2,19.2,11.0
1981/3/21,14.2,16.5,11.4
1981/3/22,15.7,18.9,12.0
1981/3/23,15.8,19.0,13.5
1981/3/24,14.4,17.3,12.1
1981/3/25,16.5,19.2,14.0
1981/3/26,16.6,19.6,11.0
1981/3/27,11.3,13.5,9.8
1981/3/28,13.3,17.3,9.6
1981/3/29,13.7,15.4,11.7
1981/3/30,11.8,14.0,9.6
1981/3/31,11.8,12.5,10.7
1981/4/1,15.6,18.1,12.2
1981/4/2,15.3,18.7,10.3
1981/4/3,13.9,17.0,9.2
1981/4/4,16.6,19.1,15.2
1981/4/5,16.4,19.7,14.9
1981/4/6,17.8,20.5,15.4
1981/4/7,16.0,19.5,12.3
1981/4/8,14.7,17.3,12.3
1981/4/9,14.8,16.8,13.2
1981/4/10,18.4,21.7,13.3
1981/4/11,18.4,21.7,16.2
1981/4/12,18.9,21.9,16.1
1981/4/13,15.4,18.6,12.9
1981/4/14,15.2,19.1,11.8
1981/4/15,16.7,20.0,11.1
1981/4/16,17.1,20.7,13.5
1981/4/17,14.8,18.3,11.8
1981/4/18,15.1,18.8,11.6
1981/4/19,15.1,17.0,13.1
1981/4/20,16.3,19.6,12.7
1981/4/21,13.7,15.8,11.6
1981/4/22,17.0,20.9,11.2
1981/4/23,18.6,22.8,14.5
1981/4/24,19.7,23.0,15.0
1981/4/25,18.3,21.2,14.4
1981/4/26,16.5,21.1,13.8
1981/4/27,18.8,22.2,12.8
1981/4/28,19.6,23.2,15.4
1981/4/29,19.4,22.9,14.8
1981/4/30,19.9,21.2,17.5
1981/5/1,20.2,23.2,17.1
