ダウンロードした時刻：2019/10/10 15:49:14

,高山,高山,高山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,-1.1,1.5,-3.5
1996/12/2,-1.4,1.5,-3.4
1996/12/3,-0.1,4.7,-2.5
1996/12/4,-0.3,3.8,-3.8
1996/12/5,3.3,5.8,0.6
1996/12/6,1.3,4.6,-2.2
1996/12/7,0.7,5.2,-2.5
1996/12/8,0.7,3.0,-1.8
1996/12/9,2.0,5.7,0.0
1996/12/10,1.9,5.0,-0.9
1996/12/11,4.2,8.4,1.8
1996/12/12,4.3,9.6,0.8
1996/12/13,3.3,8.8,-0.3
1996/12/14,2.8,12.3,-1.6
1996/12/15,3.6,11.4,-1.0
1996/12/16,3.3,13.4,-2.4
1996/12/17,8.1,14.0,4.2
1996/12/18,5.0,8.6,1.0
1996/12/19,0.9,4.3,-1.3
1996/12/20,0.0,3.4,-2.6
1996/12/21,1.1,4.7,-1.4
1996/12/22,2.8,8.7,-1.1
1996/12/23,-1.0,1.7,-6.5
1996/12/24,-3.1,2.0,-7.0
1996/12/25,-0.4,2.6,-3.3
1996/12/26,0.9,4.1,-2.9
1996/12/27,-1.5,6.6,-6.1
1996/12/28,-1.3,2.9,-4.4
1996/12/29,-1.7,7.1,-5.7
1996/12/30,-0.5,9.7,-5.1
1996/12/31,1.1,10.8,-2.9
1997/1/1,3.6,12.0,-2.3
1997/1/2,2.4,9.5,-1.3
1997/1/3,-1.0,1.3,-2.9
1997/1/4,-2.1,2.0,-6.5
1997/1/5,-3.3,-0.5,-7.2
1997/1/6,0.4,4.8,-3.6
1997/1/7,0.0,3.5,-2.2
1997/1/8,-1.0,1.7,-2.6
1997/1/9,-1.2,2.3,-3.3
1997/1/10,-1.4,3.9,-5.0
1997/1/11,-1.3,4.7,-4.7
1997/1/12,-3.6,4.4,-9.8
1997/1/13,-3.6,5.5,-10.1
1997/1/14,-2.1,4.6,-8.2
1997/1/15,-1.6,3.1,-6.7
1997/1/16,-3.6,5.3,-9.3
1997/1/17,-2.0,7.6,-8.5
1997/1/18,0.2,4.2,-4.1
1997/1/19,0.3,4.7,-3.0
1997/1/20,0.6,5.9,-2.8
1997/1/21,-1.4,4.2,-8.7
1997/1/22,-6.7,-4.4,-9.9
1997/1/23,-1.6,2.4,-5.0
1997/1/24,0.1,2.2,-1.3
1997/1/25,-2.2,-0.6,-3.4
1997/1/26,-1.8,1.6,-3.8
1997/1/27,-0.2,2.7,-2.3
1997/1/28,0.5,3.7,-3.4
1997/1/29,-1.8,-0.3,-3.3
1997/1/30,-3.5,-0.7,-7.1
1997/1/31,-5.5,1.6,-12.0
1997/2/1,-5.0,1.9,-11.6
1997/2/2,-2.5,0.8,-6.5
1997/2/3,-0.4,5.0,-4.1
1997/2/4,-4.5,-1.9,-10.0
1997/2/5,-5.3,3.3,-13.3
1997/2/6,-1.4,4.7,-6.4
1997/2/7,-0.5,3.0,-3.5
1997/2/8,-0.1,7.0,-5.1
1997/2/9,0.2,7.9,-4.2
1997/2/10,-0.5,6.7,-6.1
1997/2/11,-1.2,3.7,-3.6
1997/2/12,-2.3,0.2,-4.0
1997/2/13,-3.2,1.6,-9.2
1997/2/14,-5.2,2.8,-12.0
1997/2/15,-2.0,7.2,-10.5
1997/2/16,1.9,5.7,-0.4
1997/2/17,-0.8,2.4,-3.1
1997/2/18,-2.3,1.7,-5.2
1997/2/19,-2.8,0.0,-5.0
1997/2/20,-0.6,6.7,-6.9
1997/2/21,-2.8,1.7,-7.4
1997/2/22,-7.2,-3.9,-13.6
1997/2/23,-7.0,3.4,-17.4
1997/2/24,-2.4,8.4,-10.2
1997/2/25,-0.8,6.3,-8.8
1997/2/26,2.7,7.4,-1.7
1997/2/27,0.3,7.1,-5.8
1997/2/28,3.7,12.2,-4.6
1997/3/1,3.1,6.4,-1.3
1997/3/2,0.9,7.7,-5.9
1997/3/3,0.3,4.8,-4.9
1997/3/4,-0.4,7.5,-7.1
1997/3/5,1.4,8.5,-4.5
1997/3/6,4.6,13.7,-3.7
1997/3/7,8.0,15.6,2.9
1997/3/8,3.0,9.8,-2.4
1997/3/9,1.6,7.8,-2.8
1997/3/10,2.2,11.0,-6.2
1997/3/11,3.9,9.1,-0.7
1997/3/12,2.4,9.9,-4.3
1997/3/13,4.0,15.2,-4.4
1997/3/14,8.1,17.6,0.2
1997/3/15,6.4,11.4,4.2
1997/3/16,4.4,6.8,1.7
1997/3/17,2.5,7.6,-2.2
1997/3/18,3.1,13.9,-5.2
1997/3/19,3.2,12.2,-3.1
1997/3/20,2.5,11.0,-4.2
1997/3/21,5.1,13.9,-3.6
1997/3/22,4.1,8.4,-0.1
1997/3/23,3.6,11.7,-1.7
1997/3/24,-0.5,2.9,-4.2
1997/3/25,3.7,16.0,-6.9
1997/3/26,7.4,16.3,-1.0
1997/3/27,5.3,10.1,-0.6
1997/3/28,6.5,17.7,-2.5
1997/3/29,6.4,13.4,0.7
1997/3/30,6.7,13.4,-1.1
1997/3/31,3.4,11.0,-2.5
