ダウンロードした時刻：2019/10/10 16:14:11

,潮岬,潮岬,潮岬
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2007/12/1,13.2,18.0,9.9
2007/12/2,12.2,15.6,9.0
2007/12/3,14.6,19.2,10.7
2007/12/4,10.1,12.4,7.7
2007/12/5,8.5,11.5,6.9
2007/12/6,10.3,14.1,5.1
2007/12/7,13.5,16.9,11.5
2007/12/8,11.1,14.3,7.9
2007/12/9,10.3,13.5,7.1
2007/12/10,10.3,14.8,5.7
2007/12/11,11.7,13.1,10.4
2007/12/12,13.9,17.8,9.9
2007/12/13,13.5,18.2,10.4
2007/12/14,10.0,12.4,8.4
2007/12/15,9.6,12.4,7.4
2007/12/16,9.1,12.2,5.9
2007/12/17,9.2,12.2,5.4
2007/12/18,10.0,13.2,7.9
2007/12/19,9.4,13.0,6.6
2007/12/20,10.5,14.5,7.7
2007/12/21,11.6,14.7,8.7
2007/12/22,11.1,12.7,9.4
2007/12/23,13.2,16.8,9.8
2007/12/24,11.3,14.8,8.0
2007/12/25,11.1,12.3,8.1
2007/12/26,10.4,11.8,8.4
2007/12/27,11.1,14.4,8.9
2007/12/28,12.9,17.7,10.5
2007/12/29,13.9,18.2,9.2
2007/12/30,8.3,12.2,4.8
2007/12/31,5.8,8.2,4.4
2008/1/1,5.1,7.2,3.5
2008/1/2,6.3,9.5,4.0
2008/1/3,7.9,11.9,4.6
2008/1/4,8.5,11.8,6.4
2008/1/5,9.7,14.0,5.3
2008/1/6,10.7,14.2,5.7
2008/1/7,9.8,10.7,8.1
2008/1/8,12.0,15.5,8.5
2008/1/9,11.2,16.4,6.6
2008/1/10,11.5,15.7,7.8
2008/1/11,13.3,17.5,10.6
2008/1/12,16.3,19.5,9.0
2008/1/13,7.3,10.8,4.9
2008/1/14,5.8,9.2,3.2
2008/1/15,7.1,11.1,3.4
2008/1/16,7.7,10.6,5.0
2008/1/17,6.2,9.6,3.5
2008/1/18,6.0,8.7,3.6
2008/1/19,6.8,10.6,3.4
2008/1/20,7.3,10.0,5.2
2008/1/21,6.0,7.7,4.7
2008/1/22,6.3,8.7,4.5
2008/1/23,8.8,11.6,6.3
2008/1/24,5.8,9.7,2.7
2008/1/25,4.4,8.2,2.3
2008/1/26,4.6,8.6,0.3
2008/1/27,5.0,8.7,2.1
2008/1/28,5.1,7.7,2.4
2008/1/29,8.6,10.8,5.7
2008/1/30,9.3,12.6,7.8
2008/1/31,6.7,10.0,4.3
2008/2/1,6.5,10.6,3.5
2008/2/2,7.1,10.1,4.5
2008/2/3,7.1,9.8,4.6
2008/2/4,7.4,11.1,4.9
2008/2/5,7.1,10.5,5.0
2008/2/6,6.5,8.7,4.5
2008/2/7,6.2,10.1,2.8
2008/2/8,6.3,10.5,3.5
2008/2/9,5.7,6.6,4.3
2008/2/10,7.5,12.3,3.6
2008/2/11,8.6,12.0,4.6
2008/2/12,7.4,10.2,3.0
2008/2/13,3.1,6.2,1.1
2008/2/14,4.6,9.4,1.4
2008/2/15,5.5,8.6,2.9
2008/2/16,4.9,8.0,2.6
2008/2/17,3.6,7.3,1.8
2008/2/18,4.6,9.3,-1.0
2008/2/19,6.4,11.4,2.2
2008/2/20,8.2,12.9,3.1
2008/2/21,8.8,12.9,3.1
2008/2/22,11.2,14.8,7.5
2008/2/23,9.3,15.1,1.6
2008/2/24,2.7,5.7,0.3
2008/2/25,5.4,9.6,0.0
2008/2/26,9.9,15.4,5.3
2008/2/27,5.6,8.4,3.9
2008/2/28,6.7,10.9,3.5
2008/2/29,9.2,13.1,4.0
2008/3/1,10.4,13.2,7.2
2008/3/2,9.7,13.5,4.1
2008/3/3,11.3,14.5,7.2
2008/3/4,8.3,12.9,5.7
2008/3/5,6.6,10.2,3.2
2008/3/6,7.3,11.2,2.6
2008/3/7,9.8,13.9,5.7
2008/3/8,8.6,13.1,4.4
2008/3/9,11.5,15.4,6.2
2008/3/10,14.4,16.6,9.0
2008/3/11,14.3,18.6,8.6
2008/3/12,13.1,16.7,9.8
2008/3/13,12.4,15.1,11.2
2008/3/14,16.5,19.1,13.3
2008/3/15,13.3,17.2,9.2
2008/3/16,14.3,18.8,8.8
2008/3/17,13.7,16.6,10.9
2008/3/18,14.0,17.1,11.4
2008/3/19,13.4,14.8,11.4
2008/3/20,12.9,15.4,11.0
2008/3/21,13.5,18.2,8.5
2008/3/22,14.4,18.5,9.8
2008/3/23,15.3,18.5,12.4
2008/3/24,15.7,18.9,11.7
2008/3/25,14.5,18.4,11.0
2008/3/26,14.1,17.0,9.7
2008/3/27,11.4,14.8,7.7
2008/3/28,12.6,16.0,9.7
2008/3/29,10.9,15.8,6.1
2008/3/30,9.2,11.3,8.0
2008/3/31,11.1,15.0,8.1
