ダウンロードした時刻：2019/10/10 16:08:59

,彦根,彦根,彦根
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,11.7,16.0,8.6
2016/12/2,10.0,12.8,5.5
2016/12/3,9.0,15.6,3.8
2016/12/4,9.7,13.4,4.8
2016/12/5,12.5,16.8,9.6
2016/12/6,9.4,12.3,7.3
2016/12/7,8.0,12.3,3.0
2016/12/8,7.8,11.6,4.1
2016/12/9,8.9,15.0,4.3
2016/12/10,6.3,9.1,1.5
2016/12/11,4.9,9.5,0.8
2016/12/12,4.8,7.9,0.2
2016/12/13,7.2,11.1,5.3
2016/12/14,7.9,11.4,3.5
2016/12/15,4.7,8.4,2.3
2016/12/16,3.3,6.4,1.9
2016/12/17,5.6,9.0,1.7
2016/12/18,7.0,10.6,3.3
2016/12/19,7.2,11.3,3.1
2016/12/20,7.3,10.7,4.8
2016/12/21,7.3,9.5,4.4
2016/12/22,12.5,19.3,5.9
2016/12/23,9.4,13.2,5.7
2016/12/24,6.9,9.8,5.0
2016/12/25,6.7,11.4,3.9
2016/12/26,6.7,9.8,2.0
2016/12/27,8.7,12.0,4.7
2016/12/28,3.6,6.9,0.2
2016/12/29,3.5,6.8,-0.4
2016/12/30,5.2,7.7,2.8
2016/12/31,5.0,8.8,0.3
2017/1/1,7.6,10.8,5.4
2017/1/2,7.2,10.9,2.5
2017/1/3,7.1,9.0,3.4
2017/1/4,6.2,9.6,2.0
2017/1/5,6.2,8.9,4.5
2017/1/6,5.1,8.7,0.9
2017/1/7,3.8,8.9,-1.2
2017/1/8,4.8,6.4,2.7
2017/1/9,8.1,11.9,6.3
2017/1/10,7.7,12.4,4.6
2017/1/11,4.6,6.8,3.1
2017/1/12,5.0,8.3,2.2
2017/1/13,4.2,7.5,1.9
2017/1/14,0.5,2.9,-2.1
2017/1/15,0.8,3.2,-2.1
2017/1/16,1.8,4.0,0.1
2017/1/17,3.8,6.8,0.8
2017/1/18,2.5,7.1,-2.0
2017/1/19,4.1,8.2,-0.2
2017/1/20,2.0,5.8,-1.9
2017/1/21,4.1,6.8,1.5
2017/1/22,3.2,8.8,-0.8
2017/1/23,-0.1,2.7,-1.1
2017/1/24,0.0,2.0,-1.5
2017/1/25,1.1,3.8,-1.3
2017/1/26,1.4,6.1,-1.6
2017/1/27,3.1,7.8,-2.3
2017/1/28,4.3,9.2,0.5
2017/1/29,3.1,6.5,-1.2
2017/1/30,5.4,9.4,3.4
2017/1/31,2.7,5.8,-0.3
2017/2/1,2.0,5.4,-2.4
2017/2/2,3.0,5.5,1.5
2017/2/3,6.2,10.4,2.5
2017/2/4,5.2,11.0,0.4
2017/2/5,4.4,6.3,1.8
2017/2/6,4.8,7.6,1.3
2017/2/7,2.4,5.1,0.4
2017/2/8,4.2,7.2,2.2
2017/2/9,2.2,3.4,0.5
2017/2/10,1.0,2.9,0.0
2017/2/11,0.3,3.5,-1.2
2017/2/12,0.7,2.6,-0.7
2017/2/13,1.8,5.1,-0.6
2017/2/14,1.6,4.4,-0.6
2017/2/15,3.3,7.3,0.0
2017/2/16,4.2,9.8,-0.2
2017/2/17,5.5,8.3,2.8
2017/2/18,5.9,8.7,2.9
2017/2/19,3.8,7.2,1.6
2017/2/20,5.7,9.5,2.7
2017/2/21,2.8,4.2,0.9
2017/2/22,4.3,8.3,-1.1
2017/2/23,7.6,10.8,4.6
2017/2/24,4.1,7.7,0.5
2017/2/25,4.5,8.8,0.3
2017/2/26,5.4,10.3,0.2
2017/2/27,4.8,8.5,0.9
2017/2/28,3.8,9.0,-0.5
2017/3/1,4.4,9.4,-1.0
2017/3/2,6.5,10.4,4.0
2017/3/3,6.7,9.9,1.7
2017/3/4,5.5,11.8,0.3
2017/3/5,6.9,11.4,1.2
2017/3/6,7.2,10.5,5.1
2017/3/7,3.8,7.6,1.6
2017/3/8,3.3,7.4,0.7
2017/3/9,4.9,9.1,0.8
2017/3/10,5.0,7.6,2.9
2017/3/11,6.4,10.6,4.4
2017/3/12,5.8,11.5,0.3
2017/3/13,8.4,14.7,4.0
2017/3/14,7.5,11.4,4.3
2017/3/15,5.8,8.2,2.6
2017/3/16,6.7,9.7,4.8
2017/3/17,6.5,10.2,1.7
2017/3/18,6.6,11.5,1.5
2017/3/19,8.2,14.4,1.9
2017/3/20,10.5,15.3,4.1
2017/3/21,8.1,10.5,7.1
2017/3/22,8.0,12.0,4.1
2017/3/23,7.6,12.0,3.3
2017/3/24,6.9,10.1,4.2
2017/3/25,6.7,11.6,1.8
2017/3/26,7.5,10.6,5.7
2017/3/27,7.8,10.9,5.6
2017/3/28,8.2,13.2,2.1
2017/3/29,9.1,14.6,3.3
2017/3/30,11.7,17.5,8.5
2017/3/31,7.5,10.4,5.7
