É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:47:28

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1990/12/1,17.8,23.3,13.3
1990/12/2,12.7,18.1,6.5
1990/12/3,8.4,15.6,2.0
1990/12/4,6.9,14.1,1.3
1990/12/5,7.1,13.8,1.7
1990/12/6,7.7,15.2,0.7
1990/12/7,7.0,14.6,0.9
1990/12/8,8.4,17.0,1.2
1990/12/9,7.8,14.0,2.1
1990/12/10,9.3,17.5,3.2
1990/12/11,8.5,13.5,3.4
1990/12/12,10.4,16.2,4.7
1990/12/13,5.2,11.3,0.0
1990/12/14,5.1,11.3,0.4
1990/12/15,6.9,13.1,1.3
1990/12/16,4.8,8.3,2.3
1990/12/17,3.2,8.1,-2.0
1990/12/18,4.6,9.5,0.7
1990/12/19,4.0,10.6,-0.9
1990/12/20,4.2,9.2,-2.2
1990/12/21,5.0,8.0,1.8
1990/12/22,5.8,12.6,0.2
1990/12/23,4.3,12.3,0.0
1990/12/24,4.1,12.0,-2.8
1990/12/25,4.0,10.8,-2.3
1990/12/26,4.4,10.0,-0.9
1990/12/27,2.4,4.9,-0.3
1990/12/28,2.8,9.1,-3.0
1990/12/29,3.1,9.4,-1.7
1990/12/30,2.0,8.7,-3.0
1990/12/31,2.9,9.9,-3.2
1991/1/1,6.4,10.7,0.2
1991/1/2,5.9,9.7,1.5
1991/1/3,5.0,10.6,1.1
1991/1/4,3.4,10.3,-2.6
1991/1/5,3.8,10.2,-1.2
1991/1/6,1.6,7.1,-2.4
1991/1/7,2.0,7.8,-2.2
1991/1/8,1.6,10.0,-3.7
1991/1/9,2.2,9.2,-4.1
1991/1/10,3.1,11.5,-3.0
1991/1/11,3.4,10.3,-2.8
1991/1/12,1.6,2.9,0.5
1991/1/13,2.9,8.7,-0.8
1991/1/14,3.6,9.5,-1.2
1991/1/15,1.7,8.4,-2.7
1991/1/16,1.3,8.0,-4.6
1991/1/17,3.8,8.5,-0.7
1991/1/18,1.9,5.3,-1.5
1991/1/19,3.9,11.0,-2.8
1991/1/20,4.1,11.0,-1.9
1991/1/21,3.6,7.7,-1.5
1991/1/22,5.5,9.2,3.5
1991/1/23,1.8,5.5,-3.2
1991/1/24,0.3,5.5,-6.1
1991/1/25,5.6,14.7,0.4
1991/1/26,3.8,10.6,-1.0
1991/1/27,2.0,8.6,-3.9
1991/1/28,0.1,4.4,-4.1
1991/1/29,1.1,8.2,-6.0
1991/1/30,1.0,7.4,-4.4
1991/1/31,1.9,8.4,-4.9
1991/2/1,2.0,9.5,-4.3
1991/2/2,0.9,7.3,-4.0
1991/2/3,1.2,8.1,-5.2
1991/2/4,2.0,9.3,-2.8
1991/2/5,1.8,8.6,-3.1
1991/2/6,2.5,9.7,-5.3
1991/2/7,2.6,9.6,-3.3
1991/2/8,0.9,6.7,-3.7
1991/2/9,1.6,8.0,-5.8
1991/2/10,3.3,6.0,0.0
1991/2/11,5.6,12.6,-0.8
1991/2/12,3.6,9.2,0.0
1991/2/13,3.4,8.3,-1.5
1991/2/14,4.8,11.4,-2.1
1991/2/15,6.5,9.9,3.9
1991/2/16,9.4,12.7,5.0
1991/2/17,3.8,8.5,0.2
1991/2/18,2.0,6.6,-2.4
1991/2/19,2.5,9.0,-1.3
1991/2/20,1.7,6.7,-3.6
1991/2/21,2.5,9.0,-4.6
1991/2/22,3.3,8.5,-0.3
1991/2/23,1.4,6.6,-3.3
1991/2/24,0.8,5.8,-5.8
1991/2/25,0.9,6.9,-3.8
1991/2/26,3.4,11.8,-4.8
1991/2/27,5.6,12.7,-2.6
1991/2/28,9.5,17.5,1.2
1991/3/1,5.6,8.2,2.1
1991/3/2,4.7,9.4,1.5
1991/3/3,3.6,10.5,-2.1
1991/3/4,5.3,12.2,-3.0
1991/3/5,9.7,18.4,2.5
1991/3/6,10.1,17.4,3.1
1991/3/7,9.1,17.2,3.7
1991/3/8,2.8,4.5,0.7
1991/3/9,7.1,13.0,1.5
1991/3/10,8.0,14.3,2.0
1991/3/11,2.5,5.6,0.4
1991/3/12,6.8,11.4,2.8
1991/3/13,5.8,11.7,0.9
1991/3/14,3.9,10.1,-0.2
1991/3/15,2.6,8.0,-3.7
1991/3/16,2.8,5.4,0.7
1991/3/17,4.8,13.2,-1.2
1991/3/18,5.8,12.4,-1.7
1991/3/19,10.1,17.2,3.1
1991/3/20,12.8,21.9,3.5
1991/3/21,9.6,14.7,4.7
1991/3/22,6.0,8.7,4.1
1991/3/23,11.3,16.8,6.1
1991/3/24,13.6,20.0,6.2
1991/3/25,9.0,12.0,8.3
1991/3/26,12.7,19.8,5.2
1991/3/27,7.0,11.4,5.3
1991/3/28,8.0,11.3,5.3
1991/3/29,8.9,14.5,6.4
1991/3/30,9.6,13.5,5.6
1991/3/31,8.5,12.2,4.5
