É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:50:56

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1987/12/1,4.4,6.9,1.3
1987/12/2,4.4,8.3,0.0
1987/12/3,3.2,9.4,-1.9
1987/12/4,3.8,11.0,0.0
1987/12/5,3.0,7.3,-1.4
1987/12/6,0.9,4.2,-1.1
1987/12/7,1.5,6.7,-3.0
1987/12/8,3.6,9.1,-1.9
1987/12/9,6.2,10.9,0.2
1987/12/10,10.0,15.4,7.2
1987/12/11,9.2,11.5,6.9
1987/12/12,6.5,10.1,5.1
1987/12/13,2.1,5.2,-0.1
1987/12/14,2.4,6.9,-2.1
1987/12/15,5.0,11.4,0.7
1987/12/16,6.0,15.0,0.7
1987/12/17,4.9,11.0,0.5
1987/12/18,3.1,7.8,-0.5
1987/12/19,4.5,12.2,-0.6
1987/12/20,5.1,12.7,-1.3
1987/12/21,6.0,12.5,0.0
1987/12/22,4.3,10.0,0.1
1987/12/23,6.8,15.6,-0.5
1987/12/24,7.0,14.4,1.6
1987/12/25,6.3,14.2,0.5
1987/12/26,12.0,19.6,2.7
1987/12/27,8.3,16.2,1.6
1987/12/28,7.4,16.4,0.8
1987/12/29,7.7,17.0,0.9
1987/12/30,6.2,21.1,1.3
1987/12/31,4.9,10.1,2.3
1988/1/1,4.2,11.2,-0.5
1988/1/2,5.6,12.7,-0.9
1988/1/3,7.3,8.9,6.0
1988/1/4,7.3,10.6,4.4
1988/1/5,4.8,8.6,0.5
1988/1/6,2.9,8.7,-1.1
1988/1/7,1.5,5.2,-2.6
1988/1/8,6.7,13.3,0.5
1988/1/9,6.1,12.3,2.2
1988/1/10,2.6,7.4,-0.7
1988/1/11,3.4,9.1,-1.6
1988/1/12,5.3,10.8,-1.1
1988/1/13,6.3,14.5,-0.8
1988/1/14,5.1,12.0,-1.0
1988/1/15,8.1,15.8,-0.6
1988/1/16,8.6,12.5,5.5
1988/1/17,5.8,10.7,1.4
1988/1/18,2.8,11.8,-2.0
1988/1/19,3.9,8.5,0.8
1988/1/20,4.5,11.9,-0.3
1988/1/21,3.7,7.4,-0.9
1988/1/22,8.6,15.5,1.5
1988/1/23,7.5,13.2,1.7
1988/1/24,3.2,8.5,-0.4
1988/1/25,4.5,10.9,-3.7
1988/1/26,5.5,13.5,-0.4
1988/1/27,4.4,10.1,0.6
1988/1/28,4.6,12.1,-2.0
1988/1/29,6.4,16.1,-1.9
1988/1/30,6.0,10.3,1.7
1988/1/31,6.1,12.0,0.4
1988/2/1,4.9,9.6,0.6
1988/2/2,5.6,11.9,0.1
1988/2/3,0.5,4.6,-2.3
1988/2/4,2.9,9.3,-3.4
1988/2/5,6.0,14.7,-2.3
1988/2/6,5.8,9.6,1.2
1988/2/7,1.9,6.2,-1.3
1988/2/8,1.9,7.9,-4.4
1988/2/9,2.4,9.3,-3.4
1988/2/10,1.9,7.3,-3.7
1988/2/11,2.4,7.9,-3.4
1988/2/12,2.8,7.5,-0.9
1988/2/13,4.6,9.6,0.7
1988/2/14,3.5,8.5,-0.6
1988/2/15,1.7,7.1,-2.2
1988/2/16,-0.1,5.3,-4.6
1988/2/17,1.8,7.2,-2.9
1988/2/18,1.0,6.2,-4.2
1988/2/19,1.6,7.0,-3.1
1988/2/20,4.4,13.0,-3.7
1988/2/21,2.2,6.9,-2.1
1988/2/22,1.1,6.9,-4.4
1988/2/23,6.1,13.3,-1.9
1988/2/24,6.5,11.8,1.9
1988/2/25,2.0,5.2,-1.8
1988/2/26,4.3,7.4,2.1
1988/2/27,2.0,4.1,0.5
1988/2/28,4.3,9.7,0.6
1988/2/29,6.4,10.5,2.0
1988/3/1,5.1,6.9,4.1
1988/3/2,5.0,6.1,4.2
1988/3/3,5.3,11.0,1.1
1988/3/4,3.2,8.2,-0.8
1988/3/5,4.4,8.9,0.5
1988/3/6,6.3,11.9,-0.7
1988/3/7,4.9,10.8,1.2
1988/3/8,4.4,10.2,-0.7
1988/3/9,5.3,11.0,-0.1
1988/3/10,6.7,14.1,-0.4
1988/3/11,9.0,16.3,0.2
1988/3/12,11.9,22.7,6.2
1988/3/13,11.5,17.8,6.4
1988/3/14,12.5,19.4,3.5
1988/3/15,9.8,16.5,2.2
1988/3/16,5.0,10.7,-0.8
1988/3/17,3.5,6.5,2.0
1988/3/18,7.3,12.1,3.1
1988/3/19,10.2,16.1,2.1
1988/3/20,9.5,15.0,6.4
1988/3/21,6.2,7.8,4.0
1988/3/22,6.3,11.2,3.0
1988/3/23,11.6,17.4,6.8
1988/3/24,6.8,12.2,3.4
1988/3/25,6.1,10.1,0.8
1988/3/26,4.2,7.2,0.6
1988/3/27,6.4,13.0,0.6
1988/3/28,8.5,14.4,1.0
1988/3/29,7.4,9.7,5.9
1988/3/30,6.8,8.8,4.9
1988/3/31,5.7,7.7,3.7
