ダウンロードした時刻：2019/10/10 15:38:50

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/12/1,8.0,11.9,5.2
1982/12/2,5.9,9.4,3.7
1982/12/3,5.8,10.7,2.9
1982/12/4,7.7,13.7,4.0
1982/12/5,8.1,18.0,1.7
1982/12/6,0.2,4.0,-3.1
1982/12/7,1.9,5.7,-3.3
1982/12/8,2.2,4.3,-0.1
1982/12/9,4.6,7.3,0.4
1982/12/10,6.6,11.3,1.9
1982/12/11,6.4,16.8,0.2
1982/12/12,5.9,10.4,2.7
1982/12/13,2.3,4.3,1.1
1982/12/14,2.9,7.7,-0.7
1982/12/15,2.3,7.7,-0.6
1982/12/16,4.1,8.5,0.2
1982/12/17,5.1,11.6,1.1
1982/12/18,1.2,4.5,-1.1
1982/12/19,1.3,5.3,-3.5
1982/12/20,5.8,9.8,1.1
1982/12/21,4.1,8.7,1.0
1982/12/22,3.2,6.0,0.1
1982/12/23,4.2,9.1,1.7
1982/12/24,4.0,6.9,2.0
1982/12/25,1.4,4.6,-1.2
1982/12/26,-0.1,1.0,-1.8
1982/12/27,3.2,6.5,-0.5
1982/12/28,1.7,5.1,-2.1
1982/12/29,3.0,9.4,-2.8
1982/12/30,2.4,4.5,-0.3
1982/12/31,-0.4,1.9,-2.9
1983/1/1,-0.1,2.1,-1.5
1983/1/2,-0.4,3.7,-2.7
1983/1/3,0.2,4.5,-3.9
1983/1/4,1.4,6.0,-1.7
1983/1/5,1.0,7.1,-3.5
1983/1/6,2.2,6.2,-2.1
1983/1/7,1.6,6.9,-3.9
1983/1/8,3.8,11.2,-0.8
1983/1/9,-1.2,1.1,-2.5
1983/1/10,-3.8,-2.0,-5.9
1983/1/11,-3.1,-0.9,-5.0
1983/1/12,-0.2,2.3,-2.5
1983/1/13,-0.4,2.3,-1.6
1983/1/14,-1.6,1.0,-4.3
1983/1/15,-0.3,1.9,-1.9
1983/1/16,0.5,3.6,-2.7
1983/1/17,0.2,4.0,-2.1
1983/1/18,-1.3,-0.4,-2.5
1983/1/19,-1.1,2.4,-3.3
1983/1/20,-3.2,-0.6,-5.6
1983/1/21,-2.9,0.7,-5.7
1983/1/22,-4.6,-1.1,-7.1
1983/1/23,-2.0,0.7,-7.2
1983/1/24,0.7,4.0,-2.3
1983/1/25,3.4,6.6,-1.7
1983/1/26,2.4,5.0,-1.0
1983/1/27,2.7,6.7,-3.2
1983/1/28,6.7,10.7,3.3
1983/1/29,8.5,11.6,6.1
1983/1/30,1.1,6.5,-2.6
1983/1/31,-1.8,1.1,-3.7
1983/2/1,1.4,6.3,-3.7
1983/2/2,-0.2,0.5,-1.2
1983/2/3,0.4,4.0,-2.5
1983/2/4,-0.2,3.0,-3.0
1983/2/5,2.4,6.7,-1.8
1983/2/6,1.3,3.2,-0.5
1983/2/7,-0.2,2.3,-1.5
1983/2/8,-0.9,2.9,-2.7
1983/2/9,-0.5,2.3,-2.7
1983/2/10,-3.0,-1.0,-4.7
1983/2/11,-3.9,-1.8,-6.1
1983/2/12,-5.0,-2.1,-7.0
1983/2/13,-5.9,-4.1,-6.6
1983/2/14,-4.8,-1.4,-7.3
1983/2/15,-2.3,3.4,-9.2
1983/2/16,-1.3,2.6,-4.4
1983/2/17,-1.9,0.0,-4.5
1983/2/18,0.7,2.3,-0.2
1983/2/19,0.1,1.2,-1.2
1983/2/20,-0.7,1.2,-2.3
1983/2/21,-2.0,1.3,-4.1
1983/2/22,-2.0,2.0,-7.0
1983/2/23,-2.1,2.0,-5.9
1983/2/24,-1.5,2.7,-5.1
1983/2/25,-1.6,2.6,-5.4
1983/2/26,-2.5,0.7,-3.9
1983/2/27,-1.4,1.2,-4.5
1983/2/28,1.9,5.0,-3.9
1983/3/1,3.6,9.1,-2.0
1983/3/2,1.0,2.0,0.1
1983/3/3,2.9,7.6,0.2
1983/3/4,1.4,5.2,-0.5
1983/3/5,0.2,3.6,-2.7
1983/3/6,0.6,5.0,-2.4
1983/3/7,-1.7,1.5,-4.3
1983/3/8,-0.9,2.5,-3.4
1983/3/9,0.7,5.6,-4.0
1983/3/10,0.0,4.2,-4.7
1983/3/11,2.7,7.9,-1.8
1983/3/12,2.5,9.4,-4.2
1983/3/13,1.3,2.8,0.0
1983/3/14,-0.6,1.7,-3.1
1983/3/15,0.8,5.3,-2.0
1983/3/16,1.0,6.5,-5.0
1983/3/17,3.1,6.5,0.8
1983/3/18,0.8,3.4,-1.6
1983/3/19,2.1,6.4,-1.1
1983/3/20,3.3,11.0,-4.0
1983/3/21,3.5,9.1,-1.9
1983/3/22,6.3,11.9,1.8
1983/3/23,6.4,13.5,0.1
1983/3/24,5.2,7.5,2.4
1983/3/25,4.7,9.4,0.8
1983/3/26,4.3,9.1,0.5
1983/3/27,4.8,10.7,0.1
1983/3/28,4.9,11.8,-0.5
1983/3/29,5.5,12.3,-1.2
1983/3/30,6.6,12.8,1.5
1983/3/31,6.2,13.3,-0.6
