ダウンロードした時刻：2019/10/10 15:50:19

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1996/12/1,2.8,10.3,-1.4
1996/12/2,2.5,8.6,-0.9
1996/12/3,4.7,12.6,-1.3
1996/12/4,5.7,11.8,0.3
1996/12/5,8.2,13.6,3.7
1996/12/6,7.2,12.5,1.7
1996/12/7,4.4,11.5,-0.6
1996/12/8,5.0,11.7,-0.1
1996/12/9,6.8,14.6,0.9
1996/12/10,7.5,13.4,2.1
1996/12/11,10.0,16.9,5.4
1996/12/12,9.1,17.4,3.6
1996/12/13,7.7,10.7,3.4
1996/12/14,9.0,15.2,3.8
1996/12/15,8.8,13.3,4.1
1996/12/16,9.4,14.0,4.5
1996/12/17,10.6,14.3,6.8
1996/12/18,10.5,16.6,4.3
1996/12/19,4.7,9.4,1.2
1996/12/20,4.0,9.7,0.1
1996/12/21,5.4,13.3,0.1
1996/12/22,4.9,10.6,0.8
1996/12/23,5.0,9.8,0.5
1996/12/24,3.2,9.6,-1.9
1996/12/25,6.8,13.1,1.0
1996/12/26,6.2,10.1,2.6
1996/12/27,3.8,8.5,0.2
1996/12/28,5.3,14.8,0.3
1996/12/29,5.3,13.3,-0.2
1996/12/30,6.4,13.4,1.1
1996/12/31,7.2,13.5,1.7
1997/1/1,6.8,12.7,3.0
1997/1/2,7.3,14.3,1.5
1997/1/3,4.0,10.6,-0.7
1997/1/4,3.3,8.2,-0.8
1997/1/5,2.1,6.7,-1.6
1997/1/6,4.4,10.4,0.1
1997/1/7,3.8,9.6,-0.6
1997/1/8,3.2,8.3,-0.3
1997/1/9,3.0,9.0,-1.3
1997/1/10,3.0,10.2,-2.3
1997/1/11,3.0,9.5,-1.7
1997/1/12,3.1,10.4,-2.1
1997/1/13,3.1,9.8,-1.5
1997/1/14,5.2,12.6,-1.1
1997/1/15,3.7,7.8,-0.3
1997/1/16,2.5,10.2,-2.6
1997/1/17,5.1,13.3,-1.2
1997/1/18,5.7,13.0,0.9
1997/1/19,5.4,10.1,2.4
1997/1/20,5.3,13.0,-0.5
1997/1/21,3.3,13.7,-2.2
1997/1/22,-2.1,1.9,-6.0
1997/1/23,3.1,9.8,-4.3
1997/1/24,5.3,10.9,0.4
1997/1/25,3.0,8.4,0.2
1997/1/26,3.0,10.2,-1.9
1997/1/27,4.4,12.8,-2.0
1997/1/28,4.4,10.5,-0.4
1997/1/29,3.2,8.5,0.1
1997/1/30,1.3,6.2,-1.3
1997/1/31,2.3,9.0,-4.2
1997/2/1,2.2,8.4,-2.3
1997/2/2,3.5,9.5,-1.4
1997/2/3,4.6,13.0,0.8
1997/2/4,2.8,7.3,-0.1
1997/2/5,3.4,9.6,-1.7
1997/2/6,4.9,10.5,1.4
1997/2/7,4.3,9.6,0.5
1997/2/8,4.9,11.6,-0.2
1997/2/9,6.6,15.2,0.1
1997/2/10,6.6,14.4,-0.1
1997/2/11,4.6,10.2,0.7
1997/2/12,2.8,8.6,-1.0
1997/2/13,1.7,7.3,-2.7
1997/2/14,2.3,9.7,-4.1
1997/2/15,3.9,9.5,-1.6
1997/2/16,6.3,14.4,2.4
1997/2/17,4.7,8.9,1.3
1997/2/18,3.1,10.3,-1.4
1997/2/19,2.5,7.7,-1.1
1997/2/20,4.9,13.2,-2.5
1997/2/21,1.7,7.4,-3.5
1997/2/22,-1.7,2.2,-4.6
1997/2/23,2.0,8.9,-5.6
1997/2/24,5.3,15.1,-1.2
1997/2/25,7.9,14.3,1.0
1997/2/26,9.4,12.9,5.4
1997/2/27,6.8,13.9,1.4
1997/2/28,8.5,13.5,3.4
1997/3/1,7.8,14.8,2.8
1997/3/2,5.5,10.6,1.0
1997/3/3,4.8,11.1,0.4
1997/3/4,5.9,14.0,-1.4
1997/3/5,8.1,16.8,0.5
1997/3/6,9.5,15.9,2.1
1997/3/7,12.7,24.1,5.5
1997/3/8,9.4,17.0,4.0
1997/3/9,6.4,13.3,2.8
1997/3/10,8.1,13.5,1.6
1997/3/11,8.5,14.8,4.6
1997/3/12,6.8,12.6,2.2
1997/3/13,7.2,14.3,-0.2
1997/3/14,12.3,19.5,4.3
1997/3/15,6.8,11.4,5.3
1997/3/16,5.0,6.3,3.9
1997/3/17,6.3,11.3,3.0
1997/3/18,7.8,14.3,0.5
1997/3/19,9.6,15.5,3.9
1997/3/20,9.5,15.0,4.9
1997/3/21,10.0,15.2,5.1
1997/3/22,9.4,16.4,6.3
1997/3/23,5.8,8.9,3.3
1997/3/24,4.2,8.4,0.4
1997/3/25,8.0,17.1,-1.0
1997/3/26,12.1,18.6,7.2
1997/3/27,9.2,13.3,7.7
1997/3/28,11.1,18.9,2.3
1997/3/29,10.2,13.2,6.0
1997/3/30,12.4,24.2,6.1
1997/3/31,9.2,17.1,4.2
