ダウンロードした時刻：2019/10/10 15:50:07

,前橋,前橋,前橋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1987/12/1,4.2,7.8,1.4
1987/12/2,2.8,7.4,-1.4
1987/12/3,3.1,8.8,-1.6
1987/12/4,3.4,11.0,-0.5
1987/12/5,3.4,6.9,-0.2
1987/12/6,2.2,5.5,0.3
1987/12/7,2.8,7.6,-1.1
1987/12/8,3.0,9.2,-2.2
1987/12/9,6.7,11.9,1.6
1987/12/10,9.6,15.4,6.5
1987/12/11,9.2,12.7,6.2
1987/12/12,6.9,9.6,5.0
1987/12/13,2.4,5.2,0.3
1987/12/14,3.2,7.5,-0.8
1987/12/15,4.8,10.2,0.8
1987/12/16,6.8,16.0,2.3
1987/12/17,4.1,10.1,1.3
1987/12/18,2.8,8.1,-0.6
1987/12/19,4.9,12.4,-1.2
1987/12/20,7.2,12.7,1.7
1987/12/21,6.2,12.2,1.3
1987/12/22,4.8,9.1,0.9
1987/12/23,7.4,15.0,1.8
1987/12/24,7.9,14.5,2.7
1987/12/25,8.3,14.6,2.7
1987/12/26,12.0,18.8,5.8
1987/12/27,9.7,16.4,4.1
1987/12/28,9.0,16.2,3.3
1987/12/29,10.0,17.8,5.3
1987/12/30,7.4,20.8,2.2
1987/12/31,4.0,8.4,0.7
1988/1/1,4.2,10.8,-1.1
1988/1/2,7.0,12.7,0.3
1988/1/3,7.0,10.9,3.2
1988/1/4,6.8,10.9,3.0
1988/1/5,3.9,7.8,0.8
1988/1/6,3.0,7.5,-0.6
1988/1/7,2.2,5.9,-2.6
1988/1/8,8.2,15.0,2.1
1988/1/9,4.8,11.2,0.9
1988/1/10,1.5,7.2,-1.3
1988/1/11,2.6,8.4,-3.2
1988/1/12,5.1,11.0,0.0
1988/1/13,7.0,14.3,1.6
1988/1/14,6.3,12.1,1.6
1988/1/15,8.7,16.3,1.8
1988/1/16,7.9,11.8,3.9
1988/1/17,4.6,9.7,0.6
1988/1/18,2.5,8.9,-0.2
1988/1/19,3.1,9.4,-2.2
1988/1/20,4.5,11.5,-0.9
1988/1/21,4.5,8.0,0.4
1988/1/22,9.6,15.2,4.6
1988/1/23,7.7,13.2,2.5
1988/1/24,2.7,8.0,-0.9
1988/1/25,3.9,12.3,-2.9
1988/1/26,4.5,12.2,-1.2
1988/1/27,4.9,11.3,0.8
1988/1/28,4.8,10.5,-0.4
1988/1/29,7.1,15.3,-0.7
1988/1/30,4.7,9.3,1.5
1988/1/31,4.5,9.4,0.5
1988/2/1,4.4,9.4,-0.2
1988/2/2,5.6,13.5,0.2
1988/2/3,-0.4,2.6,-3.2
1988/2/4,2.5,8.9,-4.2
1988/2/5,7.4,13.2,-0.4
1988/2/6,7.4,11.6,3.9
1988/2/7,1.2,5.1,-3.1
1988/2/8,0.8,7.2,-5.5
1988/2/9,1.9,8.6,-3.8
1988/2/10,0.8,6.7,-2.6
1988/2/11,1.8,5.9,-2.5
1988/2/12,3.3,7.8,0.0
1988/2/13,3.4,7.6,-0.9
1988/2/14,2.0,6.8,-1.9
1988/2/15,-0.1,5.7,-3.8
1988/2/16,-1.0,3.6,-4.8
1988/2/17,0.4,5.7,-4.0
1988/2/18,0.4,5.5,-4.8
1988/2/19,0.5,5.5,-4.7
1988/2/20,2.9,11.3,-3.3
1988/2/21,1.4,5.4,-2.3
1988/2/22,0.6,7.0,-5.5
1988/2/23,5.5,12.6,-2.0
1988/2/24,5.3,10.1,0.7
1988/2/25,2.6,6.6,-2.3
1988/2/26,4.1,8.7,0.5
1988/2/27,2.4,4.1,0.9
1988/2/28,3.8,8.4,0.4
1988/2/29,5.9,10.3,1.7
1988/3/1,5.0,8.3,2.7
1988/3/2,5.0,6.6,3.4
1988/3/3,4.8,9.2,0.7
1988/3/4,2.1,6.2,-1.0
1988/3/5,3.9,9.1,-0.1
1988/3/6,5.8,12.2,-0.4
1988/3/7,3.6,8.6,-0.3
1988/3/8,3.3,9.1,-2.8
1988/3/9,4.8,10.8,-2.0
1988/3/10,6.3,13.4,-0.1
1988/3/11,8.7,15.4,0.6
1988/3/12,10.1,19.7,5.7
1988/3/13,10.5,17.7,3.0
1988/3/14,12.8,19.3,4.6
1988/3/15,8.0,13.6,0.5
1988/3/16,3.7,7.7,-1.3
1988/3/17,2.9,6.4,0.7
1988/3/18,6.9,11.9,2.3
1988/3/19,9.7,17.3,2.8
1988/3/20,7.9,12.0,4.5
1988/3/21,5.7,8.1,3.4
1988/3/22,6.0,10.6,2.4
1988/3/23,10.2,15.4,5.9
1988/3/24,5.4,9.9,2.3
1988/3/25,6.2,10.6,0.4
1988/3/26,3.4,7.5,0.4
1988/3/27,4.6,10.9,-1.0
1988/3/28,7.6,13.3,-0.2
1988/3/29,7.2,9.6,5.8
1988/3/30,6.1,7.5,4.8
1988/3/31,5.2,7.0,3.4
