ダウンロードした時刻：2017/07/24 15:39:42

,福井,福井,福井
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/1/1,4.3,7.1,1.7
2002/1/2,0.9,3.7,-1.4
2002/1/3,1.2,3.9,-1.1
2002/1/4,2.4,5.2,0.2
2002/1/5,3.6,7.0,0.9
2002/1/6,1.3,3.2,-1.0
2002/1/7,3.3,8.6,-3.0
2002/1/8,2.9,6.1,0.5
2002/1/9,3.1,5.0,1.5
2002/1/10,4.3,7.5,1.5
2002/1/11,5.5,8.3,2.8
2002/1/12,6.0,13.3,2.1
2002/1/13,5.7,12.8,1.7
2002/1/14,4.4,11.3,-0.6
2002/1/15,8.0,10.9,3.7
2002/1/16,9.1,11.4,6.6
2002/1/17,5.0,6.6,2.2
2002/1/18,2.6,4.4,1.1
2002/1/19,3.3,8.2,0.2
2002/1/20,6.4,12.9,-1.1
2002/1/21,8.1,11.7,6.9
2002/1/22,4.8,7.9,1.6
2002/1/23,1.3,3.5,0.2
2002/1/24,1.6,3.8,0.3
2002/1/25,2.1,4.7,-0.3
2002/1/26,0.7,3.6,-2.9
2002/1/27,4.8,7.1,2.4
2002/1/28,2.7,4.8,0.7
2002/1/29,1.0,3.5,0.2
2002/1/30,1.3,4.1,0.1
2002/1/31,1.1,3.9,-0.9
2002/2/1,1.5,5.5,-2.9
2002/2/2,3.8,8.7,0.0
2002/2/3,4.6,8.2,1.3
2002/2/4,5.1,10.4,0.3
2002/2/5,6.3,12.1,1.4
2002/2/6,6.1,13.2,1.8
2002/2/7,4.9,10.9,1.9
2002/2/8,6.2,12.8,0.5
2002/2/9,2.7,8.5,-0.1
2002/2/10,1.1,4.3,-1.0
2002/2/11,0.6,2.8,-0.5
2002/2/12,0.7,2.9,-1.3
2002/2/13,1.8,5.1,-1.2
2002/2/14,0.3,3.8,-2.0
2002/2/15,1.4,5.1,-0.8
2002/2/16,2.9,8.8,-2.7
2002/2/17,5.6,10.3,2.5
2002/2/18,3.1,6.6,0.3
2002/2/19,1.7,3.8,0.0
2002/2/20,4.5,9.6,0.7
2002/2/21,7.6,15.0,1.3
2002/2/22,7.5,10.8,6.1
2002/2/23,6.5,11.4,2.3
2002/2/24,4.8,10.9,0.1
2002/2/25,4.0,11.2,-1.4
2002/2/26,7.7,14.6,3.0
2002/2/27,8.2,13.1,2.9
2002/2/28,8.5,10.0,7.0
2002/3/1,10.2,14.6,6.3
2002/3/2,6.0,12.7,2.4
2002/3/3,3.8,7.7,0.5
2002/3/4,5.0,12.5,-1.6
2002/3/5,7.1,11.8,2.9
2002/3/6,8.5,10.7,5.9
2002/3/7,4.8,7.5,2.7
2002/3/8,3.6,8.9,0.4
2002/3/9,6.9,15.8,-0.7
2002/3/10,8.8,16.6,2.5
2002/3/11,8.2,13.0,3.4
2002/3/12,8.4,15.6,2.5
2002/3/13,7.4,13.9,2.0
2002/3/14,11.6,20.1,2.6
2002/3/15,12.4,14.9,9.6
2002/3/16,10.0,14.6,6.3
2002/3/17,11.3,18.6,5.2
2002/3/18,8.9,16.3,4.3
2002/3/19,10.3,17.1,2.7
2002/3/20,11.2,17.5,5.5
2002/3/21,13.5,19.6,7.1
2002/3/22,9.2,11.0,6.8
2002/3/23,6.2,9.5,2.9
2002/3/24,4.6,9.0,2.1
2002/3/25,5.8,12.3,0.4
2002/3/26,12.3,19.5,2.5
2002/3/27,9.7,12.7,5.8
2002/3/28,7.2,12.7,1.0
2002/3/29,12.6,21.0,6.9
2002/3/30,11.5,15.1,7.6
2002/3/31,11.2,18.4,5.0
2002/4/1,14.6,22.3,7.8
2002/4/2,15.6,23.5,8.4
2002/4/3,13.4,21.7,9.4
2002/4/4,11.5,15.0,8.9
2002/4/5,10.4,14.7,6.6
2002/4/6,12.7,21.0,4.8
2002/4/7,15.8,20.5,12.0
2002/4/8,16.1,21.0,12.3
2002/4/9,12.5,16.4,10.1
2002/4/10,10.9,16.3,6.8
2002/4/11,11.8,18.4,7.3
2002/4/12,10.1,14.8,6.1
2002/4/13,9.8,15.6,4.0
2002/4/14,16.3,25.9,6.9
2002/4/15,20.8,27.2,12.7
2002/4/16,20.1,23.9,17.5
2002/4/17,14.1,20.0,8.6
2002/4/18,11.1,15.4,7.6
2002/4/19,11.5,17.9,5.3
2002/4/20,17.6,23.4,9.8
2002/4/21,15.9,18.9,13.8
2002/4/22,18.3,25.0,12.5
2002/4/23,20.6,25.1,15.6
2002/4/24,18.6,22.2,13.4
2002/4/25,12.8,15.4,10.2
2002/4/26,11.9,17.3,6.7
2002/4/27,12.7,18.7,6.4
2002/4/28,15.2,21.4,10.2
2002/4/29,18.1,24.5,10.2
2002/4/30,17.1,18.5,16.1
2002/5/1,15.2,19.2,10.8
