ダウンロードした時刻：2019/10/10 16:07:58

,京都,京都,京都
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2011/12/1,11.1,13.6,9.3
2011/12/2,10.3,13.1,8.0
2011/12/3,14.8,18.1,12.0
2011/12/4,11.0,14.8,8.4
2011/12/5,9.2,14.4,5.7
2011/12/6,7.9,11.6,5.1
2011/12/7,10.4,15.0,5.3
2011/12/8,9.8,11.1,8.8
2011/12/9,5.5,9.0,1.8
2011/12/10,4.9,9.2,0.2
2011/12/11,5.7,11.1,1.9
2011/12/12,6.4,12.2,1.4
2011/12/13,7.6,12.9,4.2
2011/12/14,8.1,15.7,2.9
2011/12/15,8.3,14.4,3.4
2011/12/16,5.1,8.1,1.9
2011/12/17,3.9,8.3,1.3
2011/12/18,5.2,10.4,0.1
2011/12/19,6.3,10.4,2.0
2011/12/20,5.7,8.6,3.0
2011/12/21,6.4,10.7,2.4
2011/12/22,6.5,11.3,3.8
2011/12/23,3.6,7.4,1.4
2011/12/24,3.3,8.1,-0.2
2011/12/25,3.0,7.8,0.9
2011/12/26,2.2,6.2,0.1
2011/12/27,3.2,7.9,-0.9
2011/12/28,4.3,8.0,1.7
2011/12/29,5.1,11.7,-0.3
2011/12/30,4.3,8.0,2.8
2011/12/31,3.9,10.0,0.6
2012/1/1,6.3,11.1,1.3
2012/1/2,5.1,8.0,2.7
2012/1/3,4.5,8.1,2.0
2012/1/4,3.2,8.3,0.7
2012/1/5,2.9,7.1,0.5
2012/1/6,4.2,9.9,0.0
2012/1/7,4.0,7.4,2.3
2012/1/8,3.2,6.6,0.6
2012/1/9,4.8,9.9,1.0
2012/1/10,5.2,10.9,1.2
2012/1/11,4.7,10.4,0.9
2012/1/12,2.4,6.7,-0.2
2012/1/13,4.2,10.3,-0.9
2012/1/14,5.0,8.2,2.8
2012/1/15,5.3,8.3,2.3
2012/1/16,4.9,5.9,4.0
2012/1/17,4.5,10.1,0.8
2012/1/18,4.2,10.8,-1.3
2012/1/19,5.3,8.6,2.5
2012/1/20,7.3,9.9,5.0
2012/1/21,7.1,8.5,5.1
2012/1/22,6.3,11.4,2.7
2012/1/23,5.4,8.8,2.1
2012/1/24,2.3,4.9,0.4
2012/1/25,1.8,6.8,-1.0
2012/1/26,1.8,5.8,-0.5
2012/1/27,2.5,7.3,-1.3
2012/1/28,3.3,7.3,0.6
2012/1/29,2.4,5.8,0.1
2012/1/30,2.0,4.8,-0.2
2012/1/31,2.4,6.9,-0.7
2012/2/1,2.4,8.1,-2.0
2012/2/2,-0.4,2.4,-2.2
2012/2/3,0.7,6.1,-3.5
2012/2/4,3.6,9.3,-1.4
2012/2/5,5.1,9.6,0.1
2012/2/6,6.9,9.5,4.3
2012/2/7,8.0,10.8,4.9
2012/2/8,2.3,5.0,-0.6
2012/2/9,1.3,6.3,-2.5
2012/2/10,3.1,8.1,-0.5
2012/2/11,3.6,8.6,-0.3
2012/2/12,3.3,8.3,-0.5
2012/2/13,3.5,5.9,1.1
2012/2/14,5.3,6.9,3.2
2012/2/15,4.2,7.1,2.0
2012/2/16,4.0,8.5,1.0
2012/2/17,2.9,6.8,-0.9
2012/2/18,0.5,3.9,-1.5
2012/2/19,1.1,7.4,-3.3
2012/2/20,3.3,10.0,-1.8
2012/2/21,4.5,9.2,-0.5
2012/2/22,8.1,12.2,3.1
2012/2/23,10.2,13.6,7.9
2012/2/24,8.3,12.7,4.4
2012/2/25,6.1,8.4,4.7
2012/2/26,4.2,6.5,1.3
2012/2/27,2.3,7.0,0.1
2012/2/28,4.0,8.9,-1.4
2012/2/29,6.6,12.1,3.2
2012/3/1,9.1,16.3,2.9
2012/3/2,9.6,10.6,7.6
2012/3/3,8.7,13.4,5.0
2012/3/4,6.8,9.1,2.7
2012/3/5,11.0,12.9,9.0
2012/3/6,13.4,18.8,10.8
2012/3/7,10.2,12.9,6.3
2012/3/8,9.2,15.7,4.7
2012/3/9,6.8,8.7,5.3
2012/3/10,7.4,10.9,4.8
2012/3/11,5.0,11.7,1.2
2012/3/12,2.5,6.8,0.1
2012/3/13,,,0.5
2012/3/14,5.4,12.4,-0.9
2012/3/15,5.1,9.9,1.8
2012/3/16,7.5,13.9,0.5
2012/3/17,11.2,13.8,9.0
2012/3/18,11.4,13.5,9.3
2012/3/19,6.0,9.5,2.3
2012/3/20,6.3,13.9,0.2
2012/3/21,6.5,12.2,2.3
2012/3/22,8.8,14.9,1.8
2012/3/23,9.3,10.5,7.4
2012/3/24,9.7,12.8,6.2
2012/3/25,5.4,9.9,2.7
2012/3/26,5.4,9.5,1.8
2012/3/27,8.4,15.0,1.6
2012/3/28,8.9,16.5,3.6
2012/3/29,10.2,18.7,2.9
2012/3/30,13.8,20.9,6.2
2012/3/31,9.9,15.7,3.6
