É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:47:36

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1996/12/1,3.0,10.0,-1.3
1996/12/2,3.1,10.0,-2.9
1996/12/3,4.0,11.0,-1.4
1996/12/4,4.7,11.5,-1.8
1996/12/5,8.2,12.4,4.1
1996/12/6,6.8,11.3,-0.9
1996/12/7,4.3,10.2,-1.3
1996/12/8,3.7,10.8,-2.0
1996/12/9,5.3,12.9,-1.9
1996/12/10,6.5,13.4,0.4
1996/12/11,8.2,15.9,3.1
1996/12/12,8.1,15.9,1.8
1996/12/13,7.2,11.0,2.7
1996/12/14,7.8,15.0,2.1
1996/12/15,7.3,14.3,1.1
1996/12/16,8.7,14.2,2.9
1996/12/17,10.8,16.9,5.7
1996/12/18,10.1,16.9,3.3
1996/12/19,3.4,7.7,0.7
1996/12/20,2.5,8.3,-1.2
1996/12/21,4.3,12.0,-2.3
1996/12/22,5.0,11.5,-0.6
1996/12/23,3.7,10.2,-0.9
1996/12/24,2.6,9.8,-3.9
1996/12/25,3.7,11.1,-2.9
1996/12/26,4.2,11.6,-1.4
1996/12/27,2.3,8.3,-3.9
1996/12/28,4.2,13.3,-2.4
1996/12/29,2.7,9.7,-3.4
1996/12/30,5.1,14.3,-2.6
1996/12/31,6.1,13.2,-0.2
1997/1/1,5.5,11.2,1.1
1997/1/2,6.9,12.3,3.0
1997/1/3,4.1,10.2,-1.4
1997/1/4,2.1,9.2,-4.0
1997/1/5,0.7,7.0,-5.3
1997/1/6,4.3,11.1,0.0
1997/1/7,3.6,11.4,-2.1
1997/1/8,2.9,9.2,-2.2
1997/1/9,1.7,7.8,-3.4
1997/1/10,1.6,8.5,-4.1
1997/1/11,2.0,9.1,-4.3
1997/1/12,1.5,8.8,-4.7
1997/1/13,2.0,9.0,-4.1
1997/1/14,2.5,9.8,-3.6
1997/1/15,2.2,9.6,-3.0
1997/1/16,1.0,7.8,-4.9
1997/1/17,2.7,10.3,-4.1
1997/1/18,4.4,13.8,-2.2
1997/1/19,2.9,9.3,-3.2
1997/1/20,4.0,11.9,-2.6
1997/1/21,2.9,12.1,-2.6
1997/1/22,-2.8,-0.2,-5.3
1997/1/23,0.1,7.0,-7.3
1997/1/24,2.6,8.3,-2.6
1997/1/25,2.1,7.5,-1.9
1997/1/26,2.2,10.5,-4.1
1997/1/27,3.1,12.3,-4.6
1997/1/28,3.5,10.6,-2.6
1997/1/29,3.0,10.3,-2.1
1997/1/30,0.8,7.0,-3.6
1997/1/31,1.2,7.4,-5.5
1997/2/1,1.7,8.8,-4.6
1997/2/2,2.6,8.1,-4.1
1997/2/3,3.5,8.4,0.6
1997/2/4,3.2,8.7,-1.2
1997/2/5,2.7,9.0,-2.4
1997/2/6,3.8,8.8,0.8
1997/2/7,3.9,10.0,-1.5
1997/2/8,4.2,9.9,0.6
1997/2/9,4.7,11.2,-1.7
1997/2/10,6.5,11.9,1.8
1997/2/11,4.6,10.8,0.5
1997/2/12,2.8,10.0,-2.0
1997/2/13,1.1,7.7,-4.2
1997/2/14,1.5,9.4,-5.5
1997/2/15,3.8,10.4,-3.8
1997/2/16,6.4,11.9,2.6
1997/2/17,,11.4,-1.3
1997/2/18,2.3,9.4,-3.1
1997/2/19,2.3,8.3,-2.2
1997/2/20,4.1,12.7,-3.5
1997/2/21,1.6,9.3,-2.4
1997/2/22,-0.6,3.9,-4.2
1997/2/23,1.6,9.1,-6.4
1997/2/24,4.6,12.5,-2.4
1997/2/25,6.6,14.2,-1.8
1997/2/26,9.0,16.9,2.5
1997/2/27,5.6,12.6,-1.1
1997/2/28,7.8,13.5,2.7
1997/3/1,9.3,16.8,4.0
1997/3/2,3.9,8.7,-1.2
1997/3/3,3.2,7.7,-0.9
1997/3/4,5.1,13.2,-2.6
1997/3/5,7.1,17.2,-1.5
1997/3/6,8.5,15.2,-0.4
1997/3/7,13.4,23.6,4.1
1997/3/8,10.2,17.3,3.0
1997/3/9,6.0,14.1,-0.1
1997/3/10,6.2,13.3,-2.8
1997/3/11,8.9,18.7,2.6
1997/3/12,5.8,14.1,-1.7
1997/3/13,7.1,14.7,-1.9
1997/3/14,12.0,20.0,3.2
1997/3/15,5.7,9.7,3.4
1997/3/16,3.7,5.2,2.6
1997/3/17,4.6,10.8,-1.1
1997/3/18,6.1,13.0,-1.5
1997/3/19,8.2,15.2,2.7
1997/3/20,7.8,13.8,3.0
1997/3/21,9.6,15.3,3.0
1997/3/22,8.8,14.4,6.4
1997/3/23,5.1,7.3,2.4
1997/3/24,4.7,10.6,-0.3
1997/3/25,6.8,16.1,-2.6
1997/3/26,9.3,16.6,2.7
1997/3/27,7.2,8.9,3.3
1997/3/28,9.5,16.5,1.0
1997/3/29,10.4,15.0,5.1
1997/3/30,13.4,24.6,6.5
1997/3/31,9.5,15.8,3.4
