ダウンロードした時刻：2019/10/10 15:43:44

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,8.8,13.6,4.2
1997/12/2,4.2,7.7,0.8
1997/12/3,2.2,4.1,0.1
1997/12/4,3.9,6.3,1.3
1997/12/5,4.5,8.7,0.9
1997/12/6,7.4,13.8,1.9
1997/12/7,10.6,13.2,7.8
1997/12/8,12.8,13.8,10.8
1997/12/9,10.2,12.2,7.2
1997/12/10,6.1,8.9,1.3
1997/12/11,3.5,7.9,0.3
1997/12/12,3.8,6.7,0.8
1997/12/13,3.9,7.0,2.4
1997/12/14,5.3,10.2,2.4
1997/12/15,6.5,8.3,3.7
1997/12/16,6.6,9.5,3.9
1997/12/17,6.0,10.1,1.3
1997/12/18,7.9,11.6,3.8
1997/12/19,9.7,14.1,6.0
1997/12/20,8.6,11.2,5.6
1997/12/21,6.1,8.4,4.0
1997/12/22,4.3,5.1,3.3
1997/12/23,4.3,5.6,2.9
1997/12/24,5.2,7.5,1.7
1997/12/25,4.4,8.9,0.6
1997/12/26,4.6,9.4,-0.8
1997/12/27,8.7,13.8,2.1
1997/12/28,6.8,10.7,4.5
1997/12/29,5.0,8.2,2.4
1997/12/30,6.3,10.5,2.3
1997/12/31,5.9,8.1,3.4
1998/1/1,5.1,7.6,2.8
1998/1/2,4.0,6.6,1.8
1998/1/3,6.4,10.6,1.4
1998/1/4,5.8,10.1,2.4
1998/1/5,2.5,5.9,0.5
1998/1/6,2.5,5.5,0.4
1998/1/7,1.5,3.1,-1.0
1998/1/8,0.2,2.0,-1.2
1998/1/9,1.4,4.0,-0.8
1998/1/10,2.4,5.0,0.1
1998/1/11,2.9,4.4,1.3
1998/1/12,1.3,2.5,0.1
1998/1/13,2.8,6.2,0.2
1998/1/14,1.6,5.1,-0.4
1998/1/15,0.5,1.7,-0.5
1998/1/16,3.2,5.3,0.4
1998/1/17,3.7,6.6,1.4
1998/1/18,5.8,9.2,2.0
1998/1/19,2.3,8.0,-1.0
1998/1/20,2.1,4.2,-0.6
1998/1/21,2.6,5.1,0.4
1998/1/22,0.3,2.4,-1.2
1998/1/23,1.3,3.3,0.1
1998/1/24,-0.9,1.0,-2.7
1998/1/25,0.2,2.2,-2.4
1998/1/26,0.9,2.4,-0.9
1998/1/27,-0.4,1.9,-3.8
1998/1/28,-0.4,1.6,-3.9
1998/1/29,0.8,2.9,-1.0
1998/1/30,2.5,6.3,-0.8
1998/1/31,2.6,5.8,-0.8
1998/2/1,2.0,4.8,-1.1
1998/2/2,2.3,4.4,0.3
1998/2/3,3.7,6.5,0.4
1998/2/4,1.0,2.1,0.0
1998/2/5,1.3,3.0,-0.2
1998/2/6,1.3,3.9,0.5
1998/2/7,4.0,7.0,1.1
1998/2/8,4.4,9.6,0.9
1998/2/9,2.5,5.0,0.4
1998/2/10,0.8,1.7,-0.5
1998/2/11,2.7,5.1,0.5
1998/2/12,5.5,10.4,0.6
1998/2/13,6.4,10.0,2.2
1998/2/14,3.6,7.0,1.1
1998/2/15,3.0,4.4,1.8
1998/2/16,2.3,5.7,0.3
1998/2/17,1.1,3.1,-0.8
1998/2/18,1.8,5.1,-1.4
1998/2/19,3.4,10.4,-3.8
1998/2/20,6.3,9.5,2.3
1998/2/21,5.7,8.7,2.5
1998/2/22,2.3,5.7,-0.4
1998/2/23,2.6,7.8,-2.3
1998/2/24,4.7,8.7,-1.6
1998/2/25,6.7,9.4,2.3
1998/2/26,8.9,13.1,5.8
1998/2/27,7.7,11.4,5.0
1998/2/28,6.8,10.9,1.3
1998/3/1,5.8,7.9,3.4
1998/3/2,6.7,10.4,3.3
1998/3/3,6.5,13.0,1.8
1998/3/4,5.8,11.5,2.9
1998/3/5,4.8,7.4,1.5
1998/3/6,6.3,10.6,1.0
1998/3/7,4.4,8.5,1.0
1998/3/8,4.6,8.5,0.6
1998/3/9,4.8,13.2,-0.1
1998/3/10,3.8,6.3,1.6
1998/3/11,5.4,9.1,-0.7
1998/3/12,9.5,12.6,7.5
1998/3/13,8.2,11.9,6.0
1998/3/14,7.5,12.1,3.8
1998/3/15,3.1,7.3,-1.4
1998/3/16,3.8,7.6,1.0
1998/3/17,2.3,4.7,-0.3
1998/3/18,4.9,8.1,1.2
1998/3/19,9.2,16.8,0.8
1998/3/20,8.0,13.8,4.4
1998/3/21,5.5,9.1,3.0
1998/3/22,4.4,6.5,2.9
1998/3/23,5.4,8.5,2.7
1998/3/24,6.5,11.6,2.7
1998/3/25,7.6,13.1,2.2
1998/3/26,9.1,14.8,3.0
1998/3/27,9.9,11.1,8.4
1998/3/28,11.6,16.1,7.9
1998/3/29,13.3,19.7,7.7
1998/3/30,12.6,18.4,8.8
1998/3/31,6.9,9.2,5.1
