ダウンロードした時刻：2017/07/24 15:44:26

,岡山,岡山,岡山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/1/1,8.3,11.4,5.3
2014/1/2,8.5,12.5,4.9
2014/1/3,6.4,11.3,1.2
2014/1/4,6.1,11.6,2.9
2014/1/5,5.1,8.8,2.3
2014/1/6,5.3,8.9,2.0
2014/1/7,4.9,9.2,0.0
2014/1/8,6.3,7.8,4.7
2014/1/9,5.7,10.7,1.8
2014/1/10,2.7,7.1,0.1
2014/1/11,3.6,7.9,-0.4
2014/1/12,3.8,9.0,0.0
2014/1/13,3.8,7.6,1.0
2014/1/14,3.2,7.6,-0.9
2014/1/15,4.9,9.9,0.5
2014/1/16,5.4,11.2,0.9
2014/1/17,5.5,9.5,1.1
2014/1/18,4.7,9.0,1.7
2014/1/19,2.3,5.7,-0.3
2014/1/20,2.3,6.4,-1.3
2014/1/21,3.8,7.6,1.2
2014/1/22,3.9,7.4,0.2
2014/1/23,4.2,9.7,-0.6
2014/1/24,5.2,11.5,-0.3
2014/1/25,7.1,12.0,2.1
2014/1/26,6.6,11.4,2.5
2014/1/27,3.0,6.6,-0.4
2014/1/28,4.7,11.1,-1.6
2014/1/29,6.2,12.0,0.9
2014/1/30,7.4,10.0,4.5
2014/1/31,9.9,14.1,5.7
2014/2/1,7.7,13.8,2.4
2014/2/2,11.3,17.0,7.4
2014/2/3,11.5,14.3,9.4
2014/2/4,5.6,9.6,1.3
2014/2/5,2.6,6.1,0.3
2014/2/6,1.1,3.2,-0.5
2014/2/7,2.9,6.0,0.5
2014/2/8,2.2,6.1,0.2
2014/2/9,4.5,8.8,0.2
2014/2/10,3.1,5.6,0.4
2014/2/11,2.1,5.5,-0.1
2014/2/12,3.0,6.6,-1.2
2014/2/13,4.5,7.7,2.1
2014/2/14,2.2,3.6,0.4
2014/2/15,5.6,8.4,3.0
2014/2/16,6.1,10.3,2.2
2014/2/17,5.5,12.1,0.5
2014/2/18,3.8,6.2,2.7
2014/2/19,4.2,7.5,2.2
2014/2/20,4.1,9.1,-0.9
2014/2/21,4.6,9.7,-0.4
2014/2/22,4.5,9.6,-0.4
2014/2/23,5.6,10.1,0.6
2014/2/24,5.8,11.6,0.1
2014/2/25,8.1,14.2,2.1
2014/2/26,8.3,11.8,3.4
2014/2/27,10.8,14.0,7.9
2014/2/28,11.6,16.2,7.6
2014/3/1,9.4,11.2,8.2
2014/3/2,9.8,13.6,6.4
2014/3/3,6.5,10.2,2.8
2014/3/4,5.6,10.3,-0.4
2014/3/5,7.1,11.1,3.7
2014/3/6,3.9,7.5,1.6
2014/3/7,3.9,9.9,-0.6
2014/3/8,5.3,9.6,0.4
2014/3/9,6.2,11.1,1.5
2014/3/10,3.9,8.4,0.7
2014/3/11,6.3,11.5,0.2
2014/3/12,10.0,16.8,2.3
2014/3/13,8.9,11.8,6.8
2014/3/14,6.2,11.0,2.6
2014/3/15,6.9,11.8,1.2
2014/3/16,10.7,16.8,3.1
2014/3/17,12.0,18.1,6.4
2014/3/18,12.3,17.9,8.4
2014/3/19,11.2,15.7,6.9
2014/3/20,9.7,12.7,7.4
2014/3/21,6.1,9.7,3.5
2014/3/22,7.8,13.2,2.3
2014/3/23,10.4,16.6,3.4
2014/3/24,12.4,20.0,4.8
2014/3/25,14.4,19.3,9.4
2014/3/26,13.4,14.7,12.1
2014/3/27,14.9,17.8,10.8
2014/3/28,13.6,19.9,6.8
2014/3/29,15.2,19.5,11.1
2014/3/30,15.4,19.6,13.5
2014/3/31,13.9,19.2,9.7
2014/4/1,13.1,18.7,7.0
2014/4/2,14.4,20.0,8.3
2014/4/3,15.7,20.7,11.9
2014/4/4,10.9,14.6,6.0
2014/4/5,6.4,9.5,4.1
2014/4/6,7.4,10.9,4.7
2014/4/7,9.9,16.2,2.6
2014/4/8,13.8,21.0,5.6
2014/4/9,15.9,23.3,9.0
2014/4/10,14.5,23.0,9.0
2014/4/11,11.9,17.4,6.2
2014/4/12,12.7,17.8,6.1
2014/4/13,11.8,14.6,10.3
2014/4/14,14.0,21.5,7.0
2014/4/15,13.9,22.3,5.0
2014/4/16,15.8,20.6,11.0
2014/4/17,18.0,25.3,10.5
2014/4/18,14.9,18.3,12.4
2014/4/19,14.1,20.6,9.6
2014/4/20,11.7,15.8,8.1
2014/4/21,14.8,18.0,12.6
2014/4/22,15.2,19.3,11.3
2014/4/23,16.1,22.8,8.4
2014/4/24,16.1,22.5,8.8
2014/4/25,17.2,24.1,10.3
2014/4/26,17.9,24.7,11.4
2014/4/27,18.3,22.7,13.6
2014/4/28,16.7,19.7,15.5
2014/4/29,16.2,17.5,15.1
2014/4/30,18.7,22.5,15.7
2014/5/1,19.7,24.2,15.7
