ダウンロードした時刻：2019/10/10 16:14:17

,奈良,奈良,奈良
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1983/12/1,7.2,8.8,6.1
1983/12/2,8.4,13.7,2.9
1983/12/3,9.5,14.4,6.5
1983/12/4,6.6,11.0,2.3
1983/12/5,9.0,13.1,3.4
1983/12/6,5.3,10.2,1.2
1983/12/7,5.6,12.8,-0.7
1983/12/8,6.0,11.3,2.5
1983/12/9,6.9,13.4,0.9
1983/12/10,8.7,15.4,2.5
1983/12/11,8.1,12.9,3.3
1983/12/12,4.5,10.4,1.3
1983/12/13,5.2,12.4,-1.0
1983/12/14,8.2,14.9,3.2
1983/12/15,6.1,11.2,2.2
1983/12/16,5.4,9.8,1.8
1983/12/17,4.8,8.6,2.2
1983/12/18,1.3,5.2,-1.4
1983/12/19,4.2,9.4,-2.2
1983/12/20,3.9,8.2,1.4
1983/12/21,4.1,9.8,-0.4
1983/12/22,4.5,10.0,-1.1
1983/12/23,3.9,7.7,-0.5
1983/12/24,2.5,7.2,-1.5
1983/12/25,0.2,2.7,-2.3
1983/12/26,0.3,4.0,-2.5
1983/12/27,0.6,5.6,-2.6
1983/12/28,1.1,5.6,-3.3
1983/12/29,2.4,6.3,-0.8
1983/12/30,1.0,7.5,-3.1
1983/12/31,1.5,7.1,-2.3
1984/1/1,2.5,8.4,-2.2
1984/1/2,4.1,9.9,-1.3
1984/1/3,3.9,7.3,-1.0
1984/1/4,2.7,6.0,-0.7
1984/1/5,1.4,6.3,-0.7
1984/1/6,1.8,6.8,-2.6
1984/1/7,1.5,7.1,-2.1
1984/1/8,0.7,7.3,-3.2
1984/1/9,2.3,8.3,-3.0
1984/1/10,6.6,10.1,2.0
1984/1/11,2.7,7.5,-1.8
1984/1/12,1.5,5.7,-3.0
1984/1/13,2.4,8.5,-2.6
1984/1/14,3.5,9.8,-1.4
1984/1/15,4.5,12.2,-0.7
1984/1/16,1.1,5.1,-1.5
1984/1/17,0.6,4.7,-1.9
1984/1/18,1.2,6.1,-3.7
1984/1/19,0.0,1.5,-1.7
1984/1/20,0.1,4.3,-2.6
1984/1/21,0.1,1.6,-1.4
1984/1/22,1.7,5.8,-0.4
1984/1/23,0.8,5.2,-2.2
1984/1/24,1.2,4.9,-1.4
1984/1/25,0.8,4.5,-1.6
1984/1/26,-0.2,3.8,-2.6
1984/1/27,0.1,4.4,-2.7
1984/1/28,0.7,5.2,-1.8
1984/1/29,-1.2,3.5,-3.3
1984/1/30,0.6,5.2,-2.3
1984/1/31,0.5,1.5,-0.7
1984/2/1,3.2,7.7,-0.8
1984/2/2,2.4,8.0,-1.3
1984/2/3,-0.3,4.9,-2.8
1984/2/4,-1.3,1.6,-4.1
1984/2/5,1.5,5.3,-2.6
1984/2/6,0.7,5.8,-3.9
1984/2/7,-2.3,1.3,-4.5
1984/2/8,-0.9,3.2,-4.6
1984/2/9,-0.5,4.0,-4.3
1984/2/10,-0.1,5.1,-3.7
1984/2/11,-0.1,5.6,-4.7
1984/2/12,-0.4,5.1,-5.6
1984/2/13,3.0,8.4,0.1
1984/2/14,3.7,7.9,0.0
1984/2/15,1.8,5.4,-1.9
1984/2/16,1.0,5.8,-2.2
1984/2/17,-0.4,0.7,-2.7
1984/2/18,0.1,4.0,-3.0
1984/2/19,0.9,4.6,-1.4
1984/2/20,1.4,8.3,-4.2
1984/2/21,3.5,10.9,-2.6
1984/2/22,4.3,12.1,-2.1
1984/2/23,6.5,10.2,2.8
1984/2/24,4.2,8.6,0.4
1984/2/25,4.9,10.7,-1.1
1984/2/26,6.1,8.2,2.0
1984/2/27,2.4,5.8,-1.5
1984/2/28,0.3,4.0,-2.8
1984/2/29,0.3,6.0,-3.4
1984/3/1,0.5,5.4,-4.3
1984/3/2,3.6,9.6,-3.9
1984/3/3,1.1,4.2,-2.1
1984/3/4,2.0,7.3,-2.4
1984/3/5,2.0,6.8,-3.0
1984/3/6,2.7,8.7,-1.4
1984/3/7,2.0,6.7,-2.3
1984/3/8,2.6,8.1,-2.3
1984/3/9,3.5,9.0,-2.1
1984/3/10,2.4,5.5,-0.1
1984/3/11,1.3,6.7,-1.8
1984/3/12,3.9,11.5,-3.8
1984/3/13,4.3,8.2,1.2
1984/3/14,2.1,3.0,1.1
1984/3/15,5.3,12.5,-1.5
1984/3/16,7.6,11.4,5.4
1984/3/17,7.0,11.0,1.3
1984/3/18,5.6,11.6,0.9
1984/3/19,1.6,2.9,0.4
1984/3/20,4.5,9.6,1.7
1984/3/21,1.9,7.1,-1.3
1984/3/22,2.0,7.1,-1.8
1984/3/23,3.6,11.2,-2.9
1984/3/24,3.7,8.4,-0.4
1984/3/25,7.0,13.0,2.0
1984/3/26,6.4,11.9,0.1
1984/3/27,7.1,15.5,-1.7
1984/3/28,6.5,13.1,1.2
1984/3/29,8.6,17.0,-1.2
1984/3/30,12.8,20.2,3.1
1984/3/31,10.3,16.5,6.9
