ダウンロードした時刻：2019/10/10 15:39:22

,山形,山形,山形
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2008/12/1,3.9,8.9,-0.2
2008/12/2,2.2,9.8,-2.0
2008/12/3,3.1,8.1,-0.4
2008/12/4,2.8,5.4,1.3
2008/12/5,5.8,11.2,1.5
2008/12/6,3.0,6.5,-1.5
2008/12/7,0.2,3.5,-2.0
2008/12/8,0.8,6.7,-3.5
2008/12/9,3.7,8.5,-0.7
2008/12/10,5.0,9.9,1.8
2008/12/11,8.3,16.4,1.1
2008/12/12,5.1,9.6,0.8
2008/12/13,4.7,10.9,0.7
2008/12/14,2.3,4.6,-0.9
2008/12/15,1.6,6.2,-2.2
2008/12/16,2.6,7.9,-0.6
2008/12/17,2.0,7.2,-2.5
2008/12/18,3.7,10.0,-0.5
2008/12/19,3.5,7.8,-0.3
2008/12/20,3.7,13.7,-2.7
2008/12/21,5.5,11.6,-0.8
2008/12/22,2.8,6.6,-1.2
2008/12/23,1.9,7.7,-1.0
2008/12/24,2.8,8.1,-0.5
2008/12/25,4.4,11.2,0.5
2008/12/26,-3.2,0.7,-4.4
2008/12/27,-1.4,0.4,-3.4
2008/12/28,0.8,2.5,-1.2
2008/12/29,3.7,8.8,-0.8
2008/12/30,1.7,5.4,-0.3
2008/12/31,0.1,2.8,-2.0
2009/1/1,0.3,4.2,-3.4
2009/1/2,1.3,3.9,-0.4
2009/1/3,1.6,4.0,-1.1
2009/1/4,2.9,5.5,0.9
2009/1/5,1.3,5.6,-1.4
2009/1/6,1.2,4.9,-1.3
2009/1/7,1.0,4.4,-1.2
2009/1/8,0.1,4.4,-3.0
2009/1/9,-0.8,2.1,-3.9
2009/1/10,0.3,4.3,-3.4
2009/1/11,-2.2,1.1,-4.5
2009/1/12,-1.4,3.7,-5.0
2009/1/13,-0.7,2.5,-4.1
2009/1/14,0.9,6.6,-4.3
2009/1/15,-2.4,1.0,-3.8
2009/1/16,-0.2,2.5,-3.7
2009/1/17,0.6,2.9,-1.3
2009/1/18,0.5,4.9,-4.7
2009/1/19,2.3,5.7,-1.2
2009/1/20,1.5,5.5,-2.0
2009/1/21,1.3,4.6,-2.9
2009/1/22,1.9,5.5,-1.4
2009/1/23,5.9,11.6,1.8
2009/1/24,-0.7,3.6,-3.2
2009/1/25,0.4,5.0,-5.6
2009/1/26,2.4,5.6,-1.4
2009/1/27,1.8,3.7,-0.8
2009/1/28,-0.4,4.1,-2.7
2009/1/29,-0.7,5.0,-4.9
2009/1/30,1.6,4.5,-2.3
2009/1/31,0.7,3.0,-0.4
2009/2/1,-0.1,2.9,-3.5
2009/2/2,0.5,3.8,-4.2
2009/2/3,1.1,4.8,-3.2
2009/2/4,-1.1,4.6,-5.7
2009/2/5,-0.9,5.3,-6.4
2009/2/6,1.2,4.5,-1.3
2009/2/7,1.0,6.3,-4.7
2009/2/8,0.7,3.0,-1.3
2009/2/9,3.4,6.7,-0.4
2009/2/10,1.9,7.2,-2.1
2009/2/11,1.8,6.8,-2.7
2009/2/12,3.6,8.3,-0.8
2009/2/13,2.9,7.4,-2.0
2009/2/14,7.1,13.0,3.1
2009/2/15,4.4,12.2,-0.2
2009/2/16,-2.3,0.1,-5.1
2009/2/17,-2.3,0.8,-5.4
2009/2/18,-1.9,1.7,-5.0
2009/2/19,-1.7,2.5,-4.6
2009/2/20,0.0,6.6,-3.7
2009/2/21,-1.9,1.1,-4.0
2009/2/22,2.1,9.9,-7.4
2009/2/23,1.1,3.2,-1.5
2009/2/24,0.0,4.6,-4.0
2009/2/25,2.3,5.8,0.2
2009/2/26,2.0,7.2,-0.9
2009/2/27,0.3,4.1,-3.1
2009/2/28,1.8,7.6,-2.6
2009/3/1,1.7,8.8,-3.5
2009/3/2,0.2,3.9,-1.7
2009/3/3,0.7,4.5,-2.8
2009/3/4,1.9,5.2,-1.0
2009/3/5,4.0,8.9,-0.8
2009/3/6,4.2,6.8,2.0
2009/3/7,3.7,6.6,1.1
2009/3/8,5.2,10.1,1.5
2009/3/9,5.6,12.9,-1.5
2009/3/10,4.8,12.4,-0.7
2009/3/11,-1.1,0.8,-2.5
2009/3/12,0.6,6.5,-3.5
2009/3/13,2.7,8.2,-2.8
2009/3/14,4.1,8.6,0.3
2009/3/15,4.2,8.7,-0.2
2009/3/16,7.3,13.0,2.7
2009/3/17,6.3,12.3,2.0
2009/3/18,10.8,21.6,-0.2
2009/3/19,16.1,22.2,7.9
2009/3/20,6.7,14.9,1.6
2009/3/21,4.7,10.4,-0.8
2009/3/22,4.9,12.4,0.2
2009/3/23,5.0,11.6,0.7
2009/3/24,3.9,11.5,-2.7
2009/3/25,1.1,4.2,-0.1
2009/3/26,1.5,4.4,-2.5
2009/3/27,,7.8,
2009/3/28,1.1,5.9,-1.5
2009/3/29,1.4,6.5,-1.8
2009/3/30,2.1,9.5,-3.7
2009/3/31,4.6,10.5,-2.0
