ダウンロードした時刻：2019/10/10 15:45:47

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,8.8,11.0,5.2
2015/12/2,10.0,17.4,2.4
2015/12/3,10.9,17.8,5.3
2015/12/4,5.5,7.4,3.6
2015/12/5,7.3,9.7,5.3
2015/12/6,7.1,9.3,3.3
2015/12/7,6.5,11.4,1.9
2015/12/8,7.1,12.3,3.2
2015/12/9,6.6,12.7,2.3
2015/12/10,12.6,17.0,3.1
2015/12/11,12.1,14.4,10.6
2015/12/12,10.2,13.8,5.9
2015/12/13,10.2,14.0,6.0
2015/12/14,9.9,14.3,6.4
2015/12/15,10.3,15.6,5.5
2015/12/16,9.7,12.4,5.6
2015/12/17,3.5,7.3,1.1
2015/12/18,4.6,7.3,2.1
2015/12/19,5.2,8.1,2.2
2015/12/20,4.9,9.3,0.6
2015/12/21,9.1,12.5,5.9
2015/12/22,7.9,12.1,4.7
2015/12/23,5.5,8.2,1.7
2015/12/24,9.1,12.3,6.4
2015/12/25,7.5,10.6,3.3
2015/12/26,6.1,9.2,3.2
2015/12/27,2.3,6.4,0.7
2015/12/28,3.5,6.9,1.1
2015/12/29,3.4,7.7,0.7
2015/12/30,4.4,8.5,2.2
2015/12/31,4.7,7.4,2.0
2016/1/1,4.8,9.9,1.5
2016/1/2,8.5,11.6,4.6
2016/1/3,10.3,16.7,6.8
2016/1/4,9.7,16.4,5.9
2016/1/5,8.1,11.7,5.6
2016/1/6,7.0,10.9,4.7
2016/1/7,4.5,6.7,2.7
2016/1/8,4.4,6.8,2.3
2016/1/9,4.5,8.0,0.8
2016/1/10,5.9,10.3,4.2
2016/1/11,3.2,4.5,1.5
2016/1/12,2.1,4.2,-0.3
2016/1/13,2.8,7.7,-0.9
2016/1/14,2.3,5.3,0.4
2016/1/15,2.6,4.3,1.0
2016/1/16,3.0,6.8,0.9
2016/1/17,3.2,6.7,-0.7
2016/1/18,5.3,7.7,3.3
2016/1/19,0.1,5.0,-1.7
2016/1/20,1.8,4.4,-1.5
2016/1/21,1.5,4.3,-0.1
2016/1/22,0.0,2.3,-1.9
2016/1/23,0.9,4.1,-1.8
2016/1/24,-1.4,1.0,-3.8
2016/1/25,-0.9,1.8,-3.9
2016/1/26,2.4,6.3,-2.2
2016/1/27,5.2,9.1,2.6
2016/1/28,5.5,10.4,2.8
2016/1/29,3.3,4.3,2.4
2016/1/30,3.7,6.8,1.4
2016/1/31,4.6,8.0,2.1
2016/2/1,1.2,3.2,0.5
2016/2/2,1.4,3.0,0.6
2016/2/3,2.2,6.2,-0.3
2016/2/4,3.9,9.9,-0.7
2016/2/5,5.4,9.9,2.7
2016/2/6,3.5,9.7,1.3
2016/2/7,1.2,4.5,-1.4
2016/2/8,3.0,9.4,-2.8
2016/2/9,2.1,5.4,0.4
2016/2/10,1.5,4.6,-0.4
2016/2/11,2.7,8.3,-2.0
2016/2/12,9.9,17.2,-1.1
2016/2/13,15.2,18.2,12.9
2016/2/14,12.3,17.8,6.9
2016/2/15,1.7,7.1,-0.6
2016/2/16,1.4,4.5,-1.3
2016/2/17,1.3,2.5,0.3
2016/2/18,4.4,10.9,0.1
2016/2/19,8.8,14.4,1.1
2016/2/20,6.8,8.1,5.2
2016/2/21,5.8,9.1,2.4
2016/2/22,3.9,6.9,0.8
2016/2/23,6.7,10.7,3.6
2016/2/24,2.3,5.3,-0.5
2016/2/25,2.5,7.6,-1.0
2016/2/26,1.6,4.1,0.2
2016/2/27,5.5,11.2,0.0
2016/2/28,7.9,12.3,2.0
2016/2/29,5.4,12.9,-0.7
2016/3/1,-0.2,1.4,-1.4
2016/3/2,2.4,5.9,-1.0
2016/3/3,6.2,12.1,2.7
2016/3/4,6.6,12.9,0.9
2016/3/5,10.1,15.3,4.3
2016/3/6,18.2,23.0,14.5
2016/3/7,11.7,16.9,8.9
2016/3/8,10.9,14.8,8.1
2016/3/9,4.5,9.9,2.3
2016/3/10,4.9,7.9,3.0
2016/3/11,5.2,9.7,2.9
2016/3/12,4.2,8.3,0.9
2016/3/13,5.6,10.4,0.0
2016/3/14,4.6,6.5,3.0
2016/3/15,4.9,8.7,1.3
2016/3/16,8.3,17.3,0.0
2016/3/17,11.9,19.3,6.0
2016/3/18,14.6,20.2,5.1
2016/3/19,11.7,15.0,7.8
2016/3/20,8.0,11.6,6.7
2016/3/21,7.0,11.6,2.7
2016/3/22,9.4,17.5,1.0
2016/3/23,8.0,10.7,5.2
2016/3/24,5.2,10.0,2.6
2016/3/25,4.3,9.3,0.8
2016/3/26,6.0,11.7,0.5
2016/3/27,7.7,13.3,1.1
2016/3/28,8.8,14.1,4.4
2016/3/29,11.1,17.1,3.8
2016/3/30,14.1,20.6,8.4
2016/3/31,12.2,19.0,6.5
