ダウンロードした時刻：2019/10/10 15:45:15

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,11.1,15.6,6.8
1991/12/2,9.0,11.5,5.7
1991/12/3,9.4,16.8,4.2
1991/12/4,9.2,14.7,5.6
1991/12/5,9.2,16.1,4.9
1991/12/6,11.3,17.7,4.8
1991/12/7,10.3,17.1,7.0
1991/12/8,9.2,16.8,6.3
1991/12/9,4.2,6.4,2.3
1991/12/10,5.4,7.8,3.0
1991/12/11,9.9,14.4,3.7
1991/12/12,0.7,3.8,0.1
1991/12/13,2.8,6.0,0.1
1991/12/14,5.9,10.5,3.2
1991/12/15,7.2,12.3,4.7
1991/12/16,8.0,15.0,3.6
1991/12/17,14.1,19.4,9.0
1991/12/18,8.9,14.7,4.5
1991/12/19,5.2,8.9,3.6
1991/12/20,4.0,8.3,0.8
1991/12/21,5.7,14.1,-1.2
1991/12/22,7.9,12.8,4.1
1991/12/23,13.1,17.4,5.0
1991/12/24,10.6,15.0,6.5
1991/12/25,5.4,6.5,4.8
1991/12/26,4.6,5.8,3.6
1991/12/27,4.3,6.1,2.9
1991/12/28,5.1,8.3,0.9
1991/12/29,0.0,2.0,-1.4
1991/12/30,-0.1,0.8,-1.6
1991/12/31,3.0,6.3,0.3
1992/1/1,4.3,6.9,2.6
1992/1/2,4.7,8.6,1.1
1992/1/3,5.4,7.9,3.0
1992/1/4,3.5,6.3,1.2
1992/1/5,5.1,9.6,1.3
1992/1/6,4.7,7.5,2.6
1992/1/7,7.7,13.8,3.4
1992/1/8,7.1,10.3,5.0
1992/1/9,5.8,7.0,4.3
1992/1/10,4.6,6.4,2.7
1992/1/11,3.8,8.7,0.3
1992/1/12,5.9,13.2,-0.5
1992/1/13,8.1,13.1,5.2
1992/1/14,3.0,6.9,0.1
1992/1/15,1.2,4.9,-0.9
1992/1/16,2.7,7.8,-2.4
1992/1/17,5.2,7.8,3.0
1992/1/18,0.6,4.3,0.1
1992/1/19,0.1,1.9,-1.0
1992/1/20,1.1,3.2,-0.6
1992/1/21,0.8,6.2,-3.0
1992/1/22,2.5,4.7,0.1
1992/1/23,0.6,2.3,-0.7
1992/1/24,1.3,4.1,-1.4
1992/1/25,4.1,7.4,1.3
1992/1/26,3.6,7.7,0.3
1992/1/27,5.2,9.0,0.5
1992/1/28,6.0,11.3,1.2
1992/1/29,7.8,10.7,5.8
1992/1/30,4.6,7.1,2.1
1992/1/31,3.9,5.1,2.5
1992/2/1,0.4,2.8,-2.8
1992/2/2,1.2,5.7,-3.0
1992/2/3,6.2,9.8,0.1
1992/2/4,4.7,9.4,0.9
1992/2/5,2.1,4.7,-0.2
1992/2/6,3.7,9.4,-1.2
1992/2/7,4.1,8.3,2.3
1992/2/8,1.3,2.7,0.1
1992/2/9,1.2,5.1,-1.0
1992/2/10,3.5,9.9,-1.2
1992/2/11,1.9,4.2,-0.8
1992/2/12,4.3,12.1,-2.3
1992/2/13,4.9,10.4,2.1
1992/2/14,3.2,5.4,1.2
1992/2/15,7.4,11.6,2.2
1992/2/16,3.9,7.3,-0.8
1992/2/17,2.5,6.8,-1.2
1992/2/18,4.4,8.9,0.5
1992/2/19,0.9,3.4,-1.1
1992/2/20,1.0,3.3,-1.0
1992/2/21,0.2,1.7,-0.7
1992/2/22,0.0,1.4,-1.2
1992/2/23,2.6,7.4,-1.1
1992/2/24,1.8,3.4,0.5
1992/2/25,0.3,1.5,-0.5
1992/2/26,1.8,6.4,-0.8
1992/2/27,5.8,12.6,-0.5
1992/2/28,9.8,17.9,2.9
1992/2/29,12.6,15.8,9.1
1992/3/1,8.9,12.6,5.8
1992/3/2,4.8,6.6,3.7
1992/3/3,3.2,6.0,1.1
1992/3/4,3.4,6.8,-1.0
1992/3/5,3.9,5.7,1.8
1992/3/6,5.0,6.6,2.2
1992/3/7,3.6,7.8,0.8
1992/3/8,5.6,12.3,-0.9
1992/3/9,8.1,14.9,1.2
1992/3/10,9.2,13.9,6.4
1992/3/11,7.4,11.0,3.9
1992/3/12,8.3,14.0,1.6
1992/3/13,11.0,18.0,4.9
1992/3/14,9.9,14.3,4.8
1992/3/15,10.8,14.0,8.8
1992/3/16,6.5,9.1,4.3
1992/3/17,5.0,6.6,3.7
1992/3/18,3.4,5.4,0.5
1992/3/19,7.3,10.7,3.7
1992/3/20,6.5,8.8,3.5
1992/3/21,2.5,6.3,0.5
1992/3/22,3.3,7.8,0.6
1992/3/23,3.4,6.6,0.2
1992/3/24,6.5,8.5,3.8
1992/3/25,8.3,12.2,4.1
1992/3/26,7.7,10.4,3.4
1992/3/27,6.5,10.5,2.4
1992/3/28,7.5,12.0,1.7
1992/3/29,9.6,12.0,7.3
1992/3/30,9.8,11.8,7.0
1992/3/31,9.1,14.8,4.5
