ダウンロードした時刻：2019/10/10 15:43:02

,相川,相川,相川
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1991/12/1,11.3,15.5,7.5
1991/12/2,8.4,10.8,4.7
1991/12/3,9.6,14.5,5.3
1991/12/4,8.6,12.2,4.9
1991/12/5,10.9,14.5,8.0
1991/12/6,12.7,15.9,8.2
1991/12/7,9.9,14.3,5.4
1991/12/8,6.3,8.5,4.9
1991/12/9,4.4,6.3,2.3
1991/12/10,3.1,5.4,1.5
1991/12/11,8.6,14.1,3.9
1991/12/12,2.7,4.7,0.6
1991/12/13,4.6,6.5,2.1
1991/12/14,9.5,11.8,5.5
1991/12/15,9.1,11.4,7.1
1991/12/16,9.9,13.5,6.4
1991/12/17,13.8,17.3,8.6
1991/12/18,8.0,15.9,4.2
1991/12/19,4.5,6.3,3.3
1991/12/20,4.0,6.6,1.4
1991/12/21,8.2,11.9,3.8
1991/12/22,8.1,12.0,5.0
1991/12/23,11.1,14.9,7.6
1991/12/24,9.0,12.8,4.1
1991/12/25,3.9,5.0,2.6
1991/12/26,3.4,4.4,1.3
1991/12/27,4.9,5.5,4.0
1991/12/28,7.1,9.9,4.0
1991/12/29,1.2,4.9,-1.2
1991/12/30,1.7,3.9,-0.5
1991/12/31,5.3,7.9,3.6
1992/1/1,6.7,8.9,5.0
1992/1/2,6.4,8.7,4.2
1992/1/3,5.6,7.0,3.6
1992/1/4,5.3,6.2,4.1
1992/1/5,6.0,7.6,4.4
1992/1/6,4.9,7.1,2.0
1992/1/7,7.5,10.7,4.6
1992/1/8,6.4,8.9,2.5
1992/1/9,4.7,6.3,2.8
1992/1/10,3.8,5.5,1.9
1992/1/11,5.4,7.8,1.8
1992/1/12,7.7,11.6,1.9
1992/1/13,6.3,9.8,2.7
1992/1/14,1.7,4.1,-0.8
1992/1/15,2.1,3.6,0.1
1992/1/16,4.8,8.0,2.4
1992/1/17,5.8,8.5,3.5
1992/1/18,2.7,4.6,0.7
1992/1/19,2.2,3.9,0.4
1992/1/20,3.1,4.6,1.2
1992/1/21,5.8,8.1,3.3
1992/1/22,5.7,8.7,3.5
1992/1/23,1.8,4.0,-0.3
1992/1/24,1.0,3.0,-0.7
1992/1/25,4.0,7.9,-0.4
1992/1/26,3.5,6.8,0.7
1992/1/27,5.9,9.8,2.4
1992/1/28,4.4,6.9,3.2
1992/1/29,4.5,7.5,2.4
1992/1/30,2.6,5.1,0.0
1992/1/31,2.1,3.6,0.4
1992/2/1,0.5,2.4,-1.3
1992/2/2,3.3,5.3,0.2
1992/2/3,6.8,9.2,3.7
1992/2/4,4.2,6.7,2.4
1992/2/5,2.2,4.5,0.3
1992/2/6,4.0,6.3,1.3
1992/2/7,3.8,7.9,0.8
1992/2/8,0.7,2.1,-0.4
1992/2/9,1.4,3.0,-0.2
1992/2/10,4.4,7.5,1.3
1992/2/11,0.7,3.6,-1.0
1992/2/12,4.1,8.7,-1.3
1992/2/13,4.6,7.1,2.2
1992/2/14,3.7,5.8,2.6
1992/2/15,6.7,9.3,2.5
1992/2/16,4.0,9.2,-0.5
1992/2/17,1.7,3.9,-0.4
1992/2/18,4.4,6.9,1.6
1992/2/19,0.9,4.0,-1.3
1992/2/20,-0.7,1.0,-2.1
1992/2/21,1.1,2.2,-0.4
1992/2/22,2.3,4.0,0.0
1992/2/23,4.3,6.6,1.2
1992/2/24,4.3,6.5,2.6
1992/2/25,2.1,3.8,-0.4
1992/2/26,3.4,5.4,1.7
1992/2/27,7.9,11.7,3.7
1992/2/28,9.3,13.4,4.0
1992/2/29,11.2,12.7,9.5
1992/3/1,7.1,11.3,3.7
1992/3/2,2.6,4.7,-0.8
1992/3/3,2.3,4.6,0.8
1992/3/4,3.2,6.4,-0.3
1992/3/5,4.7,7.7,0.9
1992/3/6,4.1,5.8,2.1
1992/3/7,3.7,6.4,1.4
1992/3/8,5.2,8.0,2.1
1992/3/9,7.6,12.1,2.9
1992/3/10,8.2,11.8,4.8
1992/3/11,5.8,8.7,1.4
1992/3/12,7.0,10.9,1.1
1992/3/13,9.8,12.5,7.8
1992/3/14,10.2,13.5,7.4
1992/3/15,9.2,11.0,7.4
1992/3/16,5.2,8.0,1.9
1992/3/17,3.2,5.5,1.2
1992/3/18,3.3,6.2,0.9
1992/3/19,7.0,9.2,4.1
1992/3/20,4.5,8.5,2.6
1992/3/21,1.7,3.6,0.2
1992/3/22,3.5,5.5,0.9
1992/3/23,4.6,8.2,1.1
1992/3/24,7.4,10.5,5.0
1992/3/25,9.0,11.9,7.1
1992/3/26,7.7,10.2,3.7
1992/3/27,6.4,10.2,2.9
1992/3/28,7.8,13.0,2.2
1992/3/29,11.7,15.7,6.4
1992/3/30,9.5,10.9,7.8
1992/3/31,8.7,12.3,6.5
