É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:16

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1987/12/1,6.2,10.6,4.1
1987/12/2,3.8,7.3,-0.8
1987/12/3,2.0,9.9,-3.9
1987/12/4,2.5,10.2,-2.2
1987/12/5,3.0,7.8,-1.8
1987/12/6,1.0,3.7,-1.5
1987/12/7,1.0,7.1,-3.8
1987/12/8,2.4,7.7,-4.0
1987/12/9,3.1,5.0,-0.7
1987/12/10,7.8,13.3,4.5
1987/12/11,7.7,10.3,5.0
1987/12/12,8.9,12.4,6.3
1987/12/13,2.5,7.8,0.0
1987/12/14,2.2,7.4,-2.3
1987/12/15,2.7,9.1,-1.9
1987/12/16,4.1,12.7,0.1
1987/12/17,5.3,13.6,-0.7
1987/12/18,1.8,8.1,-3.2
1987/12/19,3.0,10.8,-3.0
1987/12/20,3.8,11.9,-2.2
1987/12/21,5.0,13.0,-1.4
1987/12/22,3.1,10.6,-2.3
1987/12/23,4.9,14.9,-2.0
1987/12/24,5.0,13.2,-0.4
1987/12/25,4.5,12.9,-1.6
1987/12/26,7.3,18.3,0.1
1987/12/27,5.8,15.5,-0.9
1987/12/28,5.3,15.4,-1.4
1987/12/29,5.2,15.4,-1.7
1987/12/30,6.2,18.3,-0.3
1987/12/31,3.8,10.0,-2.5
1988/1/1,4.4,12.0,-0.9
1988/1/2,5.2,13.1,-1.5
1988/1/3,7.0,11.0,3.8
1988/1/4,7.8,13.9,3.4
1988/1/5,4.1,7.8,0.3
1988/1/6,2.0,6.6,-1.3
1988/1/7,1.1,5.1,-3.7
1988/1/8,6.5,14.1,1.3
1988/1/9,5.7,10.7,0.8
1988/1/10,3.2,8.3,-1.2
1988/1/11,2.4,8.7,-4.8
1988/1/12,2.3,8.8,-3.9
1988/1/13,4.1,12.9,-2.4
1988/1/14,3.5,11.5,-2.6
1988/1/15,4.1,9.5,-2.0
1988/1/16,6.7,13.4,0.8
1988/1/17,4.6,9.9,-0.4
1988/1/18,2.9,10.4,-2.4
1988/1/19,1.1,7.4,-5.0
1988/1/20,3.1,11.7,-3.4
1988/1/21,1.5,4.3,-2.6
1988/1/22,6.3,10.7,3.0
1988/1/23,6.5,12.8,0.2
1988/1/24,1.6,6.4,-3.1
1988/1/25,3.0,10.8,-3.7
1988/1/26,4.2,11.4,-2.5
1988/1/27,4.5,11.1,-2.5
1988/1/28,5.3,11.4,-0.3
1988/1/29,3.4,10.5,-3.5
1988/1/30,7.4,14.1,2.8
1988/1/31,6.2,12.6,-0.2
1988/2/1,3.9,9.6,-0.8
1988/2/2,4.1,12.8,-1.9
1988/2/3,0.1,3.2,-2.2
1988/2/4,2.3,9.3,-4.6
1988/2/5,5.7,13.6,-3.3
1988/2/6,9.3,17.8,4.9
1988/2/7,2.5,6.2,-1.3
1988/2/8,1.4,7.8,-4.8
1988/2/9,1.3,9.5,-5.4
1988/2/10,1.8,7.5,-5.0
1988/2/11,1.5,6.5,-5.7
1988/2/12,3.7,10.4,-1.0
1988/2/13,5.3,11.0,-0.9
1988/2/14,3.0,8.1,-2.7
1988/2/15,2.3,8.3,-2.3
1988/2/16,1.0,7.5,-4.1
1988/2/17,0.4,5.7,-5.0
1988/2/18,0.9,6.8,-5.3
1988/2/19,1.6,9.0,-5.6
1988/2/20,3.0,12.7,-5.6
1988/2/21,2.8,10.2,-1.8
1988/2/22,1.3,8.9,-5.8
1988/2/23,3.3,7.0,-2.1
1988/2/24,5.2,10.3,1.5
1988/2/25,4.2,9.9,-1.8
1988/2/26,5.4,9.7,3.0
1988/2/27,1.0,4.5,0.3
1988/2/28,2.9,10.3,-1.6
1988/2/29,4.1,9.7,-3.0
1988/3/1,5.3,6.3,3.8
1988/3/2,6.3,7.4,5.4
1988/3/3,6.1,13.1,1.5
1988/3/4,4.3,9.2,-1.4
1988/3/5,5.7,11.0,1.8
1988/3/6,6.3,11.8,-0.6
1988/3/7,5.1,10.6,1.6
1988/3/8,2.9,10.9,-3.9
1988/3/9,4.4,11.6,-3.4
1988/3/10,6.2,14.6,-1.6
1988/3/11,8.5,15.9,-0.8
1988/3/12,11.5,20.6,7.4
1988/3/13,10.2,18.2,2.5
1988/3/14,11.2,18.6,3.0
1988/3/15,10.6,19.1,4.0
1988/3/16,5.6,11.5,-0.9
1988/3/17,4.9,6.4,3.7
1988/3/18,7.2,12.3,3.9
1988/3/19,8.8,16.6,1.7
1988/3/20,9.0,14.9,4.0
1988/3/21,6.6,9.1,4.4
1988/3/22,2.5,4.7,0.4
1988/3/23,8.2,18.1,1.7
1988/3/24,8.5,14.8,4.7
1988/3/25,7.5,12.1,2.2
1988/3/26,5.5,8.1,2.2
1988/3/27,6.7,12.8,1.8
1988/3/28,9.3,15.5,1.4
1988/3/29,7.7,10.2,6.2
1988/3/30,7.6,9.4,6.0
1988/3/31,6.9,11.8,3.6
