ダウンロードした時刻：2019/10/10 15:33:14

,室蘭,室蘭,室蘭
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,-1.7,0.9,-5.3
1998/12/2,-4.3,-2.3,-5.9
1998/12/3,-3.3,-1.9,-4.5
1998/12/4,-2.1,-1.1,-3.5
1998/12/5,-1.1,1.5,-3.1
1998/12/6,-0.2,1.8,-2.5
1998/12/7,2.9,8.2,-0.8
1998/12/8,5.0,8.9,0.3
1998/12/9,-1.4,0.9,-2.9
1998/12/10,-2.0,-1.0,-3.0
1998/12/11,-1.1,-0.3,-2.3
1998/12/12,0.6,3.6,-2.4
1998/12/13,5.5,7.3,3.1
1998/12/14,5.0,7.3,2.2
1998/12/15,4.2,6.1,1.7
1998/12/16,5.6,7.3,2.7
1998/12/17,-1.8,4.9,-4.3
1998/12/18,-1.0,1.3,-3.6
1998/12/19,2.6,6.3,-0.6
1998/12/20,-3.1,-0.4,-5.0
1998/12/21,-1.5,-0.1,-3.2
1998/12/22,0.8,2.0,-0.6
1998/12/23,1.0,2.7,-0.4
1998/12/24,-0.7,1.5,-2.1
1998/12/25,0.7,3.1,-1.1
1998/12/26,-1.7,0.6,-4.3
1998/12/27,-2.9,-0.6,-5.9
1998/12/28,-1.4,0.6,-3.7
1998/12/29,0.3,3.6,-2.9
1998/12/30,-3.8,0.3,-6.5
1998/12/31,-4.5,-3.0,-6.9
1999/1/1,-3.1,-0.7,-4.7
1999/1/2,-3.2,-1.2,-4.7
1999/1/3,-2.6,0.2,-4.5
1999/1/4,-2.3,0.2,-4.9
1999/1/5,1.3,3.5,-1.5
1999/1/6,-0.8,3.0,-3.9
1999/1/7,-4.0,-1.0,-6.3
1999/1/8,-7.4,-5.7,-8.8
1999/1/9,-5.8,-4.2,-8.3
1999/1/10,-4.4,-3.3,-5.7
1999/1/11,-0.6,2.3,-4.1
1999/1/12,0.1,2.1,-1.4
1999/1/13,-0.6,1.5,-2.4
1999/1/14,-2.0,0.4,-3.5
1999/1/15,-1.1,0.2,-3.2
1999/1/16,-1.9,0.3,-5.2
1999/1/17,-3.0,-1.0,-5.7
1999/1/18,1.3,4.0,-2.1
1999/1/19,2.7,4.0,-0.6
1999/1/20,-0.4,3.3,-3.7
1999/1/21,-3.8,-2.3,-5.0
1999/1/22,-1.4,0.2,-3.3
1999/1/23,-0.8,1.4,-2.9
1999/1/24,-1.3,0.7,-3.4
1999/1/25,2.6,6.2,0.4
1999/1/26,0.7,6.0,-2.7
1999/1/27,0.0,2.1,-2.0
1999/1/28,-4.6,0.2,-7.8
1999/1/29,-7.9,-5.6,-9.9
1999/1/30,-6.2,-4.6,-8.7
1999/1/31,-4.2,-2.0,-6.4
1999/2/1,-3.8,-1.1,-5.7
1999/2/2,-5.8,-3.8,-7.3
1999/2/3,-5.8,-2.6,-8.2
1999/2/4,-3.2,-0.2,-6.9
1999/2/5,-1.7,0.4,-3.4
1999/2/6,-3.2,-1.2,-4.2
1999/2/7,-2.1,0.5,-4.7
1999/2/8,-4.5,0.3,-8.6
1999/2/9,-2.6,0.6,-6.5
1999/2/10,-4.2,-0.6,-5.6
1999/2/11,-2.3,0.4,-4.2
1999/2/12,-4.4,-2.0,-7.4
1999/2/13,-4.1,-1.1,-6.8
1999/2/14,-4.6,-3.3,-6.1
1999/2/15,-1.3,2.3,-5.0
1999/2/16,3.5,5.5,2.2
1999/2/17,4.9,8.7,1.8
1999/2/18,0.9,4.4,-4.2
1999/2/19,-4.2,-1.6,-6.0
1999/2/20,-4.7,-1.9,-6.1
1999/2/21,-4.1,-2.5,-5.7
1999/2/22,-1.6,0.9,-3.1
1999/2/23,-2.3,0.4,-3.9
1999/2/24,-0.8,3.0,-5.4
1999/2/25,1.3,3.3,-0.6
1999/2/26,2.5,5.2,0.5
1999/2/27,0.7,6.3,-5.9
1999/2/28,-4.4,-0.3,-6.8
1999/3/1,0.5,3.9,-2.2
1999/3/2,0.0,2.5,-3.0
1999/3/3,1.6,6.2,-2.3
1999/3/4,-0.7,1.4,-3.6
1999/3/5,0.0,4.9,-3.6
1999/3/6,-2.1,2.8,-4.3
1999/3/7,-2.1,1.2,-5.2
1999/3/8,-2.2,1.3,-4.1
1999/3/9,-3.0,0.1,-4.5
1999/3/10,-1.7,3.3,-5.8
1999/3/11,-3.5,-0.8,-5.3
1999/3/12,-4.3,-1.7,-5.6
1999/3/13,-0.1,4.6,-5.2
1999/3/14,5.8,10.3,2.0
1999/3/15,3.3,5.5,0.5
1999/3/16,3.5,7.6,0.1
1999/3/17,3.2,6.9,1.1
1999/3/18,5.2,8.1,2.5
1999/3/19,1.3,4.7,-0.3
1999/3/20,-1.4,1.6,-4.5
1999/3/21,-3.5,-1.1,-5.6
1999/3/22,-1.6,1.2,-4.0
1999/3/23,-2.0,1.0,-4.9
1999/3/24,3.0,7.0,-2.0
1999/3/25,5.3,10.8,1.9
1999/3/26,5.5,11.5,1.8
1999/3/27,2.6,5.4,-1.6
1999/3/28,-2.4,0.7,-4.8
1999/3/29,-3.3,0.0,-5.0
1999/3/30,-0.7,2.1,-4.3
1999/3/31,1.3,4.6,-1.9
