ダウンロードした時刻：2019/10/10 16:01:27

,館山,館山,館山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,11.5,18.3,8.8
1997/12/2,12.6,15.9,8.6
1997/12/3,5.6,10.8,-0.4
1997/12/4,4.7,11.4,-1.1
1997/12/5,7.6,14.9,2.5
1997/12/6,10.7,18.0,2.6
1997/12/7,14.9,19.7,7.8
1997/12/8,18.7,20.8,17.2
1997/12/9,16.5,18.3,11.8
1997/12/10,10.5,14.8,6.9
1997/12/11,8.0,12.2,0.7
1997/12/12,8.9,12.5,4.2
1997/12/13,6.9,12.2,0.7
1997/12/14,7.3,10.8,3.5
1997/12/15,9.9,16.2,1.3
1997/12/16,7.8,15.4,2.7
1997/12/17,8.9,14.5,2.5
1997/12/18,10.3,16.7,6.1
1997/12/19,10.4,18.0,4.8
1997/12/20,13.5,17.2,8.9
1997/12/21,9.9,15.0,5.6
1997/12/22,7.1,9.0,4.7
1997/12/23,5.7,7.4,4.4
1997/12/24,6.9,9.2,5.6
1997/12/25,6.4,11.6,1.0
1997/12/26,7.6,14.2,0.9
1997/12/27,9.3,13.9,4.7
1997/12/28,9.2,15.3,2.0
1997/12/29,8.4,12.9,5.3
1997/12/30,7.6,9.6,6.4
1997/12/31,7.0,12.7,1.6
1998/1/1,7.4,15.0,-0.5
1998/1/2,8.1,13.9,3.0
1998/1/3,8.6,15.1,1.0
1998/1/4,11.4,14.1,7.6
1998/1/5,8.4,12.1,3.3
1998/1/6,9.7,12.6,7.9
1998/1/7,6.8,12.7,0.8
1998/1/8,4.1,6.7,0.8
1998/1/9,4.9,9.3,0.4
1998/1/10,4.2,11.8,-1.4
1998/1/11,5.2,8.7,0.8
1998/1/12,3.4,4.9,1.8
1998/1/13,3.8,10.0,-1.1
1998/1/14,5.7,11.2,-1.1
1998/1/15,3.5,7.1,2.1
1998/1/16,4.8,10.8,-0.1
1998/1/17,5.9,12.1,-1.6
1998/1/18,12.7,15.2,8.5
1998/1/19,8.9,13.9,5.0
1998/1/20,6.2,10.5,0.3
1998/1/21,8.9,13.2,2.3
1998/1/22,4.7,11.5,-1.5
1998/1/23,5.0,6.7,4.1
1998/1/24,5.3,8.9,0.9
1998/1/25,1.5,8.0,-3.9
1998/1/26,4.1,12.0,-2.8
1998/1/27,5.5,10.3,1.4
1998/1/28,4.4,9.0,0.3
1998/1/29,3.7,9.3,-1.6
1998/1/30,6.3,10.6,-1.2
1998/1/31,10.2,14.9,2.8
1998/2/1,5.8,10.5,-0.4
1998/2/2,5.8,11.0,0.1
1998/2/3,7.8,13.2,-0.2
1998/2/4,7.5,12.7,3.8
1998/2/5,4.1,9.2,-1.4
1998/2/6,4.3,11.9,-2.1
1998/2/7,6.0,12.8,-1.4
1998/2/8,7.6,14.0,4.4
1998/2/9,7.3,12.9,0.4
1998/2/10,5.2,9.6,-1.1
1998/2/11,5.9,10.3,0.5
1998/2/12,11.3,17.7,1.0
1998/2/13,12.9,18.6,5.8
1998/2/14,13.2,20.2,5.9
1998/2/15,4.3,10.3,2.6
1998/2/16,5.6,10.0,1.6
1998/2/17,6.3,11.1,2.4
1998/2/18,4.7,11.6,-0.7
1998/2/19,10.1,15.5,1.2
1998/2/20,14.0,16.9,9.1
1998/2/21,6.4,9.4,1.4
1998/2/22,4.1,9.5,-0.3
1998/2/23,6.3,14.5,-0.8
1998/2/24,7.4,11.0,4.0
1998/2/25,6.3,7.5,5.7
1998/2/26,8.5,13.0,5.7
1998/2/27,9.3,15.5,4.8
1998/2/28,10.1,16.5,4.1
1998/3/1,5.2,9.8,2.8
1998/3/2,7.5,14.6,0.5
1998/3/3,10.8,15.8,3.5
1998/3/4,9.5,17.2,2.9
1998/3/5,5.9,8.7,2.7
1998/3/6,7.1,12.9,2.2
1998/3/7,10.1,16.0,4.7
1998/3/8,8.2,12.0,3.1
1998/3/9,10.8,15.5,6.3
1998/3/10,7.0,11.9,4.0
1998/3/11,8.4,12.3,0.3
1998/3/12,11.4,13.7,9.1
1998/3/13,11.5,15.4,8.6
1998/3/14,12.5,17.4,4.5
1998/3/15,9.6,14.4,2.7
1998/3/16,6.6,12.0,0.5
1998/3/17,7.6,15.4,2.1
1998/3/18,6.8,13.5,-0.3
1998/3/19,10.6,15.8,0.7
1998/3/20,16.2,17.7,12.4
1998/3/21,10.7,12.6,9.4
1998/3/22,7.8,10.5,5.5
1998/3/23,7.2,13.1,1.2
1998/3/24,9.2,14.1,2.8
1998/3/25,9.6,15.0,4.8
1998/3/26,11.3,17.6,6.3
1998/3/27,14.9,18.9,8.2
1998/3/28,14.2,18.9,8.3
1998/3/29,15.3,20.8,7.5
1998/3/30,18.0,24.9,10.7
1998/3/31,15.6,20.3,10.8
