ダウンロードした時刻：2019/10/10 15:37:06

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,3.4,8.5,-0.7
1995/12/2,2.3,6.4,-0.8
1995/12/3,4.4,10.5,0.4
1995/12/4,3.5,10.3,-0.7
1995/12/5,2.5,6.2,-1.5
1995/12/6,0.6,2.2,-0.5
1995/12/7,2.1,6.8,-0.6
1995/12/8,-0.1,4.1,-4.2
1995/12/9,0.2,5.5,-4.3
1995/12/10,2.9,7.2,-0.7
1995/12/11,4.7,7.7,2.4
1995/12/12,2.6,5.2,0.7
1995/12/13,0.3,2.4,-1.4
1995/12/14,1.7,5.8,-2.0
1995/12/15,-0.1,3.4,-1.6
1995/12/16,-1.3,1.3,-3.7
1995/12/17,-1.5,1.2,-3.8
1995/12/18,0.2,3.3,-4.5
1995/12/19,0.2,3.4,-3.1
1995/12/20,0.1,5.0,-3.9
1995/12/21,0.7,5.1,-1.7
1995/12/22,1.7,5.0,-1.7
1995/12/23,2.0,5.7,-1.0
1995/12/24,-0.3,1.0,-2.7
1995/12/25,-2.1,1.5,-5.5
1995/12/26,-2.9,0.8,-7.7
1995/12/27,-3.5,1.9,-8.3
1995/12/28,-3.4,1.7,-9.9
1995/12/29,-0.1,3.5,-5.4
1995/12/30,-0.3,1.2,-2.6
1995/12/31,1.0,2.9,-1.0
1996/1/1,-3.2,0.6,-5.7
1996/1/2,-3.2,2.2,-6.9
1996/1/3,-1.8,3.0,-7.5
1996/1/4,-4.1,-1.1,-5.7
1996/1/5,-0.1,1.3,-2.8
1996/1/6,-0.3,2.5,-5.0
1996/1/7,0.6,4.0,-4.0
1996/1/8,-1.5,1.8,-5.0
1996/1/9,-6.6,-2.8,-8.0
1996/1/10,-2.7,0.6,-7.5
1996/1/11,2.0,5.2,-0.5
1996/1/12,1.8,5.0,-1.7
1996/1/13,0.4,5.6,-4.0
1996/1/14,-2.3,3.6,-9.0
1996/1/15,4.5,10.6,-0.5
1996/1/16,1.1,4.6,-1.9
1996/1/17,-2.8,1.1,-5.6
1996/1/18,-3.2,1.4,-7.2
1996/1/19,-4.2,0.7,-8.6
1996/1/20,-1.8,1.6,-5.7
1996/1/21,-0.7,3.5,-5.4
1996/1/22,-4.0,-1.3,-9.0
1996/1/23,-1.6,2.1,-5.4
1996/1/24,-6.5,-2.7,-11.3
1996/1/25,-5.1,-0.6,-9.9
1996/1/26,-4.3,-1.9,-6.1
1996/1/27,-1.2,1.8,-3.5
1996/1/28,-1.4,2.5,-4.4
1996/1/29,-1.2,4.4,-4.2
1996/1/30,-5.8,-1.0,-9.3
1996/1/31,-7.7,-4.9,-11.0
1996/2/1,-6.5,-3.7,-8.7
1996/2/2,-7.4,-4.1,-9.1
1996/2/3,-5.4,-1.7,-9.4
1996/2/4,-1.7,3.7,-8.0
1996/2/5,0.8,4.6,-2.6
1996/2/6,0.9,3.3,-0.3
1996/2/7,0.1,4.3,-2.6
1996/2/8,-0.6,3.2,-3.8
1996/2/9,-2.5,2.5,-6.4
1996/2/10,-3.8,1.0,-7.4
1996/2/11,-1.3,2.0,-5.2
1996/2/12,3.9,7.7,0.8
1996/2/13,6.4,10.7,1.6
1996/2/14,6.0,13.1,0.8
1996/2/15,2.5,7.1,-2.6
1996/2/16,-4.3,-1.0,-6.7
1996/2/17,-4.5,-0.1,-9.3
1996/2/18,-3.1,2.5,-6.7
1996/2/19,-4.4,0.8,-8.7
1996/2/20,-5.2,0.0,-10.8
1996/2/21,-5.3,-0.9,-9.8
1996/2/22,-4.5,0.5,-10.0
1996/2/23,-1.6,2.8,-4.7
1996/2/24,-2.8,2.2,-8.3
1996/2/25,-1.1,5.1,-7.2
1996/2/26,1.7,6.8,-1.9
1996/2/27,0.4,3.6,-3.4
1996/2/28,2.1,6.2,-0.7
1996/2/29,2.1,4.7,-0.5
1996/3/1,2.9,6.8,-0.8
1996/3/2,-0.4,3.3,-3.0
1996/3/3,-2.0,1.8,-4.2
1996/3/4,-1.7,3.5,-4.2
1996/3/5,-2.9,2.2,-6.9
1996/3/6,-1.9,3.0,-8.3
1996/3/7,1.1,8.4,-4.2
1996/3/8,-0.1,1.0,-1.6
1996/3/9,-0.2,2.6,-1.7
1996/3/10,0.4,4.6,-2.1
1996/3/11,0.3,5.2,-3.6
1996/3/12,-0.6,3.0,-3.8
1996/3/13,0.7,7.1,-6.4
1996/3/14,2.0,8.9,-2.7
1996/3/15,3.8,10.5,-1.2
1996/3/16,4.1,8.8,0.6
1996/3/17,2.1,7.5,-0.3
1996/3/18,1.9,6.7,-2.7
1996/3/19,0.4,5.7,-4.0
1996/3/20,1.1,7.0,-3.9
1996/3/21,4.1,12.3,-4.4
1996/3/22,4.7,7.4,3.1
1996/3/23,0.2,3.4,-2.0
1996/3/24,1.6,7.7,-5.3
1996/3/25,2.8,7.4,0.1
1996/3/26,3.8,9.1,-1.3
1996/3/27,3.7,10.7,-2.7
1996/3/28,3.6,10.0,-1.6
1996/3/29,4.9,12.3,-2.4
1996/3/30,3.3,8.4,-1.3
1996/3/31,7.8,10.8,5.3
