ダウンロードした時刻：2019/10/10 16:20:14

,厳原,厳原,厳原
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,9.7,14.6,5.3
2006/12/2,8.9,13.4,5.0
2006/12/3,4.2,6.5,1.3
2006/12/4,4.2,9.3,0.3
2006/12/5,6.9,11.4,1.8
2006/12/6,9.0,15.6,4.0
2006/12/7,11.6,14.5,8.6
2006/12/8,12.1,14.9,11.1
2006/12/9,11.0,12.7,8.7
2006/12/10,7.3,11.6,3.9
2006/12/11,8.3,13.1,2.8
2006/12/12,10.4,14.2,7.2
2006/12/13,9.2,10.6,7.0
2006/12/14,9.8,12.2,7.7
2006/12/15,8.5,13.3,5.4
2006/12/16,9.8,13.5,7.6
2006/12/17,5.4,8.0,4.1
2006/12/18,4.2,7.8,0.9
2006/12/19,5.5,12.2,0.5
2006/12/20,9.4,14.8,4.1
2006/12/21,10.0,13.1,6.6
2006/12/22,9.1,12.6,4.9
2006/12/23,7.6,12.9,2.9
2006/12/24,9.8,15.0,3.4
2006/12/25,14.0,15.4,12.8
2006/12/26,14.8,17.6,10.8
2006/12/27,10.6,14.7,5.9
2006/12/28,3.1,6.0,-0.3
2006/12/29,0.7,4.2,-1.5
2006/12/30,4.9,10.3,-0.2
2006/12/31,6.9,12.8,2.2
2007/1/1,10.0,14.4,6.5
2007/1/2,11.0,12.5,8.8
2007/1/3,10.7,12.1,9.8
2007/1/4,10.8,12.4,9.6
2007/1/5,9.7,11.7,6.5
2007/1/6,6.3,10.2,3.0
2007/1/7,5.4,9.0,2.5
2007/1/8,5.5,7.4,3.0
2007/1/9,4.8,10.4,0.3
2007/1/10,4.5,8.1,0.8
2007/1/11,4.1,9.8,0.2
2007/1/12,5.4,9.2,1.6
2007/1/13,3.2,6.5,-0.3
2007/1/14,3.6,8.8,-0.7
2007/1/15,6.6,12.5,1.0
2007/1/16,8.2,9.0,7.0
2007/1/17,7.3,10.2,4.5
2007/1/18,6.3,10.0,2.3
2007/1/19,7.5,11.7,2.4
2007/1/20,7.9,11.3,5.5
2007/1/21,8.2,10.6,5.4
2007/1/22,8.0,10.6,5.1
2007/1/23,9.4,12.4,5.2
2007/1/24,8.2,12.7,3.1
2007/1/25,7.0,13.0,2.2
2007/1/26,7.7,10.1,5.2
2007/1/27,6.3,8.6,4.3
2007/1/28,4.6,7.3,2.4
2007/1/29,4.9,10.0,1.7
2007/1/30,6.7,11.1,1.7
2007/1/31,3.9,6.8,1.7
2007/2/1,4.0,5.2,2.8
2007/2/2,1.3,3.9,-1.5
2007/2/3,6.8,9.7,-0.3
2007/2/4,8.0,13.3,2.9
2007/2/5,9.9,15.2,4.7
2007/2/6,12.3,18.6,8.3
2007/2/7,12.3,17.1,8.1
2007/2/8,13.2,16.9,9.0
2007/2/9,11.7,14.4,8.8
2007/2/10,8.6,11.9,5.7
2007/2/11,7.0,10.9,4.5
2007/2/12,7.1,13.1,2.3
2007/2/13,10.2,16.0,2.9
2007/2/14,10.2,17.9,3.7
2007/2/15,5.1,10.4,1.8
2007/2/16,8.2,11.1,3.1
2007/2/17,9.4,11.2,7.9
2007/2/18,10.1,13.6,5.1
2007/2/19,8.7,14.4,4.9
2007/2/20,9.2,15.2,4.6
2007/2/21,9.9,16.4,5.6
2007/2/22,10.7,16.7,5.1
2007/2/23,11.3,14.3,6.9
2007/2/24,9.5,13.5,5.2
2007/2/25,10.2,12.2,9.3
2007/2/26,11.4,14.4,8.4
2007/2/27,10.7,16.4,6.3
2007/2/28,9.5,11.5,8.4
2007/3/1,11.1,14.3,9.1
2007/3/2,13.3,18.5,7.8
2007/3/3,16.5,21.0,13.0
2007/3/4,16.1,19.2,12.2
2007/3/5,7.4,12.5,3.2
2007/3/6,2.9,5.4,0.9
2007/3/7,3.4,6.0,0.3
2007/3/8,5.0,9.2,2.6
2007/3/9,5.8,11.8,1.7
2007/3/10,8.5,12.5,2.9
2007/3/11,5.0,8.6,1.0
2007/3/12,6.6,11.0,0.8
2007/3/13,8.9,12.0,5.6
2007/3/14,9.5,12.5,4.9
2007/3/15,9.5,12.1,7.2
2007/3/16,10.6,11.9,8.9
2007/3/17,8.6,10.6,7.1
2007/3/18,8.4,11.4,4.8
2007/3/19,7.7,11.5,4.6
2007/3/20,8.0,12.5,4.1
2007/3/21,10.5,15.7,3.8
2007/3/22,12.7,16.6,9.2
2007/3/23,14.0,20.1,8.2
2007/3/24,15.7,17.8,13.4
2007/3/25,14.6,18.3,11.4
2007/3/26,14.9,20.0,9.9
2007/3/27,14.8,16.9,12.3
2007/3/28,15.6,21.3,8.5
2007/3/29,16.0,19.7,14.5
2007/3/30,12.7,17.6,8.8
2007/3/31,15.0,20.8,8.9
