É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:47:37

,âFìsã{,âFìsã{,âFìsã{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1997/12/1,7.0,9.1,4.0
1997/12/2,7.0,11.2,3.2
1997/12/3,2.0,7.1,-2.0
1997/12/4,2.0,8.9,-4.3
1997/12/5,4.5,11.6,-2.1
1997/12/6,7.4,14.2,-0.1
1997/12/7,10.5,12.8,8.0
1997/12/8,12.4,14.0,10.8
1997/12/9,11.4,13.9,8.4
1997/12/10,8.1,11.9,1.9
1997/12/11,2.9,9.0,-1.7
1997/12/12,3.9,10.3,-1.2
1997/12/13,3.0,9.4,-1.7
1997/12/14,2.9,9.6,-3.2
1997/12/15,4.1,11.6,-2.0
1997/12/16,5.1,12.4,-0.9
1997/12/17,5.7,9.3,0.3
1997/12/18,9.1,14.2,6.0
1997/12/19,8.5,15.2,3.3
1997/12/20,8.3,14.5,2.0
1997/12/21,6.9,13.8,1.2
1997/12/22,2.1,5.8,-2.0
1997/12/23,3.8,7.9,0.3
1997/12/24,3.9,9.1,0.0
1997/12/25,2.7,9.1,-2.6
1997/12/26,5.0,10.8,-2.0
1997/12/27,7.6,13.6,3.8
1997/12/28,5.7,13.7,0.4
1997/12/29,3.0,9.3,-2.8
1997/12/30,4.4,6.9,2.0
1997/12/31,3.9,9.2,-0.5
1998/1/1,3.3,8.4,-2.3
1998/1/2,5.0,9.2,-0.3
1998/1/3,4.5,11.2,-1.2
1998/1/4,4.3,10.3,0.1
1998/1/5,2.8,9.2,-2.3
1998/1/6,3.1,11.4,-3.5
1998/1/7,1.6,7.7,-3.5
1998/1/8,0.0,3.9,-3.2
1998/1/9,0.9,5.2,-2.2
1998/1/10,-0.5,4.6,-5.8
1998/1/11,2.1,6.6,-2.8
1998/1/12,0.9,2.1,-0.5
1998/1/13,1.4,6.8,-3.4
1998/1/14,2.1,7.4,-2.9
1998/1/15,0.2,2.3,-1.4
1998/1/16,3.0,6.1,-1.1
1998/1/17,2.2,7.4,-3.9
1998/1/18,5.2,8.4,2.6
1998/1/19,3.0,9.3,-2.3
1998/1/20,1.3,7.5,-4.7
1998/1/21,2.6,11.2,-3.6
1998/1/22,1.8,7.8,-3.3
1998/1/23,2.8,6.2,-0.3
1998/1/24,1.7,8.6,-2.3
1998/1/25,0.3,5.9,-4.5
1998/1/26,1.9,10.8,-5.7
1998/1/27,0.9,6.3,-4.4
1998/1/28,1.2,8.8,-3.1
1998/1/29,0.1,6.4,-5.7
1998/1/30,1.2,7.7,-5.4
1998/1/31,2.5,13.1,-4.0
1998/2/1,2.0,7.4,-4.9
1998/2/2,2.6,8.6,-3.5
1998/2/3,4.3,11.4,-3.4
1998/2/4,3.7,9.3,-2.6
1998/2/5,1.0,7.8,-5.4
1998/2/6,2.6,10.0,-4.7
1998/2/7,3.6,9.1,-1.9
1998/2/8,3.8,9.6,0.4
1998/2/9,3.1,10.0,-1.3
1998/2/10,1.9,6.7,-2.2
1998/2/11,2.2,9.0,-4.2
1998/2/12,4.4,8.5,1.0
1998/2/13,8.0,16.8,-0.3
1998/2/14,9.8,17.8,5.4
1998/2/15,0.9,6.4,-0.7
1998/2/16,1.5,6.4,-2.0
1998/2/17,2.8,7.7,-0.3
1998/2/18,2.3,8.6,-3.3
1998/2/19,4.0,11.6,-3.3
1998/2/20,6.0,10.6,1.3
1998/2/21,4.7,8.9,0.4
1998/2/22,2.0,7.6,-1.4
1998/2/23,4.9,11.4,-0.5
1998/2/24,4.7,8.1,1.6
1998/2/25,4.2,6.2,2.1
1998/2/26,7.6,11.5,4.7
1998/2/27,8.8,14.2,5.5
1998/2/28,7.8,12.6,5.2
1998/3/1,4.2,7.3,0.9
1998/3/2,5.7,14.2,-1.2
1998/3/3,6.8,13.9,-0.1
1998/3/4,7.9,15.9,-0.1
1998/3/5,3.4,5.8,0.6
1998/3/6,5.2,12.0,0.5
1998/3/7,4.6,11.2,0.3
1998/3/8,3.8,10.4,-2.7
1998/3/9,7.2,15.6,-1.2
1998/3/10,5.4,11.9,0.2
1998/3/11,5.4,11.5,-2.4
1998/3/12,8.8,11.3,5.4
1998/3/13,9.8,15.4,4.1
1998/3/14,8.6,15.6,0.7
1998/3/15,4.7,9.7,-1.1
1998/3/16,4.2,11.1,-2.6
1998/3/17,4.1,11.7,-1.2
1998/3/18,4.9,12.8,-2.4
1998/3/19,7.0,14.2,-1.2
1998/3/20,12.9,21.4,7.5
1998/3/21,8.0,10.3,4.6
1998/3/22,5.1,8.2,3.2
1998/3/23,7.0,13.3,1.8
1998/3/24,8.1,14.3,1.0
1998/3/25,9.9,15.6,6.1
1998/3/26,10.4,18.2,2.7
1998/3/27,9.5,12.7,6.6
1998/3/28,13.1,20.0,6.9
1998/3/29,14.4,23.5,5.9
1998/3/30,16.5,25.9,7.8
1998/3/31,12.3,18.7,7.1
