ダウンロードした時刻：2019/10/10 16:10:41

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1980/12/1,12.1,16.8,8.6
1980/12/2,13.4,17.2,8.3
1980/12/3,12.2,14.4,9.7
1980/12/4,6.9,14.4,4.4
1980/12/5,6.7,10.8,4.3
1980/12/6,7.7,11.0,3.1
1980/12/7,8.8,12.8,5.0
1980/12/8,8.1,12.4,4.2
1980/12/9,6.9,10.8,3.8
1980/12/10,6.2,9.8,1.8
1980/12/11,9.1,13.1,2.8
1980/12/12,7.8,12.7,2.7
1980/12/13,2.0,4.7,0.4
1980/12/14,3.3,6.4,-0.5
1980/12/15,3.9,7.8,1.7
1980/12/16,5.6,8.9,2.0
1980/12/17,7.1,12.4,4.3
1980/12/18,7.2,10.3,3.8
1980/12/19,6.7,11.0,4.3
1980/12/20,4.5,7.1,2.1
1980/12/21,3.5,7.6,0.3
1980/12/22,5.0,9.5,2.0
1980/12/23,4.8,6.2,3.5
1980/12/24,4.4,7.2,2.1
1980/12/25,7.0,10.0,2.3
1980/12/26,4.6,8.7,0.4
1980/12/27,1.0,4.5,-1.7
1980/12/28,-0.1,3.0,-2.4
1980/12/29,-0.2,3.3,-2.8
1980/12/30,2.2,6.3,-1.1
1980/12/31,2.9,7.0,-0.2
1981/1/1,4.8,8.7,-0.6
1981/1/2,4.3,7.8,1.5
1981/1/3,1.7,4.7,-0.5
1981/1/4,1.6,5.8,-1.2
1981/1/5,1.2,4.6,-0.7
1981/1/6,1.2,4.6,-1.2
1981/1/7,3.0,6.1,0.5
1981/1/8,4.0,9.1,1.3
1981/1/9,4.7,8.8,0.5
1981/1/10,3.8,7.3,0.8
1981/1/11,1.3,4.9,-0.6
1981/1/12,1.8,5.0,-0.5
1981/1/13,1.5,5.2,-1.0
1981/1/14,1.1,4.6,-1.8
1981/1/15,2.4,5.7,-0.1
1981/1/16,2.0,5.9,-1.5
1981/1/17,1.4,5.7,-2.0
1981/1/18,2.8,5.4,-1.0
1981/1/19,3.6,6.5,0.7
1981/1/20,3.2,7.5,0.1
1981/1/21,2.5,6.6,-0.2
1981/1/22,1.4,5.3,-1.1
1981/1/23,2.6,7.6,-1.7
1981/1/24,3.9,5.5,1.5
1981/1/25,5.7,9.0,3.2
1981/1/26,2.7,5.7,-0.7
1981/1/27,1.8,5.2,-2.1
1981/1/28,2.4,6.2,-0.3
1981/1/29,3.4,7.8,-0.9
1981/1/30,3.0,7.1,-0.4
1981/1/31,3.8,8.9,-1.0
1981/2/1,3.2,5.5,1.6
1981/2/2,3.1,7.6,0.3
1981/2/3,3.3,7.7,0.0
1981/2/4,1.1,4.7,-1.3
1981/2/5,2.8,6.0,0.1
1981/2/6,3.3,6.6,-0.5
1981/2/7,4.7,9.2,0.7
1981/2/8,5.3,9.0,1.8
1981/2/9,4.3,8.2,2.6
1981/2/10,4.2,7.7,2.0
1981/2/11,2.8,6.6,0.5
1981/2/12,4.7,7.8,-0.5
1981/2/13,7.0,8.4,5.1
1981/2/14,8.6,13.0,5.2
1981/2/15,9.6,13.9,2.7
1981/2/16,11.1,16.1,7.1
1981/2/17,3.7,7.1,1.7
1981/2/18,5.6,11.4,0.2
1981/2/19,6.3,9.1,3.0
1981/2/20,3.8,6.5,0.6
1981/2/21,4.3,8.0,1.9
1981/2/22,4.1,7.2,0.1
1981/2/23,6.0,7.5,3.7
1981/2/24,5.4,8.5,1.9
1981/2/25,1.0,3.9,-2.7
1981/2/26,-4.3,-1.4,-6.8
1981/2/27,-2.0,3.5,-7.2
1981/2/28,0.9,5.1,-3.7
1981/3/1,1.2,3.3,-0.2
1981/3/2,3.8,8.6,0.5
1981/3/3,5.4,9.6,0.2
1981/3/4,7.3,11.1,5.2
1981/3/5,6.2,11.1,1.8
1981/3/6,4.0,7.1,1.2
1981/3/7,5.3,9.8,0.1
1981/3/8,8.9,12.0,5.3
1981/3/9,8.0,11.4,4.9
1981/3/10,3.6,7.8,1.2
1981/3/11,4.2,8.5,-0.9
1981/3/12,9.0,14.9,1.1
1981/3/13,12.8,15.7,10.5
1981/3/14,14.7,17.3,11.8
1981/3/15,9.1,14.9,3.7
1981/3/16,5.8,8.9,2.0
1981/3/17,7.9,11.8,2.6
1981/3/18,9.6,16.2,4.1
1981/3/19,12.6,18.5,6.8
1981/3/20,14.2,18.2,10.5
1981/3/21,12.1,14.6,10.7
1981/3/22,12.8,17.8,10.0
1981/3/23,10.6,15.8,6.0
1981/3/24,10.4,14.6,3.0
1981/3/25,14.9,17.8,11.6
1981/3/26,10.4,13.9,5.3
1981/3/27,7.4,10.7,4.9
1981/3/28,7.0,11.0,3.5
1981/3/29,9.9,14.0,5.2
1981/3/30,9.0,12.3,6.6
1981/3/31,8.1,9.1,6.4
