ダウンロードした時刻：2019/10/10 16:03:37

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,10.0,15.7,5.3
1998/12/2,9.3,11.1,7.2
1998/12/3,9.2,11.4,7.3
1998/12/4,8.9,15.7,4.9
1998/12/5,9.7,15.4,4.5
1998/12/6,9.4,12.0,7.0
1998/12/7,11.0,16.4,6.9
1998/12/8,8.7,10.9,6.4
1998/12/9,7.0,9.9,5.5
1998/12/10,6.5,9.8,4.2
1998/12/11,6.9,10.3,5.0
1998/12/12,7.1,12.6,3.9
1998/12/13,8.8,15.2,2.0
1998/12/14,10.9,15.8,5.3
1998/12/15,10.5,13.7,8.1
1998/12/16,11.1,14.5,8.8
1998/12/17,10.3,16.2,6.3
1998/12/18,9.1,15.1,4.9
1998/12/19,11.2,17.5,4.3
1998/12/20,10.9,13.8,7.5
1998/12/21,7.2,13.1,2.9
1998/12/22,7.8,15.7,1.4
1998/12/23,9.5,15.0,5.3
1998/12/24,8.1,11.1,6.1
1998/12/25,8.0,13.4,3.5
1998/12/26,7.3,12.3,3.3
1998/12/27,6.8,12.2,2.5
1998/12/28,7.9,11.6,4.9
1998/12/29,8.5,14.4,3.4
1998/12/30,7.8,11.1,4.0
1998/12/31,4.8,8.4,3.1
1999/1/1,4.1,6.8,2.1
1999/1/2,6.9,8.9,4.4
1999/1/3,5.5,7.9,4.3
1999/1/4,6.4,10.9,3.5
1999/1/5,6.4,14.0,0.6
1999/1/6,7.8,12.6,2.5
1999/1/7,5.9,10.6,-0.3
1999/1/8,0.0,2.4,-1.7
1999/1/9,0.8,2.9,-1.5
1999/1/10,3.1,5.0,1.3
1999/1/11,4.9,8.5,3.2
1999/1/12,3.1,6.4,0.6
1999/1/13,4.6,7.7,0.9
1999/1/14,6.2,9.7,4.3
1999/1/15,4.5,7.2,2.0
1999/1/16,5.6,8.2,2.5
1999/1/17,4.2,7.9,-0.4
1999/1/18,4.5,12.5,-1.6
1999/1/19,5.4,8.2,2.3
1999/1/20,6.4,10.5,3.3
1999/1/21,5.1,8.9,2.6
1999/1/22,6.9,11.9,0.7
1999/1/23,9.7,13.2,6.9
1999/1/24,7.9,11.1,4.9
1999/1/25,7.3,12.9,2.4
1999/1/26,7.6,11.5,1.6
1999/1/27,6.1,12.8,-0.2
1999/1/28,6.6,9.9,0.6
1999/1/29,3.5,5.9,0.2
1999/1/30,3.2,7.9,-0.1
1999/1/31,4.5,11.4,-1.0
1999/2/1,5.8,11.1,0.1
1999/2/2,5.2,7.8,2.1
1999/2/3,-0.8,2.1,-4.0
1999/2/4,-0.2,4.4,-5.1
1999/2/5,3.0,5.9,0.3
1999/2/6,4.1,8.8,0.7
1999/2/7,5.1,12.0,-0.8
1999/2/8,6.3,13.1,-0.1
1999/2/9,7.6,13.6,1.9
1999/2/10,6.6,9.5,4.1
1999/2/11,5.3,7.2,2.6
1999/2/12,1.4,5.7,-0.6
1999/2/13,0.6,3.6,-1.5
1999/2/14,2.5,7.3,-2.0
1999/2/15,2.7,7.1,-0.3
1999/2/16,5.7,13.5,-0.9
1999/2/17,8.5,15.7,1.0
1999/2/18,8.0,12.9,5.4
1999/2/19,2.1,5.7,0.3
1999/2/20,2.7,4.8,0.2
1999/2/21,2.7,6.8,-0.2
1999/2/22,4.3,8.7,-0.6
1999/2/23,6.3,11.9,2.4
1999/2/24,5.5,8.1,4.0
1999/2/25,7.5,13.4,4.0
1999/2/26,6.8,11.6,0.7
1999/2/27,5.9,9.0,2.9
1999/2/28,5.7,9.7,2.5
1999/3/1,7.2,11.8,1.5
1999/3/2,9.8,14.4,6.2
1999/3/3,8.6,15.7,2.9
1999/3/4,9.2,16.8,2.3
1999/3/5,13.2,20.6,7.4
1999/3/6,8.0,10.2,6.3
1999/3/7,7.6,8.5,6.9
1999/3/8,6.5,7.5,5.3
1999/3/9,6.9,9.3,5.2
1999/3/10,7.6,12.1,4.3
1999/3/11,6.9,10.2,5.2
1999/3/12,6.4,9.3,3.8
1999/3/13,9.7,18.3,0.9
1999/3/14,14.2,20.1,11.4
1999/3/15,10.9,12.5,9.0
1999/3/16,9.9,13.6,6.4
1999/3/17,11.4,22.1,3.0
1999/3/18,17.0,23.9,7.9
1999/3/19,10.4,17.8,5.1
1999/3/20,5.7,6.5,4.2
1999/3/21,6.6,9.9,3.4
1999/3/22,3.4,5.8,0.6
1999/3/23,4.9,12.1,-2.0
1999/3/24,10.3,20.3,0.4
1999/3/25,12.5,17.5,8.9
1999/3/26,12.9,14.4,10.9
1999/3/27,8.3,11.8,4.8
1999/3/28,6.6,11.8,2.0
1999/3/29,5.6,7.8,4.0
1999/3/30,7.0,9.6,4.4
1999/3/31,10.5,16.6,6.6
