ダウンロードした時刻：2019/10/10 16:24:16

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,13.5,21.0,7.6
2010/12/2,13.4,17.2,8.6
2010/12/3,11.8,15.6,5.8
2010/12/4,7.5,14.7,1.5
2010/12/5,8.7,17.2,2.2
2010/12/6,11.1,18.0,3.6
2010/12/7,9.8,12.8,7.8
2010/12/8,7.5,10.0,5.2
2010/12/9,6.5,10.0,1.4
2010/12/10,6.0,13.4,-1.0
2010/12/11,9.3,14.5,4.6
2010/12/12,8.7,14.7,1.7
2010/12/13,12.0,16.5,8.7
2010/12/14,12.9,16.3,8.3
2010/12/15,5.4,8.4,3.8
2010/12/16,3.7,5.7,0.9
2010/12/17,5.4,9.7,0.8
2010/12/18,6.4,11.8,2.7
2010/12/19,9.2,17.6,0.5
2010/12/20,13.1,19.3,10.3
2010/12/21,11.8,14.3,10.0
2010/12/22,11.3,15.4,7.9
2010/12/23,8.9,15.0,4.5
2010/12/24,6.0,9.6,2.6
2010/12/25,2.7,5.4,-0.1
2010/12/26,1.9,3.0,0.5
2010/12/27,4.6,7.7,2.0
2010/12/28,8.6,15.8,3.1
2010/12/29,6.1,9.5,1.8
2010/12/30,3.9,6.7,0.6
2010/12/31,0.9,3.6,-0.8
2011/1/1,2.0,5.2,-0.8
2011/1/2,4.1,10.8,-0.2
2011/1/3,4.3,9.3,0.7
2011/1/4,4.6,7.3,0.9
2011/1/5,4.0,6.0,0.9
2011/1/6,4.1,7.0,1.0
2011/1/7,2.2,7.6,-1.7
2011/1/8,3.0,10.0,-3.3
2011/1/9,4.5,7.5,2.2
2011/1/10,2.0,3.8,-0.7
2011/1/11,3.0,7.3,-0.8
2011/1/12,3.5,6.9,1.2
2011/1/13,2.9,7.5,-0.3
2011/1/14,3.3,9.3,-2.6
2011/1/15,2.6,6.3,-1.3
2011/1/16,-0.4,3.0,-3.8
2011/1/17,0.8,6.8,-5.1
2011/1/18,1.8,6.9,-3.1
2011/1/19,3.3,7.6,-0.3
2011/1/20,3.1,7.1,-1.0
2011/1/21,3.2,7.7,0.1
2011/1/22,2.8,9.4,-2.9
2011/1/23,3.6,10.0,-2.8
2011/1/24,3.5,6.0,1.0
2011/1/25,3.1,7.4,0.0
2011/1/26,3.0,6.9,-1.4
2011/1/27,2.0,8.5,-3.9
2011/1/28,3.6,7.9,-0.3
2011/1/29,1.9,6.9,-1.8
2011/1/30,0.6,4.1,-2.2
2011/1/31,0.8,5.8,-3.4
2011/2/1,4.4,10.7,0.0
2011/2/2,4.4,10.0,0.1
2011/2/3,5.1,13.4,-1.6
2011/2/4,6.4,14.9,-0.6
2011/2/5,8.4,15.3,3.8
2011/2/6,6.0,12.8,0.2
2011/2/7,7.1,14.6,1.1
2011/2/8,8.0,14.7,0.7
2011/2/9,9.6,13.0,5.3
2011/2/10,5.9,11.0,1.7
2011/2/11,5.8,8.9,3.1
2011/2/12,3.1,6.1,0.7
2011/2/13,3.2,8.6,-1.6
2011/2/14,3.5,4.8,2.6
2011/2/15,5.4,10.4,1.7
2011/2/16,5.9,11.7,-1.2
2011/2/17,10.8,15.1,7.6
2011/2/18,8.6,12.4,4.8
2011/2/19,7.3,12.9,1.0
2011/2/20,10.2,15.7,6.4
2011/2/21,10.4,17.3,5.5
2011/2/22,10.1,18.2,2.6
2011/2/23,12.0,20.7,4.7
2011/2/24,15.1,22.0,8.9
2011/2/25,15.3,22.2,10.4
2011/2/26,13.2,21.2,6.1
2011/2/27,14.4,21.3,8.0
2011/2/28,14.2,16.6,10.8
2011/3/1,10.4,12.1,8.8
2011/3/2,7.6,11.4,2.8
2011/3/3,4.0,9.0,0.2
2011/3/4,4.0,10.1,-2.0
2011/3/5,5.8,13.4,-2.1
2011/3/6,7.9,9.7,4.6
2011/3/7,8.1,12.9,3.8
2011/3/8,6.3,11.3,0.9
2011/3/9,6.4,12.6,0.0
2011/3/10,5.1,11.1,-1.3
2011/3/11,6.3,13.1,-0.7
2011/3/12,9.0,15.3,1.7
2011/3/13,13.0,21.5,4.5
2011/3/14,14.0,22.4,7.9
2011/3/15,11.7,17.2,7.5
2011/3/16,5.9,9.2,3.6
2011/3/17,5.8,10.7,1.4
2011/3/18,7.4,14.3,-1.5
2011/3/19,12.9,18.1,7.9
2011/3/20,13.0,16.2,9.7
2011/3/21,12.5,15.4,10.1
2011/3/22,9.9,15.2,5.4
2011/3/23,6.7,12.8,1.8
2011/3/24,7.1,13.1,2.5
2011/3/25,7.0,11.7,3.0
2011/3/26,5.9,11.3,0.5
2011/3/27,6.7,13.5,-0.5
2011/3/28,8.4,16.5,0.3
2011/3/29,8.7,16.9,3.4
2011/3/30,9.6,15.8,4.4
2011/3/31,11.6,19.8,2.8
