ダウンロードした時刻：2019/10/10 16:23:50

,熊本,熊本,熊本
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/12/1,11.6,15.4,6.8
1990/12/2,8.1,11.2,5.9
1990/12/3,5.9,9.5,2.1
1990/12/4,6.4,12.2,2.5
1990/12/5,7.5,15.2,0.8
1990/12/6,9.2,17.9,1.0
1990/12/7,9.9,18.7,2.4
1990/12/8,10.5,18.6,2.7
1990/12/9,11.3,13.6,7.1
1990/12/10,12.1,18.2,7.8
1990/12/11,8.0,13.7,5.1
1990/12/12,6.4,11.9,1.9
1990/12/13,6.5,10.9,0.2
1990/12/14,11.2,15.1,7.6
1990/12/15,9.3,13.3,4.4
1990/12/16,5.1,11.5,1.3
1990/12/17,4.8,8.3,0.3
1990/12/18,5.9,10.7,3.0
1990/12/19,6.0,12.5,0.6
1990/12/20,7.1,11.4,2.3
1990/12/21,10.2,16.0,6.1
1990/12/22,10.1,14.4,6.5
1990/12/23,6.4,9.4,2.8
1990/12/24,5.2,10.7,-0.5
1990/12/25,6.7,12.6,-1.0
1990/12/26,6.2,12.2,2.1
1990/12/27,3.7,7.9,-0.4
1990/12/28,3.6,8.0,-2.2
1990/12/29,4.5,8.5,0.8
1990/12/30,4.6,8.8,-1.5
1990/12/31,8.9,12.0,5.3
1991/1/1,12.5,17.5,10.4
1991/1/2,8.9,12.1,3.7
1991/1/3,3.3,8.5,-1.0
1991/1/4,4.4,8.4,0.2
1991/1/5,4.2,6.7,2.5
1991/1/6,4.2,8.4,0.1
1991/1/7,5.6,12.3,-2.4
1991/1/8,4.6,8.5,2.4
1991/1/9,3.6,9.0,-0.6
1991/1/10,4.7,10.6,-1.7
1991/1/11,6.5,8.0,5.1
1991/1/12,6.1,8.7,3.6
1991/1/13,4.2,7.3,0.8
1991/1/14,2.5,7.2,-2.7
1991/1/15,3.6,9.2,-1.4
1991/1/16,5.7,11.0,-0.8
1991/1/17,7.4,13.0,1.0
1991/1/18,3.7,10.9,-2.6
1991/1/19,6.3,11.9,0.2
1991/1/20,9.5,12.6,6.5
1991/1/21,12.4,16.0,10.4
1991/1/22,10.5,14.5,5.9
1991/1/23,7.7,13.3,3.3
1991/1/24,8.3,11.7,3.7
1991/1/25,8.5,10.2,6.8
1991/1/26,5.6,8.9,1.8
1991/1/27,4.5,10.7,-1.4
1991/1/28,4.1,9.9,-0.8
1991/1/29,5.7,11.7,0.5
1991/1/30,5.8,11.9,0.8
1991/1/31,5.7,11.0,-0.5
1991/2/1,6.3,12.0,2.1
1991/2/2,5.2,10.7,1.1
1991/2/3,4.6,10.4,-2.3
1991/2/4,6.1,10.3,1.7
1991/2/5,4.2,10.1,-1.0
1991/2/6,4.5,9.8,-1.6
1991/2/7,7.4,13.0,3.3
1991/2/8,7.6,14.8,2.2
1991/2/9,7.3,13.3,-1.0
1991/2/10,13.8,16.5,9.8
1991/2/11,10.0,13.7,7.2
1991/2/12,7.6,13.4,2.5
1991/2/13,7.0,10.4,2.9
1991/2/14,11.0,14.2,8.5
1991/2/15,11.6,14.4,8.0
1991/2/16,6.1,9.2,2.4
1991/2/17,4.4,10.3,-0.7
1991/2/18,4.8,8.1,1.2
1991/2/19,4.7,7.5,-0.3
1991/2/20,2.2,7.5,-2.6
1991/2/21,2.4,7.3,-0.3
1991/2/22,1.7,8.9,-3.9
1991/2/23,0.1,3.4,-2.5
1991/2/24,1.0,5.1,-2.5
1991/2/25,0.9,7.7,-5.9
1991/2/26,2.4,10.0,-4.7
1991/2/27,4.5,11.1,-3.3
1991/2/28,11.3,14.6,6.8
1991/3/1,8.0,13.3,3.5
1991/3/2,7.2,14.1,0.4
1991/3/3,7.1,14.7,-0.8
1991/3/4,7.3,10.7,2.2
1991/3/5,11.8,15.0,8.9
1991/3/6,13.9,19.1,9.0
1991/3/7,10.6,15.1,5.8
1991/3/8,13.8,20.3,9.8
1991/3/9,12.3,14.7,8.6
1991/3/10,11.9,19.9,4.4
1991/3/11,13.5,18.6,9.6
1991/3/12,11.3,15.7,8.7
1991/3/13,12.9,20.2,6.9
1991/3/14,9.5,13.3,3.9
1991/3/15,7.9,13.8,2.0
1991/3/16,8.4,11.9,6.2
1991/3/17,8.8,14.3,4.4
1991/3/18,9.0,16.8,1.4
1991/3/19,12.2,20.5,3.2
1991/3/20,14.8,20.9,11.5
1991/3/21,13.8,18.9,10.2
1991/3/22,14.5,17.2,10.4
1991/3/23,13.4,17.5,9.5
1991/3/24,13.4,20.0,7.7
1991/3/25,12.3,14.5,10.0
1991/3/26,15.9,19.6,12.6
1991/3/27,15.7,18.8,13.6
1991/3/28,11.9,13.9,8.9
1991/3/29,13.2,18.8,6.0
1991/3/30,11.9,15.2,9.8
1991/3/31,10.6,14.1,8.0
