É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:10

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1982/12/1,9.5,16.9,3.5
1982/12/2,7.5,15.8,0.9
1982/12/3,8.5,17.1,1.8
1982/12/4,8.7,15.3,3.8
1982/12/5,8.8,14.7,1.9
1982/12/6,5.7,10.4,0.9
1982/12/7,3.0,8.4,-1.5
1982/12/8,3.9,10.8,-2.5
1982/12/9,3.2,7.8,0.1
1982/12/10,4.0,12.7,-2.0
1982/12/11,6.2,12.3,-0.1
1982/12/12,10.7,18.4,5.3
1982/12/13,4.4,7.7,0.6
1982/12/14,3.8,9.8,0.1
1982/12/15,2.6,10.8,-3.0
1982/12/16,3.6,9.8,-1.9
1982/12/17,4.3,7.0,1.3
1982/12/18,5.5,11.1,-0.6
1982/12/19,3.2,9.0,-1.0
1982/12/20,1.8,9.1,-3.9
1982/12/21,2.4,9.6,-4.1
1982/12/22,3.1,4.3,1.0
1982/12/23,4.1,11.6,-0.3
1982/12/24,7.1,14.5,-2.0
1982/12/25,7.8,15.5,2.4
1982/12/26,3.2,5.3,1.7
1982/12/27,5.1,10.9,1.2
1982/12/28,4.5,11.0,-1.5
1982/12/29,3.9,11.4,-1.2
1982/12/30,3.4,10.3,-2.3
1982/12/31,2.9,8.7,-2.2
1983/1/1,1.8,8.2,-3.2
1983/1/2,1.0,7.4,-4.3
1983/1/3,2.2,10.2,-3.6
1983/1/4,0.9,7.8,-4.5
1983/1/5,2.6,7.8,-3.9
1983/1/6,6.0,8.2,3.9
1983/1/7,6.3,8.5,4.3
1983/1/8,6.4,8.9,4.6
1983/1/9,7.0,11.2,3.3
1983/1/10,1.8,6.9,-1.2
1983/1/11,1.3,7.6,-4.7
1983/1/12,2.2,9.7,-4.5
1983/1/13,3.9,10.5,-3.3
1983/1/14,2.7,8.2,-2.1
1983/1/15,2.2,10.0,-4.8
1983/1/16,1.9,7.5,-1.1
1983/1/17,2.9,10.1,-3.3
1983/1/18,1.2,2.0,0.2
1983/1/19,2.6,7.0,-1.6
1983/1/20,1.3,6.9,-3.2
1983/1/21,1.7,6.7,-1.8
1983/1/22,-0.5,3.4,-4.2
1983/1/23,-2.4,4.6,-8.5
1983/1/24,0.8,9.6,-7.4
1983/1/25,1.4,8.8,-5.3
1983/1/26,3.0,12.8,-4.3
1983/1/27,2.0,9.8,-4.3
1983/1/28,3.1,12.2,-3.7
1983/1/29,4.0,13.4,-4.1
1983/1/30,5.5,13.7,-1.4
1983/1/31,4.4,10.5,0.9
1983/2/1,4.6,11.7,-2.9
1983/2/2,5.5,6.3,4.7
1983/2/3,5.8,11.2,1.8
1983/2/4,3.7,7.3,-0.9
1983/2/5,3.9,10.9,0.2
1983/2/6,4.8,13.4,-2.7
1983/2/7,4.0,9.4,0.6
1983/2/8,1.8,8.2,-3.2
1983/2/9,2.3,7.9,-2.2
1983/2/10,3.8,9.3,-1.6
1983/2/11,2.2,8.4,-4.2
1983/2/12,2.0,8.6,-3.1
1983/2/13,0.1,5.9,-5.8
1983/2/14,0.3,7.7,-7.4
1983/2/15,0.1,5.7,-4.4
1983/2/16,3.5,11.0,-5.5
1983/2/17,2.5,4.6,1.4
1983/2/18,4.4,10.3,1.2
1983/2/19,2.0,7.0,-1.9
1983/2/20,1.3,8.3,-5.5
1983/2/21,2.9,7.7,-1.8
1983/2/22,1.5,9.2,-6.2
1983/2/23,3.5,11.0,-4.3
1983/2/24,2.9,5.2,0.5
1983/2/25,5.0,11.9,-0.3
1983/2/26,3.2,10.1,-3.7
1983/2/27,4.8,11.4,-1.2
1983/2/28,4.7,13.1,-3.4
1983/3/1,6.8,15.4,-3.0
1983/3/2,6.5,8.1,5.5
1983/3/3,9.9,16.8,4.6
1983/3/4,5.4,9.7,2.8
1983/3/5,4.7,10.9,-0.4
1983/3/6,3.9,11.0,-2.9
1983/3/7,4.0,8.7,-1.2
1983/3/8,3.0,8.8,-1.6
1983/3/9,3.5,11.2,-5.0
1983/3/10,3.0,6.0,1.1
1983/3/11,7.1,15.1,-0.1
1983/3/12,7.3,14.3,0.4
1983/3/13,7.8,9.9,5.9
1983/3/14,4.9,9.1,-0.5
1983/3/15,5.1,12.5,-3.6
1983/3/16,6.6,12.6,-0.1
1983/3/17,6.4,12.0,3.3
1983/3/18,5.0,7.8,1.8
1983/3/19,5.3,14.3,-3.7
1983/3/20,8.1,16.4,0.3
1983/3/21,6.9,10.6,2.8
1983/3/22,11.7,20.0,4.4
1983/3/23,11.4,15.1,6.2
1983/3/24,10.8,14.1,8.4
1983/3/25,8.2,12.0,6.3
1983/3/26,8.9,14.0,4.6
1983/3/27,7.9,9.3,6.0
1983/3/28,10.6,16.6,6.3
1983/3/29,9.1,11.8,6.1
1983/3/30,7.7,11.1,5.1
1983/3/31,10.1,15.2,5.7
