ダウンロードした時刻：2017/07/24 15:38:41

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1986/1/1,4.7,7.2,1.9
1986/1/2,0.8,3.7,-1.4
1986/1/3,1.0,3.1,-1.8
1986/1/4,4.1,6.0,1.5
1986/1/5,0.2,4.0,-1.4
1986/1/6,0.2,3.1,-2.3
1986/1/7,3.2,6.1,1.1
1986/1/8,3.6,6.2,0.8
1986/1/9,0.8,3.5,-0.6
1986/1/10,1.0,1.6,-0.2
1986/1/11,0.0,1.5,-1.6
1986/1/12,1.3,2.9,-1.4
1986/1/13,0.2,3.5,-2.9
1986/1/14,0.5,1.6,-1.8
1986/1/15,2.4,4.9,-1.7
1986/1/16,0.3,5.5,-4.5
1986/1/17,3.6,7.2,-1.1
1986/1/18,3.1,6.1,1.6
1986/1/19,1.7,5.6,-2.1
1986/1/20,1.8,6.0,-3.1
1986/1/21,0.0,2.5,-1.4
1986/1/22,-1.6,0.7,-3.9
1986/1/23,-1.5,-0.6,-2.5
1986/1/24,-0.5,0.7,-2.4
1986/1/25,-1.2,0.2,-2.2
1986/1/26,-1.0,-0.2,-2.2
1986/1/27,-0.7,0.8,-1.8
1986/1/28,-0.2,3.0,-4.5
1986/1/29,0.8,3.6,-2.5
1986/1/30,0.1,4.8,-5.8
1986/1/31,2.4,4.9,-0.1
1986/2/1,-0.8,2.6,-3.2
1986/2/2,-0.8,3.9,-6.6
1986/2/3,0.1,3.3,-1.5
1986/2/4,-1.0,0.0,-2.5
1986/2/5,-1.8,0.1,-5.0
1986/2/6,-1.2,1.3,-4.3
1986/2/7,-0.1,2.7,-2.3
1986/2/8,-0.2,3.2,-5.3
1986/2/9,-0.4,1.3,-2.3
1986/2/10,-0.6,1.4,-2.2
1986/2/11,0.6,2.5,-2.2
1986/2/12,1.0,3.1,-1.8
1986/2/13,2.9,5.6,-0.8
1986/2/14,4.1,6.4,1.5
1986/2/15,1.6,3.7,0.5
1986/2/16,-0.9,0.8,-2.3
1986/2/17,1.1,3.9,-0.7
1986/2/18,1.2,3.3,-1.7
1986/2/19,2.5,4.4,0.0
1986/2/20,3.1,5.0,1.2
1986/2/21,1.7,3.2,0.8
1986/2/22,1.8,4.9,-0.6
1986/2/23,2.2,6.7,0.4
1986/2/24,0.7,3.3,-0.5
1986/2/25,-0.3,2.1,-1.8
1986/2/26,2.0,5.2,-0.9
1986/2/27,1.2,8.3,-3.3
1986/2/28,0.5,2.6,-1.0
1986/3/1,2.8,5.2,-1.1
1986/3/2,2.1,4.1,-0.9
1986/3/3,1.5,4.3,-1.2
1986/3/4,0.7,3.5,-1.4
1986/3/5,1.8,4.8,-2.1
1986/3/6,3.4,7.2,0.3
1986/3/7,4.1,8.9,-1.6
1986/3/8,5.2,8.3,1.3
1986/3/9,7.3,14.9,-0.8
1986/3/10,7.7,10.9,5.0
1986/3/11,4.9,6.7,3.7
1986/3/12,4.9,7.6,2.5
1986/3/13,5.8,9.5,3.1
1986/3/14,5.7,9.1,2.9
1986/3/15,8.0,11.6,4.7
1986/3/16,6.3,9.3,3.5
1986/3/17,3.8,5.8,1.8
1986/3/18,4.8,7.0,3.1
1986/3/19,7.2,10.0,4.2
1986/3/20,5.2,8.1,2.8
1986/3/21,4.5,7.8,2.9
1986/3/22,5.6,7.9,2.7
1986/3/23,3.3,5.6,1.3
1986/3/24,4.8,7.4,2.5
1986/3/25,5.4,8.2,1.8
1986/3/26,6.5,11.9,0.3
1986/3/27,9.3,15.0,3.2
1986/3/28,6.6,11.3,2.5
1986/3/29,7.5,11.6,4.6
1986/3/30,9.4,16.6,2.5
1986/3/31,7.2,9.1,4.1
1986/4/1,6.3,10.4,2.8
1986/4/2,6.3,12.1,1.8
1986/4/3,8.1,13.0,1.4
1986/4/4,9.8,12.6,7.8
1986/4/5,9.4,12.3,7.4
1986/4/6,7.6,12.2,2.7
1986/4/7,5.8,8.9,2.6
1986/4/8,9.0,15.0,2.7
1986/4/9,12.2,19.0,5.2
1986/4/10,11.5,15.4,8.3
1986/4/11,6.7,10.5,2.3
1986/4/12,7.5,11.6,4.3
1986/4/13,10.3,16.1,3.2
1986/4/14,11.7,15.5,6.9
1986/4/15,12.6,18.2,10.1
1986/4/16,6.8,10.3,2.7
1986/4/17,10.0,16.7,1.4
1986/4/18,14.6,21.8,8.1
1986/4/19,15.9,20.0,9.7
1986/4/20,17.9,22.3,14.5
1986/4/21,12.4,17.1,10.0
1986/4/22,16.4,21.8,9.8
1986/4/23,12.2,14.7,11.2
1986/4/24,12.5,15.9,10.3
1986/4/25,14.9,22.2,8.6
1986/4/26,11.4,12.8,10.1
1986/4/27,16.1,26.4,10.8
1986/4/28,10.2,11.9,8.6
1986/4/29,10.8,13.7,8.5
1986/4/30,12.3,16.8,6.0
1986/5/1,16.0,23.0,9.4
