ダウンロードした時刻：2019/10/10 16:21:39

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/12/1,10.2,17.2,3.9
2004/12/2,12.6,18.8,6.6
2004/12/3,13.1,20.2,6.2
2004/12/4,14.4,16.1,12.7
2004/12/5,12.1,16.6,6.7
2004/12/6,9.1,15.0,4.5
2004/12/7,10.0,14.7,5.0
2004/12/8,9.7,15.8,4.7
2004/12/9,10.6,18.4,3.8
2004/12/10,11.4,17.0,6.0
2004/12/11,11.3,17.7,5.7
2004/12/12,10.6,14.1,5.3
2004/12/13,10.9,16.7,6.5
2004/12/14,9.6,16.6,3.6
2004/12/15,9.9,16.8,3.9
2004/12/16,11.8,18.5,7.9
2004/12/17,10.9,16.6,4.2
2004/12/18,13.1,16.3,9.8
2004/12/19,11.9,15.3,9.2
2004/12/20,11.7,18.4,7.3
2004/12/21,9.0,13.9,4.4
2004/12/22,8.9,12.9,3.3
2004/12/23,9.3,13.3,6.6
2004/12/24,8.0,10.3,5.7
2004/12/25,8.9,12.4,4.0
2004/12/26,6.7,9.6,2.4
2004/12/27,7.3,11.8,3.5
2004/12/28,5.6,11.1,0.1
2004/12/29,5.8,9.8,1.6
2004/12/30,3.5,7.0,-0.7
2004/12/31,3.9,7.2,0.5
2005/1/1,3.1,7.6,-0.9
2005/1/2,3.0,8.2,-2.4
2005/1/3,5.0,8.9,0.0
2005/1/4,7.1,10.2,3.8
2005/1/5,5.4,10.0,1.8
2005/1/6,5.8,8.9,3.0
2005/1/7,6.0,10.9,1.8
2005/1/8,3.8,8.8,-1.2
2005/1/9,2.8,4.8,-0.8
2005/1/10,2.0,4.7,-1.5
2005/1/11,5.9,8.7,1.7
2005/1/12,4.4,8.2,0.0
2005/1/13,3.2,7.7,-1.6
2005/1/14,5.0,10.7,0.4
2005/1/15,4.6,10.3,0.8
2005/1/16,4.1,6.1,0.7
2005/1/17,6.0,10.5,1.1
2005/1/18,4.6,9.8,0.7
2005/1/19,6.0,9.7,2.6
2005/1/20,4.2,7.1,2.3
2005/1/21,3.5,7.6,-0.3
2005/1/22,4.1,8.7,-1.3
2005/1/23,6.3,10.3,3.8
2005/1/24,5.7,8.8,1.5
2005/1/25,6.5,8.3,3.9
2005/1/26,7.0,11.6,4.4
2005/1/27,5.9,8.9,2.6
2005/1/28,8.6,15.2,3.3
2005/1/29,7.7,11.8,3.2
2005/1/30,6.1,9.2,2.9
2005/1/31,3.1,5.9,1.5
2005/2/1,0.3,2.9,-1.8
2005/2/2,1.2,5.3,-1.7
2005/2/3,3.3,8.2,-0.2
2005/2/4,2.7,6.8,-0.9
2005/2/5,4.2,11.3,-1.5
2005/2/6,4.8,9.3,-0.7
2005/2/7,6.2,7.9,4.1
2005/2/8,9.3,12.6,6.7
2005/2/9,8.8,11.6,5.7
2005/2/10,6.8,10.0,2.6
2005/2/11,3.6,9.2,-0.8
2005/2/12,2.6,7.3,-1.7
2005/2/13,3.8,10.1,-0.7
2005/2/14,5.9,10.9,-1.0
2005/2/15,10.1,12.7,7.3
2005/2/16,13.0,16.7,11.0
2005/2/17,10.0,11.4,8.2
2005/2/18,7.1,8.2,6.3
2005/2/19,8.0,12.7,4.5
2005/2/20,2.0,4.6,-0.2
2005/2/21,1.6,5.2,-1.2
2005/2/22,4.3,10.5,-3.0
2005/2/23,9.6,16.1,3.4
2005/2/24,5.5,7.7,3.1
2005/2/25,6.8,11.4,3.6
2005/2/26,3.3,6.2,-0.6
2005/2/27,2.7,9.0,-2.5
2005/2/28,4.9,10.7,-0.2
2005/3/1,5.4,12.1,-0.5
2005/3/2,6.0,11.9,-0.8
2005/3/3,6.7,8.8,5.6
2005/3/4,5.3,9.1,1.7
2005/3/5,3.2,8.1,0.7
2005/3/6,3.6,9.5,-1.7
2005/3/7,6.9,13.9,-0.2
2005/3/8,10.2,16.5,3.0
2005/3/9,13.0,17.9,6.7
2005/3/10,13.9,18.6,10.4
2005/3/11,13.2,19.3,6.5
2005/3/12,4.3,6.5,3.5
2005/3/13,2.7,6.1,-0.3
2005/3/14,5.3,10.6,0.5
2005/3/15,7.7,11.6,3.3
2005/3/16,13.1,19.5,5.7
2005/3/17,13.1,17.0,9.2
2005/3/18,9.0,11.8,4.0
2005/3/19,7.8,15.3,1.0
2005/3/20,8.8,15.1,5.0
2005/3/21,10.5,18.1,2.1
2005/3/22,12.6,16.9,9.3
2005/3/23,10.9,14.6,7.3
2005/3/24,6.3,8.8,3.7
2005/3/25,7.2,12.2,2.4
2005/3/26,10.0,15.0,3.8
2005/3/27,10.5,11.7,8.9
2005/3/28,13.3,16.3,10.5
2005/3/29,10.9,16.0,5.6
2005/3/30,9.8,17.2,2.8
2005/3/31,11.7,19.4,4.4
