ダウンロードした時刻：2019/10/10 15:45:46

,富山,富山,富山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2014/12/1,13.4,19.0,6.4
2014/12/2,3.9,6.9,2.3
2014/12/3,5.3,8.7,2.4
2014/12/4,6.2,8.0,3.9
2014/12/5,2.4,6.6,0.1
2014/12/6,0.9,2.5,0.1
2014/12/7,1.6,3.9,0.3
2014/12/8,3.6,7.1,1.1
2014/12/9,3.3,6.1,0.6
2014/12/10,3.1,10.0,-0.6
2014/12/11,9.0,12.2,6.3
2014/12/12,4.0,6.4,1.2
2014/12/13,1.7,4.0,0.4
2014/12/14,0.8,1.7,0.2
2014/12/15,1.8,4.2,0.5
2014/12/16,4.6,7.1,1.4
2014/12/17,0.6,3.3,-1.2
2014/12/18,0.3,2.2,-1.5
2014/12/19,2.3,7.0,0.0
2014/12/20,5.8,10.0,0.4
2014/12/21,3.6,5.8,1.1
2014/12/22,1.2,3.3,0.4
2014/12/23,3.0,7.2,0.8
2014/12/24,5.2,7.4,2.8
2014/12/25,1.8,4.2,0.4
2014/12/26,1.0,3.3,0.2
2014/12/27,1.3,5.7,-1.5
2014/12/28,2.0,7.9,-3.3
2014/12/29,4.3,6.6,2.7
2014/12/30,4.6,6.4,2.4
2014/12/31,5.2,9.7,0.6
2015/1/1,-0.6,1.2,-1.5
2015/1/2,0.3,2.9,-2.4
2015/1/3,1.1,4.0,-1.5
2015/1/4,3.1,4.6,2.3
2015/1/5,4.0,8.1,1.6
2015/1/6,6.5,10.2,0.4
2015/1/7,0.6,1.4,-0.4
2015/1/8,1.1,3.1,0.2
2015/1/9,1.6,3.3,0.4
2015/1/10,1.9,4.7,0.4
2015/1/11,1.9,4.3,0.3
2015/1/12,1.2,4.0,-0.8
2015/1/13,2.8,7.2,-0.1
2015/1/14,2.9,7.2,-1.5
2015/1/15,2.8,4.6,1.6
2015/1/16,3.7,7.2,0.2
2015/1/17,1.3,6.8,-1.8
2015/1/18,2.5,7.3,-1.3
2015/1/19,4.3,7.5,2.6
2015/1/20,2.6,5.9,0.0
2015/1/21,2.8,7.1,-0.9
2015/1/22,4.5,6.4,1.1
2015/1/23,4.6,7.9,1.4
2015/1/24,4.9,10.3,0.8
2015/1/25,5.9,9.6,2.8
2015/1/26,8.1,13.5,2.1
2015/1/27,5.4,9.4,0.1
2015/1/28,0.7,4.1,-1.1
2015/1/29,1.7,5.3,-0.9
2015/1/30,2.2,3.5,0.7
2015/1/31,1.2,4.1,-1.3
2015/2/1,-0.2,1.4,-1.7
2015/2/2,1.6,4.5,-0.2
2015/2/3,2.8,7.8,-0.1
2015/2/4,3.5,8.6,-0.5
2015/2/5,3.7,8.8,-0.7
2015/2/6,3.6,7.1,1.6
2015/2/7,4.4,10.1,0.0
2015/2/8,4.6,9.0,-1.9
2015/2/9,-2.0,-1.0,-3.3
2015/2/10,0.1,2.2,-1.8
2015/2/11,4.2,6.6,1.3
2015/2/12,3.8,8.0,1.0
2015/2/13,-0.2,2.0,-1.9
2015/2/14,1.4,4.1,-1.1
2015/2/15,3.0,7.7,-0.9
2015/2/16,1.8,5.9,-2.8
2015/2/17,3.5,5.4,1.1
2015/2/18,4.8,8.7,2.4
2015/2/19,3.9,7.2,1.8
2015/2/20,3.7,7.7,1.3
2015/2/21,5.5,10.0,0.2
2015/2/22,13.5,18.5,8.9
2015/2/23,10.0,12.9,4.2
2015/2/24,6.5,11.5,2.3
2015/2/25,5.3,8.7,2.3
2015/2/26,7.0,13.8,1.8
2015/2/27,3.3,7.8,1.2
2015/2/28,3.4,6.9,0.2
2015/3/1,4.6,8.0,2.7
2015/3/2,4.7,8.9,1.4
2015/3/3,4.7,8.7,-0.1
2015/3/4,5.7,10.6,2.7
2015/3/5,3.4,7.1,0.7
2015/3/6,4.3,8.4,1.5
2015/3/7,5.6,10.2,0.5
2015/3/8,7.6,11.6,5.1
2015/3/9,7.3,11.3,3.3
2015/3/10,1.6,6.3,-1.5
2015/3/11,0.9,3.1,-1.6
2015/3/12,2.5,5.7,0.4
2015/3/13,3.6,6.9,1.0
2015/3/14,4.0,9.3,0.3
2015/3/15,6.8,13.3,-0.5
2015/3/16,9.2,14.2,4.1
2015/3/17,12.7,22.0,3.5
2015/3/18,10.7,15.4,6.8
2015/3/19,10.1,11.4,9.0
2015/3/20,10.0,14.3,7.3
2015/3/21,9.5,14.7,4.4
2015/3/22,11.3,19.2,4.9
2015/3/23,4.4,7.5,0.7
2015/3/24,2.1,3.9,0.6
2015/3/25,4.1,8.4,0.8
2015/3/26,6.2,13.3,0.2
2015/3/27,9.7,18.7,1.9
2015/3/28,12.3,21.1,4.7
2015/3/29,12.3,16.5,7.8
2015/3/30,10.5,17.2,5.3
2015/3/31,16.0,25.4,4.9
