ダウンロードした時刻：2019/10/10 16:05:07

,鳥取,鳥取,鳥取
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2002/12/1,10.0,15.4,5.0
2002/12/2,10.0,13.0,6.5
2002/12/3,11.2,15.0,7.0
2002/12/4,12.8,16.5,9.5
2002/12/5,12.2,17.4,9.4
2002/12/6,8.2,10.2,5.8
2002/12/7,6.5,9.2,2.6
2002/12/8,5.6,8.8,4.2
2002/12/9,5.5,11.6,2.3
2002/12/10,1.2,4.0,-0.3
2002/12/11,1.4,3.8,-0.6
2002/12/12,3.1,7.4,0.1
2002/12/13,1.1,3.7,0.2
2002/12/14,3.6,8.4,0.9
2002/12/15,6.1,14.4,1.6
2002/12/16,10.5,14.9,2.8
2002/12/17,7.5,11.3,2.0
2002/12/18,6.7,11.8,1.3
2002/12/19,8.4,11.3,6.4
2002/12/20,7.1,8.5,3.0
2002/12/21,4.9,6.5,2.8
2002/12/22,7.7,10.6,5.6
2002/12/23,6.5,10.0,3.6
2002/12/24,6.7,11.5,1.0
2002/12/25,6.2,10.9,2.2
2002/12/26,2.7,5.2,0.5
2002/12/27,2.4,4.9,0.5
2002/12/28,4.1,8.5,0.6
2002/12/29,4.2,6.6,2.6
2002/12/30,5.2,11.5,1.0
2002/12/31,4.0,6.9,2.6
2003/1/1,3.7,8.7,0.5
2003/1/2,3.3,5.6,1.5
2003/1/3,4.3,7.1,-0.2
2003/1/4,2.5,5.5,-0.8
2003/1/5,-0.5,1.8,-2.2
2003/1/6,0.7,4.1,-1.5
2003/1/7,1.6,7.2,-3.1
2003/1/8,2.3,8.7,-0.9
2003/1/9,3.5,10.8,-2.1
2003/1/10,4.7,7.5,2.2
2003/1/11,5.4,9.5,2.5
2003/1/12,5.2,11.4,1.3
2003/1/13,7.2,11.9,1.4
2003/1/14,6.7,11.5,1.1
2003/1/15,1.7,4.8,-1.4
2003/1/16,2.8,7.1,-2.4
2003/1/17,6.8,13.1,1.3
2003/1/18,5.9,8.9,3.7
2003/1/19,6.1,10.7,3.0
2003/1/20,4.5,7.1,1.2
2003/1/21,1.6,5.8,0.5
2003/1/22,3.3,6.2,0.6
2003/1/23,4.9,8.7,2.9
2003/1/24,3.1,4.6,0.5
2003/1/25,4.6,6.6,2.0
2003/1/26,4.2,9.0,-0.5
2003/1/27,10.0,12.5,4.8
2003/1/28,2.6,6.1,0.2
2003/1/29,-3.1,0.2,-5.5
2003/1/30,0.2,3.6,-3.5
2003/1/31,1.5,4.3,-0.9
2003/2/1,2.4,5.1,0.8
2003/2/2,2.9,4.7,0.7
2003/2/3,2.4,6.1,0.7
2003/2/4,3.2,8.0,-1.0
2003/2/5,2.4,4.5,0.4
2003/2/6,3.4,7.2,0.0
2003/2/7,4.8,12.7,-1.7
2003/2/8,7.7,12.5,1.7
2003/2/9,9.2,13.5,2.3
2003/2/10,6.4,13.8,0.5
2003/2/11,6.6,9.0,3.7
2003/2/12,4.0,6.8,1.9
2003/2/13,3.8,6.8,1.7
2003/2/14,4.5,10.3,0.6
2003/2/15,6.4,13.0,0.9
2003/2/16,6.9,8.8,5.6
2003/2/17,5.9,11.0,0.9
2003/2/18,4.7,12.4,-0.4
2003/2/19,6.7,11.0,3.5
2003/2/20,4.6,6.5,2.4
2003/2/21,5.2,8.9,2.8
2003/2/22,5.6,7.1,3.1
2003/2/23,5.9,7.3,3.3
2003/2/24,4.8,6.9,3.1
2003/2/25,5.5,10.6,1.4
2003/2/26,6.7,11.8,0.9
2003/2/27,5.6,8.1,3.9
2003/2/28,6.1,12.3,-0.6
2003/3/1,9.0,10.6,7.1
2003/3/2,9.5,14.7,6.2
2003/3/3,7.4,12.3,0.4
2003/3/4,2.4,4.9,0.1
2003/3/5,2.1,6.1,-0.4
2003/3/6,4.2,8.5,-0.5
2003/3/7,6.9,9.8,5.2
2003/3/8,4.9,6.3,2.9
2003/3/9,3.9,7.2,0.7
2003/3/10,3.4,5.5,1.8
2003/3/11,4.4,7.3,1.4
2003/3/12,4.7,8.1,1.6
2003/3/13,4.4,10.1,-0.7
2003/3/14,5.8,12.8,-0.7
2003/3/15,6.3,9.5,4.2
2003/3/16,5.3,9.2,0.8
2003/3/17,8.3,12.6,5.9
2003/3/18,5.6,9.7,0.0
2003/3/19,4.6,10.1,-0.9
2003/3/20,5.1,11.5,-0.1
2003/3/21,5.5,12.1,0.0
2003/3/22,5.9,11.9,2.3
2003/3/23,7.1,14.8,-0.5
2003/3/24,11.6,19.6,4.6
2003/3/25,10.6,15.4,6.9
2003/3/26,10.6,17.3,5.8
2003/3/27,12.5,18.8,7.0
2003/3/28,9.4,14.1,5.1
2003/3/29,8.3,12.9,1.8
2003/3/30,9.9,20.5,0.5
2003/3/31,12.6,19.0,6.0
