ダウンロードした時刻：2017/07/24 15:36:51

,新庄,新庄,新庄
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/1/1,-2.3,-0.5,-3.8
1999/1/2,-0.6,0.4,-1.9
1999/1/3,-1.2,0.2,-2.6
1999/1/4,-2.4,0.2,-7.8
1999/1/5,-3.3,-0.2,-8.5
1999/1/6,1.2,3.5,-1.1
1999/1/7,0.1,2.8,-3.6
1999/1/8,-4.9,-3.6,-5.6
1999/1/9,-4.0,-2.6,-5.9
1999/1/10,-2.5,-1.6,-3.4
1999/1/11,-1.8,0.2,-3.6
1999/1/12,-0.1,1.1,-1.4
1999/1/13,0.5,2.9,-1.2
1999/1/14,-1.1,1.0,-2.8
1999/1/15,-0.1,1.7,-1.7
1999/1/16,0.2,3.0,-2.3
1999/1/17,-0.8,1.7,-3.4
1999/1/18,-1.4,3.7,-5.4
1999/1/19,0.5,3.7,-3.7
1999/1/20,1.2,4.8,-2.2
1999/1/21,-2.0,-0.5,-3.8
1999/1/22,0.2,2.8,-2.7
1999/1/23,2.0,5.3,-0.6
1999/1/24,-0.1,4.6,-4.9
1999/1/25,1.2,5.9,-5.4
1999/1/26,1.7,4.8,-0.2
1999/1/27,1.1,6.2,-2.8
1999/1/28,-0.4,2.3,-4.7
1999/1/29,-4.0,-2.1,-6.1
1999/1/30,-5.0,-2.2,-14.5
1999/1/31,-1.3,1.8,-5.8
1999/2/1,-0.3,1.2,-2.2
1999/2/2,-4.5,-1.1,-9.3
1999/2/3,-5.6,-2.9,-8.1
1999/2/4,-6.7,-0.1,-16.8
1999/2/5,-4.7,-0.8,-10.9
1999/2/6,-2.1,0.1,-3.6
1999/2/7,0.6,4.0,-5.0
1999/2/8,0.6,3.7,-2.3
1999/2/9,-0.2,3.9,-6.0
1999/2/10,-1.1,0.7,-3.3
1999/2/11,-2.7,-0.6,-5.2
1999/2/12,-0.3,2.2,-3.6
1999/2/13,-3.9,-2.1,-5.6
1999/2/14,-3.3,0.0,-5.5
1999/2/15,-0.9,2.2,-4.3
1999/2/16,-0.4,4.7,-5.4
1999/2/17,2.6,11.6,-2.3
1999/2/18,4.8,9.5,0.5
1999/2/19,-1.1,0.7,-4.1
1999/2/20,-2.9,-0.1,-6.1
1999/2/21,-2.7,-0.7,-5.2
1999/2/22,,,-2.8
1999/2/23,0.2,3.9,-2.7
1999/2/24,-1.2,3.6,-8.9
1999/2/25,2.5,5.8,0.3
1999/2/26,4.0,8.0,1.2
1999/2/27,0.4,7.4,-4.8
1999/2/28,-2.2,0.4,-5.0
1999/3/1,2.1,6.6,-2.8
1999/3/2,1.9,5.1,0.1
1999/3/3,2.0,8.7,-3.9
1999/3/4,4.9,10.1,-1.1
1999/3/5,3.5,9.9,-3.8
1999/3/6,0.4,4.4,-3.8
1999/3/7,-0.8,2.9,-3.9
1999/3/8,1.2,4.9,-2.9
1999/3/9,0.7,4.0,-2.4
1999/3/10,1.2,6.6,-3.2
1999/3/11,1.1,3.9,-2.2
1999/3/12,-1.7,2.0,-6.0
1999/3/13,-0.3,9.8,-9.9
1999/3/14,2.6,10.2,-5.4
1999/3/15,3.3,7.1,1.4
1999/3/16,5.4,9.5,1.9
1999/3/17,6.2,12.1,1.8
1999/3/18,6.2,17.6,-0.2
1999/3/19,5.2,9.5,2.7
1999/3/20,2.2,4.1,-1.0
1999/3/21,0.6,4.7,-3.4
1999/3/22,0.3,2.1,-1.6
1999/3/23,-0.8,3.1,-4.9
1999/3/24,0.0,10.1,-8.6
1999/3/25,3.7,12.1,-2.0
1999/3/26,7.1,16.4,-0.6
1999/3/27,4.9,6.6,0.7
1999/3/28,1.2,6.1,-2.0
1999/3/29,-2.1,0.9,-4.1
1999/3/30,0.2,5.0,-3.0
1999/3/31,0.3,4.1,-3.6
1999/4/1,5.5,11.5,0.6
1999/4/2,6.2,11.3,2.8
1999/4/3,2.2,6.5,0.2
1999/4/4,5.7,12.7,0.4
1999/4/5,4.5,13.6,-0.8
1999/4/6,3.1,7.9,-1.5
1999/4/7,3.0,6.3,0.2
1999/4/8,3.0,5.9,0.3
1999/4/9,5.3,12.9,-0.4
1999/4/10,5.4,11.4,-1.4
1999/4/11,12.0,17.6,5.7
1999/4/12,14.4,18.8,9.9
1999/4/13,11.3,13.2,9.4
1999/4/14,8.8,10.9,6.6
1999/4/15,6.9,11.6,0.2
1999/4/16,8.6,20.0,-1.4
1999/4/17,10.6,17.1,2.4
1999/4/18,10.7,19.2,0.5
1999/4/19,14.1,16.8,11.6
1999/4/20,13.3,21.1,9.6
1999/4/21,9.7,17.2,2.9
1999/4/22,11.0,23.4,-0.6
1999/4/23,14.9,25.2,4.4
1999/4/24,14.9,17.5,12.9
1999/4/25,14.9,17.3,12.4
1999/4/26,14.8,19.4,12.6
1999/4/27,13.7,17.3,12.1
1999/4/28,11.2,15.0,8.1
1999/4/29,8.5,14.0,2.9
1999/4/30,8.9,16.6,2.8
1999/5/1,11.3,22.0,0.7
