ダウンロードした時刻：2019/10/10 15:59:12

,東京,東京,東京
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1995/12/1,9.3,13.1,5.6
1995/12/2,9.9,15.4,3.8
1995/12/3,10.7,14.5,7.5
1995/12/4,10.9,14.6,8.3
1995/12/5,9.5,13.2,6.3
1995/12/6,9.0,14.5,3.8
1995/12/7,8.9,13.4,6.2
1995/12/8,7.6,11.7,4.9
1995/12/9,6.6,10.9,2.9
1995/12/10,6.5,11.0,2.3
1995/12/11,8.8,14.5,2.9
1995/12/12,9.8,14.7,5.4
1995/12/13,9.6,14.1,6.2
1995/12/14,9.7,13.2,6.5
1995/12/15,9.9,16.7,5.3
1995/12/16,7.1,10.4,4.7
1995/12/17,6.6,12.0,2.0
1995/12/18,7.7,11.3,4.6
1995/12/19,6.8,9.3,5.1
1995/12/20,7.1,9.9,4.1
1995/12/21,7.3,13.3,2.3
1995/12/22,8.8,12.0,4.9
1995/12/23,9.0,15.1,2.9
1995/12/24,9.2,14.9,6.1
1995/12/25,3.8,7.0,1.0
1995/12/26,2.3,5.0,0.2
1995/12/27,3.5,7.5,-0.6
1995/12/28,4.6,9.1,0.5
1995/12/29,4.6,7.8,2.1
1995/12/30,6.7,13.4,1.4
1995/12/31,6.5,10.5,2.0
1996/1/1,6.2,10.6,1.9
1996/1/2,5.8,9.4,2.0
1996/1/3,8.3,15.6,2.6
1996/1/4,6.1,9.5,4.0
1996/1/5,6.9,11.9,2.1
1996/1/6,8.3,12.3,5.7
1996/1/7,8.1,11.5,4.2
1996/1/8,8.9,15.4,3.0
1996/1/9,2.9,5.3,0.6
1996/1/10,4.9,10.3,0.0
1996/1/11,7.7,12.1,2.7
1996/1/12,7.7,11.8,3.3
1996/1/13,8.5,12.6,5.5
1996/1/14,8.6,13.9,2.3
1996/1/15,16.1,19.9,13.2
1996/1/16,13.0,17.4,8.0
1996/1/17,7.2,8.5,5.0
1996/1/18,6.4,8.9,4.1
1996/1/19,3.5,5.3,2.0
1996/1/20,2.4,4.1,0.8
1996/1/21,5.6,8.9,2.5
1996/1/22,6.4,8.3,4.7
1996/1/23,6.7,10.6,3.4
1996/1/24,4.3,8.2,1.3
1996/1/25,4.1,7.2,0.4
1996/1/26,3.6,6.2,2.0
1996/1/27,4.6,8.9,1.0
1996/1/28,5.5,9.3,0.3
1996/1/29,7.2,11.7,1.1
1996/1/30,5.5,10.5,1.7
1996/1/31,3.3,6.6,-0.4
1996/2/1,3.3,6.1,0.1
1996/2/2,0.7,3.8,-1.0
1996/2/3,3.6,8.9,-1.5
1996/2/4,4.6,7.8,0.9
1996/2/5,7.0,11.3,2.2
1996/2/6,5.5,9.4,3.5
1996/2/7,6.0,9.6,3.3
1996/2/8,5.8,8.8,2.0
1996/2/9,5.4,11.1,1.3
1996/2/10,3.6,7.2,1.3
1996/2/11,5.4,9.9,0.1
1996/2/12,7.3,13.0,1.5
1996/2/13,9.9,15.1,2.9
1996/2/14,13.3,20.9,5.2
1996/2/15,11.5,14.7,7.2
1996/2/16,3.2,7.4,0.9
1996/2/17,0.7,2.0,-0.2
1996/2/18,1.2,2.8,-0.2
1996/2/19,2.3,4.5,0.2
1996/2/20,2.8,8.7,-0.4
1996/2/21,3.2,7.6,0.0
1996/2/22,3.6,7.5,-0.4
1996/2/23,5.3,9.5,0.9
1996/2/24,5.6,10.3,1.4
1996/2/25,5.0,9.2,1.4
1996/2/26,7.4,10.9,1.4
1996/2/27,7.2,9.1,5.8
1996/2/28,8.5,13.3,4.7
1996/2/29,8.5,12.4,3.9
1996/3/1,8.3,13.7,4.8
1996/3/2,7.3,11.5,4.0
1996/3/3,5.7,9.6,2.5
1996/3/4,6.8,11.5,1.5
1996/3/5,4.6,8.1,2.3
1996/3/6,5.9,10.7,0.7
1996/3/7,6.5,10.7,2.6
1996/3/8,5.2,7.9,2.6
1996/3/9,8.5,13.1,4.2
1996/3/10,7.6,11.7,3.9
1996/3/11,8.2,12.7,4.0
1996/3/12,5.7,9.4,3.3
1996/3/13,7.2,11.4,2.5
1996/3/14,10.1,15.0,4.9
1996/3/15,9.0,11.5,6.7
1996/3/16,12.2,17.2,8.1
1996/3/17,12.0,13.5,10.0
1996/3/18,10.9,15.2,5.7
1996/3/19,7.7,10.0,4.9
1996/3/20,7.4,10.1,4.6
1996/3/21,10.8,15.9,5.7
1996/3/22,11.6,16.5,8.7
1996/3/23,9.9,13.4,6.6
1996/3/24,7.9,11.7,4.8
1996/3/25,9.2,12.5,6.2
1996/3/26,12.4,15.6,10.2
1996/3/27,10.8,14.9,7.4
1996/3/28,11.8,17.3,8.5
1996/3/29,10.5,13.5,7.6
1996/3/30,14.1,18.4,9.1
1996/3/31,18.0,23.1,12.2
