ダウンロードした時刻：2019/10/10 15:36:57

,盛岡,盛岡,盛岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1988/12/1,2.5,5.8,-0.5
1988/12/2,2.3,5.2,0.1
1988/12/3,2.7,9.7,-1.9
1988/12/4,3.7,9.0,-2.5
1988/12/5,3.4,7.1,-0.9
1988/12/6,1.7,4.4,-1.7
1988/12/7,6.6,9.3,3.4
1988/12/8,9.6,13.7,6.7
1988/12/9,6.5,9.7,3.3
1988/12/10,1.0,4.4,-1.4
1988/12/11,-0.1,1.4,-1.3
1988/12/12,2.0,5.5,-2.6
1988/12/13,5.2,11.5,2.0
1988/12/14,4.9,8.0,2.3
1988/12/15,0.2,4.7,-1.4
1988/12/16,-1.4,0.9,-3.1
1988/12/17,-2.0,0.1,-4.6
1988/12/18,2.4,5.6,-1.8
1988/12/19,1.2,2.9,-0.6
1988/12/20,0.4,3.5,-2.8
1988/12/21,-1.1,1.4,-3.1
1988/12/22,-1.8,0.8,-3.3
1988/12/23,1.3,3.6,-2.1
1988/12/24,0.6,2.3,-1.9
1988/12/25,-0.3,1.7,-2.1
1988/12/26,-1.1,1.6,-2.5
1988/12/27,-1.7,2.3,-4.3
1988/12/28,-3.5,-0.7,-6.0
1988/12/29,-2.4,0.4,-5.4
1988/12/30,-0.5,2.6,-4.3
1988/12/31,1.1,6.2,-4.3
1989/1/1,0.6,3.5,-1.1
1989/1/2,2.0,6.2,-1.8
1989/1/3,1.1,6.2,-1.4
1989/1/4,-0.9,1.9,-3.6
1989/1/5,-0.5,1.7,-3.8
1989/1/6,1.8,5.1,-2.9
1989/1/7,-0.5,4.7,-5.8
1989/1/8,3.7,7.8,0.4
1989/1/9,4.4,8.9,-0.2
1989/1/10,5.3,9.1,2.0
1989/1/11,4.9,11.0,1.7
1989/1/12,-0.3,1.7,-2.0
1989/1/13,-1.6,1.5,-3.9
1989/1/14,-1.9,1.2,-5.0
1989/1/15,-5.5,-0.1,-9.2
1989/1/16,-3.8,1.4,-11.4
1989/1/17,-1.3,3.7,-5.8
1989/1/18,-2.2,4.2,-8.7
1989/1/19,0.0,1.8,-3.3
1989/1/20,1.7,2.3,1.1
1989/1/21,2.2,6.3,-0.5
1989/1/22,-2.3,0.8,-5.6
1989/1/23,-3.5,0.0,-8.3
1989/1/24,0.0,2.1,-2.9
1989/1/25,-2.8,1.5,-7.8
1989/1/26,-3.1,2.0,-11.1
1989/1/27,0.8,5.6,-2.5
1989/1/28,-3.9,-1.0,-5.9
1989/1/29,-2.2,0.5,-6.0
1989/1/30,-0.4,4.1,-4.9
1989/1/31,-0.8,4.1,-8.2
1989/2/1,1.1,4.2,-2.3
1989/2/2,-2.0,1.4,-5.2
1989/2/3,-3.6,-0.4,-6.9
1989/2/4,-1.3,2.4,-7.1
1989/2/5,1.6,4.6,-1.1
1989/2/6,3.0,7.1,0.0
1989/2/7,2.4,6.6,-0.2
1989/2/8,2.9,5.8,-0.6
1989/2/9,1.5,4.8,-0.5
1989/2/10,0.5,5.2,-1.4
1989/2/11,-0.7,3.4,-3.4
1989/2/12,-0.9,4.2,-4.1
1989/2/13,-1.1,4.8,-6.5
1989/2/14,1.0,6.7,-4.0
1989/2/15,1.8,9.1,-7.0
1989/2/16,6.5,10.2,3.7
1989/2/17,3.3,7.9,-0.2
1989/2/18,0.0,2.2,-2.1
1989/2/19,0.4,6.4,-5.5
1989/2/20,2.2,5.7,-3.7
1989/2/21,1.7,5.5,-3.5
1989/2/22,-1.9,3.4,-6.6
1989/2/23,-1.3,4.9,-6.6
1989/2/24,0.2,5.2,-5.2
1989/2/25,0.2,5.1,-4.6
1989/2/26,-0.5,1.5,-2.2
1989/2/27,-0.2,4.1,-3.5
1989/2/28,3.8,7.0,-2.5
1989/3/1,4.5,10.6,-1.3
1989/3/2,1.7,9.1,-4.4
1989/3/3,3.6,7.4,-1.3
1989/3/4,8.0,10.3,5.2
1989/3/5,3.8,7.2,0.5
1989/3/6,1.4,6.5,-2.3
1989/3/7,1.2,7.9,-5.1
1989/3/8,0.5,6.1,-2.4
1989/3/9,0.3,5.5,-5.0
1989/3/10,1.8,6.8,-2.2
1989/3/11,3.0,11.6,0.4
1989/3/12,5.2,11.5,-1.3
1989/3/13,7.0,13.4,1.6
1989/3/14,8.2,14.1,4.7
1989/3/15,5.7,9.9,3.0
1989/3/16,4.1,8.8,-0.9
1989/3/17,2.8,6.9,-0.6
1989/3/18,2.0,6.2,0.3
1989/3/19,3.1,6.0,0.2
1989/3/20,5.2,11.6,-1.7
1989/3/21,3.8,7.0,1.9
1989/3/22,2.7,5.4,1.0
1989/3/23,4.8,9.8,0.4
1989/3/24,3.4,5.6,0.4
1989/3/25,3.9,9.5,0.2
1989/3/26,5.1,10.9,-0.9
1989/3/27,4.3,10.9,-3.9
1989/3/28,4.7,8.0,3.0
1989/3/29,4.3,10.5,-0.4
1989/3/30,5.9,13.1,-2.1
1989/3/31,6.9,12.7,-0.5
