ダウンロードした時刻：2019/10/10 16:25:07

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,17.0,22.1,12.0
1998/12/2,16.5,19.9,14.3
1998/12/3,13.2,14.6,11.8
1998/12/4,14.3,19.1,9.8
1998/12/5,13.3,18.4,9.7
1998/12/6,12.6,16.8,7.4
1998/12/7,14.4,17.9,12.2
1998/12/8,10.0,12.6,5.4
1998/12/9,7.9,11.3,4.6
1998/12/10,8.4,13.7,3.7
1998/12/11,9.1,14.3,5.2
1998/12/12,9.7,15.8,4.2
1998/12/13,12.3,17.3,8.6
1998/12/14,12.9,16.9,7.4
1998/12/15,13.0,16.9,10.6
1998/12/16,11.8,15.4,9.5
1998/12/17,11.6,18.5,5.8
1998/12/18,12.3,19.1,5.9
1998/12/19,15.9,22.0,12.2
1998/12/20,14.3,19.6,11.8
1998/12/21,13.7,17.7,10.4
1998/12/22,13.4,21.0,6.6
1998/12/23,12.6,17.5,9.1
1998/12/24,11.6,15.8,8.3
1998/12/25,10.6,15.8,7.1
1998/12/26,11.7,17.2,7.4
1998/12/27,10.8,15.5,8.0
1998/12/28,10.6,17.0,6.2
1998/12/29,10.8,17.2,4.0
1998/12/30,10.5,15.2,6.3
1998/12/31,8.4,12.3,3.4
1999/1/1,7.2,12.2,1.3
1999/1/2,9.6,13.3,6.3
1999/1/3,10.2,15.2,5.8
1999/1/4,10.0,16.4,4.9
1999/1/5,11.2,18.1,4.7
1999/1/6,12.7,19.6,7.1
1999/1/7,8.9,12.3,5.5
1999/1/8,5.1,8.2,3.6
1999/1/9,4.9,6.9,3.7
1999/1/10,5.9,8.2,3.2
1999/1/11,7.1,9.9,3.5
1999/1/12,7.2,8.2,6.6
1999/1/13,7.6,11.3,4.5
1999/1/14,7.6,11.1,2.4
1999/1/15,6.7,8.5,3.6
1999/1/16,7.2,11.2,2.7
1999/1/17,8.0,12.0,2.6
1999/1/18,9.8,14.3,3.6
1999/1/19,13.4,17.1,11.2
1999/1/20,10.2,14.8,7.5
1999/1/21,7.1,11.7,2.7
1999/1/22,7.0,13.4,0.5
1999/1/23,11.8,15.8,5.2
1999/1/24,14.9,18.0,12.6
1999/1/25,13.2,17.7,10.5
1999/1/26,10.6,15.4,7.2
1999/1/27,10.5,15.7,3.7
1999/1/28,12.5,18.4,7.4
1999/1/29,8.3,14.3,3.7
1999/1/30,6.9,12.8,2.8
1999/1/31,8.7,11.5,5.1
1999/2/1,11.0,13.9,7.8
1999/2/2,8.3,13.7,4.2
1999/2/3,3.0,6.4,0.7
1999/2/4,3.8,9.1,-1.0
1999/2/5,6.3,11.6,1.9
1999/2/6,7.1,13.7,1.7
1999/2/7,9.2,16.5,2.8
1999/2/8,9.6,16.5,4.5
1999/2/9,9.3,16.9,3.2
1999/2/10,11.4,18.3,5.0
1999/2/11,9.9,13.3,7.2
1999/2/12,6.4,9.7,4.1
1999/2/13,5.7,10.5,3.1
1999/2/14,7.0,14.8,0.6
1999/2/15,9.4,15.4,3.3
1999/2/16,10.5,14.0,5.5
1999/2/17,13.4,18.1,6.4
1999/2/18,14.1,17.6,11.7
1999/2/19,7.8,12.1,3.3
1999/2/20,5.5,11.3,3.2
1999/2/21,5.6,10.0,3.2
1999/2/22,7.0,13.4,1.7
1999/2/23,9.7,14.5,2.7
1999/2/24,15.2,19.8,11.9
1999/2/25,13.4,18.6,8.2
1999/2/26,14.8,20.1,10.1
1999/2/27,11.4,18.0,5.2
1999/2/28,8.3,15.2,2.7
1999/3/1,11.2,17.7,7.2
1999/3/2,12.4,19.8,5.5
1999/3/3,14.8,19.4,11.3
1999/3/4,13.6,14.9,10.5
1999/3/5,16.9,22.2,13.9
1999/3/6,16.3,21.8,10.3
1999/3/7,16.0,22.0,10.7
1999/3/8,12.5,15.6,9.7
1999/3/9,11.8,14.7,10.0
1999/3/10,11.2,13.8,8.5
1999/3/11,10.6,15.8,7.1
1999/3/12,12.5,15.8,9.9
1999/3/13,14.6,17.7,12.1
1999/3/14,17.9,19.4,16.7
1999/3/15,16.9,20.3,12.0
1999/3/16,15.4,21.6,11.1
1999/3/17,16.4,21.8,9.9
1999/3/18,19.3,22.0,16.2
1999/3/19,19.3,22.7,16.7
1999/3/20,13.7,16.8,11.3
1999/3/21,12.3,13.5,11.3
1999/3/22,9.5,14.6,5.9
1999/3/23,12.3,16.9,6.8
1999/3/24,15.7,18.3,13.8
1999/3/25,17.8,19.8,16.1
1999/3/26,18.9,22.7,16.8
1999/3/27,16.4,19.7,10.6
1999/3/28,13.6,19.5,9.6
1999/3/29,10.8,13.6,8.6
1999/3/30,11.3,14.0,8.7
1999/3/31,16.2,21.3,11.2
