ダウンロードした時刻：2017/07/24 15:44:57

,和歌山,和歌山,和歌山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1990/1/1,7.0,9.5,3.8
1990/1/2,6.8,11.8,3.4
1990/1/3,5.9,8.8,3.0
1990/1/4,4.5,8.2,1.3
1990/1/5,5.2,11.2,-0.5
1990/1/6,6.7,11.4,2.2
1990/1/7,6.2,8.8,5.0
1990/1/8,5.7,10.0,2.5
1990/1/9,9.6,14.4,2.6
1990/1/10,14.5,19.0,10.0
1990/1/11,8.5,11.3,4.8
1990/1/12,7.5,10.9,3.6
1990/1/13,6.5,9.9,3.0
1990/1/14,5.3,10.2,0.6
1990/1/15,6.5,8.9,3.8
1990/1/16,5.0,7.6,1.0
1990/1/17,6.7,10.3,2.3
1990/1/18,9.9,14.9,1.8
1990/1/19,9.7,13.3,7.6
1990/1/20,4.9,7.7,2.6
1990/1/21,3.7,8.0,0.9
1990/1/22,5.2,9.7,-0.5
1990/1/23,4.1,6.0,1.5
1990/1/24,1.4,5.8,-0.3
1990/1/25,1.7,4.2,-0.3
1990/1/26,2.6,6.1,-0.1
1990/1/27,3.7,6.7,1.3
1990/1/28,3.9,8.3,-1.4
1990/1/29,10.7,16.4,4.5
1990/1/30,6.9,10.0,4.5
1990/1/31,2.9,4.5,1.7
1990/2/1,3.9,5.5,1.3
1990/2/2,5.2,9.6,2.3
1990/2/3,4.8,6.8,2.4
1990/2/4,5.7,7.0,3.1
1990/2/5,7.0,11.4,3.8
1990/2/6,5.6,7.4,2.4
1990/2/7,8.8,13.3,6.2
1990/2/8,6.6,9.0,4.0
1990/2/9,7.1,12.1,3.4
1990/2/10,10.0,16.3,1.6
1990/2/11,13.8,18.4,10.0
1990/2/12,8.9,13.1,5.2
1990/2/13,6.5,9.9,2.3
1990/2/14,5.8,6.9,4.4
1990/2/15,8.6,11.9,6.1
1990/2/16,7.8,11.6,6.3
1990/2/17,8.6,12.4,5.9
1990/2/18,9.2,14.6,3.0
1990/2/19,14.5,17.8,10.2
1990/2/20,13.8,17.1,10.5
1990/2/21,11.0,16.0,5.9
1990/2/22,11.6,16.2,6.2
1990/2/23,14.5,19.3,11.6
1990/2/24,11.6,15.9,9.8
1990/2/25,9.9,11.0,9.3
1990/2/26,9.5,11.3,8.0
1990/2/27,8.0,10.9,4.5
1990/2/28,7.3,10.6,3.7
1990/3/1,9.1,12.0,6.6
1990/3/2,9.8,10.5,9.2
1990/3/3,9.1,12.4,7.7
1990/3/4,8.6,11.6,6.0
1990/3/5,7.7,12.7,2.7
1990/3/6,8.5,12.2,4.9
1990/3/7,8.0,13.6,4.0
1990/3/8,5.3,8.8,2.6
1990/3/9,7.1,13.3,1.1
1990/3/10,9.9,16.8,2.8
1990/3/11,12.5,17.4,5.1
1990/3/12,12.1,16.9,6.1
1990/3/13,8.5,13.1,5.5
1990/3/14,10.5,15.6,2.2
1990/3/15,14.6,18.0,9.8
1990/3/16,11.1,15.0,6.9
1990/3/17,10.4,14.6,6.9
1990/3/18,9.4,13.5,5.3
1990/3/19,9.8,14.5,6.2
1990/3/20,12.5,18.0,5.3
1990/3/21,11.9,16.9,8.1
1990/3/22,10.8,16.4,3.1
1990/3/23,15.4,20.2,8.5
1990/3/24,15.7,22.0,9.7
1990/3/25,8.8,11.6,6.7
1990/3/26,9.2,14.5,5.9
1990/3/27,10.5,15.8,3.1
1990/3/28,10.6,12.2,9.9
1990/3/29,12.0,14.5,10.4
1990/3/30,14.1,18.5,10.6
1990/3/31,13.0,13.9,12.2
1990/4/1,15.5,19.0,12.8
1990/4/2,16.2,22.6,11.4
1990/4/3,16.2,21.9,8.9
1990/4/4,14.2,18.0,8.5
1990/4/5,7.9,11.8,5.1
1990/4/6,11.3,18.2,4.4
1990/4/7,13.6,17.3,8.0
1990/4/8,14.6,18.4,12.2
1990/4/9,13.8,18.9,7.8
1990/4/10,14.9,20.5,10.6
1990/4/11,15.9,21.1,11.3
1990/4/12,17.6,22.5,10.9
1990/4/13,17.3,20.1,14.6
1990/4/14,16.1,20.1,14.1
1990/4/15,14.0,18.7,10.5
1990/4/16,12.9,18.4,7.3
1990/4/17,12.5,16.0,9.8
1990/4/18,11.3,15.5,9.0
1990/4/19,11.6,17.3,5.1
1990/4/20,12.5,16.6,8.6
1990/4/21,15.0,19.9,10.8
1990/4/22,15.7,18.5,13.7
1990/4/23,15.4,20.2,10.8
1990/4/24,13.2,16.8,9.3
1990/4/25,13.8,20.0,5.8
1990/4/26,17.4,23.2,11.1
1990/4/27,18.3,22.5,13.1
1990/4/28,18.9,23.3,13.5
1990/4/29,17.5,22.9,12.8
1990/4/30,14.7,20.1,8.7
1990/5/1,14.2,18.5,10.5
