ダウンロードした時刻：2019/10/10 15:56:19

,銚子,銚子,銚子
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,13.7,17.8,9.5
1998/12/2,9.9,13.8,6.7
1998/12/3,7.9,9.1,6.5
1998/12/4,9.7,11.9,7.1
1998/12/5,9.1,11.8,6.6
1998/12/6,11.5,13.3,8.7
1998/12/7,11.7,16.3,8.7
1998/12/8,11.8,14.3,8.5
1998/12/9,11.1,13.4,8.7
1998/12/10,10.0,11.3,9.3
1998/12/11,8.8,12.5,5.3
1998/12/12,7.8,10.0,4.1
1998/12/13,8.6,12.9,4.7
1998/12/14,10.2,14.7,3.5
1998/12/15,12.0,15.1,9.3
1998/12/16,10.3,13.3,8.2
1998/12/17,11.3,16.1,6.0
1998/12/18,10.4,12.2,7.3
1998/12/19,9.6,14.2,5.9
1998/12/20,10.2,13.6,6.0
1998/12/21,6.8,10.7,3.8
1998/12/22,8.7,13.6,3.2
1998/12/23,10.6,13.8,6.1
1998/12/24,8.4,11.6,4.2
1998/12/25,7.0,10.4,2.8
1998/12/26,8.7,13.2,3.1
1998/12/27,8.6,11.7,4.0
1998/12/28,9.7,13.0,3.9
1998/12/29,9.3,15.9,4.4
1998/12/30,8.6,13.9,4.3
1998/12/31,6.4,8.9,2.3
1999/1/1,4.5,8.2,1.2
1999/1/2,5.7,9.9,1.4
1999/1/3,6.2,9.8,3.0
1999/1/4,6.3,9.8,3.1
1999/1/5,5.6,9.6,0.9
1999/1/6,7.2,12.0,3.3
1999/1/7,8.2,11.7,4.5
1999/1/8,3.1,6.4,-0.3
1999/1/9,2.3,6.4,-1.2
1999/1/10,4.3,9.1,-0.2
1999/1/11,5.0,9.1,2.6
1999/1/12,5.8,10.7,1.7
1999/1/13,6.0,9.8,1.4
1999/1/14,6.2,11.0,2.0
1999/1/15,5.3,9.6,3.5
1999/1/16,6.8,11.8,2.0
1999/1/17,5.0,7.5,1.7
1999/1/18,8.3,12.3,2.1
1999/1/19,8.8,11.9,3.8
1999/1/20,10.3,14.8,4.8
1999/1/21,6.1,10.6,2.6
1999/1/22,7.2,11.5,2.0
1999/1/23,9.3,14.4,3.0
1999/1/24,8.9,11.0,7.3
1999/1/25,9.7,13.3,6.8
1999/1/26,9.7,14.3,4.7
1999/1/27,9.6,11.2,6.4
1999/1/28,10.1,16.2,4.0
1999/1/29,7.6,10.7,2.5
1999/1/30,4.0,5.6,1.6
1999/1/31,6.7,11.5,1.5
1999/2/1,7.6,11.3,3.7
1999/2/2,7.8,12.0,3.7
1999/2/3,3.5,6.7,-0.3
1999/2/4,1.8,6.1,-2.7
1999/2/5,4.6,9.0,-0.1
1999/2/6,4.8,9.1,1.0
1999/2/7,6.3,11.3,1.2
1999/2/8,8.1,13.7,3.0
1999/2/9,8.7,11.4,6.3
1999/2/10,8.5,11.8,4.2
1999/2/11,7.9,11.7,3.6
1999/2/12,5.9,10.0,2.1
1999/2/13,2.5,5.7,0.2
1999/2/14,3.7,7.7,0.0
1999/2/15,5.4,8.8,-0.4
1999/2/16,8.4,12.3,3.7
1999/2/17,10.7,14.6,5.2
1999/2/18,12.4,18.0,7.2
1999/2/19,7.2,10.5,4.3
1999/2/20,6.4,10.1,2.6
1999/2/21,5.8,7.3,2.8
1999/2/22,5.7,10.5,0.2
1999/2/23,7.5,12.0,2.5
1999/2/24,8.8,12.1,3.3
1999/2/25,9.5,13.1,5.0
1999/2/26,9.7,13.7,3.0
1999/2/27,11.6,16.2,4.3
1999/2/28,6.0,11.1,0.9
1999/3/1,9.0,12.9,3.6
1999/3/2,10.5,15.0,4.5
1999/3/3,9.8,13.4,8.2
1999/3/4,11.0,14.8,5.3
1999/3/5,14.4,18.4,8.4
1999/3/6,11.6,16.0,10.1
1999/3/7,10.8,14.6,7.4
1999/3/8,8.7,10.3,7.1
1999/3/9,7.0,9.9,5.5
1999/3/10,8.3,9.9,6.8
1999/3/11,8.1,10.0,5.7
1999/3/12,6.9,9.0,5.6
1999/3/13,10.0,13.6,5.8
1999/3/14,12.8,16.4,6.1
1999/3/15,16.5,17.8,14.5
1999/3/16,11.4,17.7,9.2
1999/3/17,12.9,17.7,6.9
1999/3/18,16.8,19.5,14.4
1999/3/19,16.2,18.7,11.4
1999/3/20,7.4,11.6,4.6
1999/3/21,8.8,13.0,5.3
1999/3/22,6.2,10.2,2.4
1999/3/23,6.8,9.9,2.0
1999/3/24,13.6,17.5,9.5
1999/3/25,13.3,14.9,11.0
1999/3/26,14.0,15.8,11.1
1999/3/27,12.4,16.0,8.9
1999/3/28,9.0,10.7,7.4
1999/3/29,7.0,9.3,4.5
1999/3/30,8.4,10.9,6.2
1999/3/31,11.0,12.7,10.0
