ダウンロードした時刻：2017/07/24 15:46:22

,下関,下関,下関
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/1/1,3.4,5.2,1.7
2010/1/2,7.2,11.9,3.4
2010/1/3,7.0,11.5,3.0
2010/1/4,7.3,13.9,2.0
2010/1/5,5.2,8.0,2.5
2010/1/6,3.7,4.7,2.7
2010/1/7,3.5,5.0,2.5
2010/1/8,5.7,8.9,3.3
2010/1/9,7.5,9.9,4.4
2010/1/10,8.3,9.1,7.4
2010/1/11,8.4,9.5,6.9
2010/1/12,5.8,8.2,2.8
2010/1/13,2.0,3.1,0.0
2010/1/14,2.6,4.6,1.3
2010/1/15,4.9,6.4,3.1
2010/1/16,6.3,9.5,3.8
2010/1/17,6.1,11.1,2.8
2010/1/18,7.3,12.6,1.8
2010/1/19,8.4,11.7,5.5
2010/1/20,12.0,16.6,7.8
2010/1/21,12.6,16.1,10.1
2010/1/22,7.6,10.9,5.7
2010/1/23,4.7,5.8,2.9
2010/1/24,7.0,11.2,3.4
2010/1/25,9.0,11.3,7.0
2010/1/26,7.1,9.7,4.5
2010/1/27,7.2,12.3,3.0
2010/1/28,11.3,13.5,9.7
2010/1/29,8.8,11.1,6.5
2010/1/30,8.5,11.1,6.8
2010/1/31,7.7,9.6,6.5
2010/2/1,7.3,9.9,5.2
2010/2/2,7.8,9.8,5.4
2010/2/3,5.0,7.0,3.8
2010/2/4,4.6,6.5,2.9
2010/2/5,6.3,7.7,4.7
2010/2/6,5.2,7.8,2.8
2010/2/7,5.5,8.3,1.9
2010/2/8,10.5,14.0,7.1
2010/2/9,14.0,16.8,11.6
2010/2/10,13.2,14.3,11.2
2010/2/11,9.3,11.3,6.7
2010/2/12,6.4,8.4,4.7
2010/2/13,6.1,8.4,3.8
2010/2/14,6.7,9.3,4.5
2010/2/15,7.4,10.3,5.2
2010/2/16,5.7,7.6,3.2
2010/2/17,5.2,7.7,3.0
2010/2/18,6.1,8.0,3.5
2010/2/19,5.6,7.6,3.5
2010/2/20,7.5,10.7,4.4
2010/2/21,7.2,11.7,3.2
2010/2/22,10.0,15.9,6.3
2010/2/23,11.6,18.3,6.8
2010/2/24,12.9,17.1,8.8
2010/2/25,15.5,19.3,12.1
2010/2/26,14.0,16.3,11.7
2010/2/27,12.0,14.2,10.0
2010/2/28,11.7,16.0,9.9
2010/3/1,11.5,13.6,9.9
2010/3/2,11.6,14.0,10.0
2010/3/3,11.0,13.4,9.8
2010/3/4,10.5,13.7,7.8
2010/3/5,13.2,16.4,11.7
2010/3/6,11.8,14.6,9.4
2010/3/7,9.0,9.8,7.5
2010/3/8,8.3,11.8,5.8
2010/3/9,5.1,6.7,1.3
2010/3/10,3.5,6.4,0.6
2010/3/11,7.2,10.1,3.9
2010/3/12,11.9,17.8,5.8
2010/3/13,14.2,16.2,10.7
2010/3/14,11.4,14.2,8.7
2010/3/15,14.5,15.9,12.1
2010/3/16,10.3,13.4,8.8
2010/3/17,8.9,11.8,6.3
2010/3/18,8.0,11.6,6.2
2010/3/19,10.3,14.7,6.0
2010/3/20,17.7,26.0,10.3
2010/3/21,10.4,14.0,7.4
2010/3/22,10.5,15.3,6.6
2010/3/23,9.9,11.4,9.1
2010/3/24,9.4,10.2,8.8
2010/3/25,9.0,11.8,7.2
2010/3/26,6.5,9.1,3.3
2010/3/27,8.1,12.8,2.9
2010/3/28,10.9,14.5,7.6
2010/3/29,8.5,12.1,6.3
2010/3/30,8.3,11.8,4.5
2010/3/31,11.9,14.9,8.6
2010/4/1,15.8,21.3,12.4
2010/4/2,12.0,14.3,9.7
2010/4/3,10.6,13.5,8.1
2010/4/4,11.6,15.9,6.8
2010/4/5,15.5,19.2,13.2
2010/4/6,15.4,20.3,11.7
2010/4/7,10.8,14.6,7.5
2010/4/8,10.2,14.4,5.7
2010/4/9,12.2,14.2,10.6
2010/4/10,15.7,19.4,12.4
2010/4/11,16.6,19.9,14.4
2010/4/12,14.4,15.7,13.5
2010/4/13,12.9,15.7,10.8
2010/4/14,9.1,12.0,7.1
2010/4/15,9.0,12.0,6.8
2010/4/16,10.6,14.9,7.1
2010/4/17,12.1,16.6,7.1
2010/4/18,13.1,16.0,9.7
2010/4/19,14.3,17.0,12.5
2010/4/20,14.3,16.3,12.4
2010/4/21,16.3,20.0,13.9
2010/4/22,13.4,14.8,12.1
2010/4/23,12.2,13.7,11.1
2010/4/24,12.5,16.6,9.4
2010/4/25,13.5,19.7,7.9
2010/4/26,14.7,17.7,11.6
2010/4/27,14.3,20.5,11.4
2010/4/28,13.5,17.3,10.3
2010/4/29,13.1,16.6,10.2
2010/4/30,14.8,17.9,11.5
2010/5/1,14.9,17.8,12.4
