ダウンロードした時刻：2019/10/10 16:21:31

,佐賀,佐賀,佐賀
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1998/12/1,12.8,19.0,6.4
1998/12/2,14.0,19.4,11.4
1998/12/3,12.9,14.3,11.5
1998/12/4,11.9,17.4,7.0
1998/12/5,10.8,16.8,5.9
1998/12/6,10.0,14.9,6.2
1998/12/7,10.9,14.9,8.2
1998/12/8,8.6,11.8,4.3
1998/12/9,6.2,9.2,3.9
1998/12/10,5.8,9.7,2.2
1998/12/11,5.8,12.3,2.6
1998/12/12,6.6,13.5,-0.9
1998/12/13,7.3,14.1,1.4
1998/12/14,9.5,13.9,3.3
1998/12/15,10.4,13.5,7.1
1998/12/16,9.0,15.1,4.9
1998/12/17,9.0,16.6,2.9
1998/12/18,9.3,16.4,3.0
1998/12/19,11.8,18.4,5.2
1998/12/20,10.5,15.6,5.2
1998/12/21,9.5,17.0,3.6
1998/12/22,10.1,17.7,3.3
1998/12/23,9.7,16.7,4.2
1998/12/24,9.5,14.0,4.1
1998/12/25,7.7,14.0,1.8
1998/12/26,8.6,14.9,3.0
1998/12/27,8.3,14.2,3.7
1998/12/28,7.5,14.8,1.0
1998/12/29,6.2,10.8,1.7
1998/12/30,5.7,12.0,-0.6
1998/12/31,6.0,9.0,0.2
1999/1/1,4.6,11.1,-1.4
1999/1/2,4.2,8.1,0.6
1999/1/3,6.3,12.2,0.6
1999/1/4,7.4,14.2,2.0
1999/1/5,7.2,15.1,1.0
1999/1/6,8.2,14.8,1.7
1999/1/7,6.8,9.7,3.7
1999/1/8,3.1,5.2,1.5
1999/1/9,2.8,5.4,0.6
1999/1/10,4.0,8.2,-0.2
1999/1/11,4.9,8.4,-1.0
1999/1/12,5.3,7.9,1.4
1999/1/13,5.1,10.4,-0.2
1999/1/14,5.3,10.2,-1.0
1999/1/15,5.1,8.0,1.4
1999/1/16,4.5,8.4,-0.1
1999/1/17,5.1,11.4,0.0
1999/1/18,6.9,12.8,1.5
1999/1/19,9.9,15.2,6.3
1999/1/20,6.7,12.4,1.4
1999/1/21,4.8,9.3,0.7
1999/1/22,4.6,11.1,-2.0
1999/1/23,8.7,14.6,3.3
1999/1/24,9.6,13.1,6.9
1999/1/25,8.3,11.4,5.7
1999/1/26,7.3,12.8,2.7
1999/1/27,6.4,11.6,0.8
1999/1/28,7.1,12.5,2.1
1999/1/29,4.4,11.8,-0.1
1999/1/30,3.7,10.2,-1.9
1999/1/31,6.1,11.4,0.9
1999/2/1,7.7,11.9,4.2
1999/2/2,5.3,11.2,0.7
1999/2/3,1.6,3.8,-1.1
1999/2/4,1.5,5.3,-1.6
1999/2/5,3.9,7.5,0.2
1999/2/6,4.3,10.9,-0.8
1999/2/7,6.2,14.1,0.3
1999/2/8,6.5,14.7,-0.8
1999/2/9,6.7,14.1,-0.4
1999/2/10,8.8,15.1,2.6
1999/2/11,7.3,10.4,5.1
1999/2/12,4.6,7.7,1.3
1999/2/13,3.1,8.2,-0.4
1999/2/14,3.2,10.6,-3.2
1999/2/15,5.5,12.1,0.0
1999/2/16,7.1,15.0,-0.2
1999/2/17,9.8,17.9,1.7
1999/2/18,10.1,11.9,8.4
1999/2/19,5.5,8.6,1.4
1999/2/20,4.0,7.9,1.1
1999/2/21,3.8,7.8,-1.2
1999/2/22,3.9,8.7,-2.1
1999/2/23,7.5,13.0,2.3
1999/2/24,9.6,14.9,6.8
1999/2/25,10.4,16.5,5.1
1999/2/26,9.8,12.9,4.7
1999/2/27,8.7,12.2,1.7
1999/2/28,5.7,13.4,-1.0
1999/3/1,8.6,15.0,2.8
1999/3/2,10.1,15.7,3.6
1999/3/3,12.4,19.8,6.7
1999/3/4,9.9,12.8,5.4
1999/3/5,14.5,20.5,10.5
1999/3/6,13.0,21.0,5.6
1999/3/7,10.6,14.0,9.0
1999/3/8,9.8,14.9,5.6
1999/3/9,7.8,9.7,5.2
1999/3/10,9.1,12.7,4.0
1999/3/11,9.6,13.4,6.5
1999/3/12,8.8,12.6,4.5
1999/3/13,12.8,20.1,6.3
1999/3/14,14.6,16.6,11.9
1999/3/15,13.0,15.3,10.7
1999/3/16,13.3,19.9,8.6
1999/3/17,13.0,21.3,5.2
1999/3/18,16.2,21.6,9.6
1999/3/19,14.1,16.9,9.1
1999/3/20,8.2,9.7,6.5
1999/3/21,9.6,13.5,6.3
1999/3/22,5.7,9.8,2.6
1999/3/23,8.1,16.6,-0.4
1999/3/24,9.9,12.5,5.3
1999/3/25,14.8,18.4,12.1
1999/3/26,16.1,19.4,13.5
1999/3/27,11.7,14.9,7.1
1999/3/28,9.6,14.3,4.3
1999/3/29,9.0,12.7,5.4
1999/3/30,7.0,8.1,5.9
1999/3/31,13.3,20.3,7.9
