ダウンロードした時刻：2019/10/10 15:35:48

,八戸,八戸,八戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,3.2,7.3,0.9
1999/12/2,4.7,10.9,-0.1
1999/12/3,-0.6,0.9,-2.0
1999/12/4,4.2,8.9,-0.2
1999/12/5,4.0,7.1,0.8
1999/12/6,2.9,7.6,0.3
1999/12/7,-0.2,3.1,-1.7
1999/12/8,0.5,4.7,-2.5
1999/12/9,4.5,11.5,-2.4
1999/12/10,6.9,10.0,3.9
1999/12/11,2.0,7.9,-2.3
1999/12/12,-1.4,0.4,-2.4
1999/12/13,-0.4,2.5,-2.8
1999/12/14,-0.2,3.5,-2.8
1999/12/15,0.0,4.6,-3.7
1999/12/16,1.2,5.2,-2.4
1999/12/17,0.7,6.4,-3.4
1999/12/18,-0.2,2.8,-2.5
1999/12/19,0.8,4.4,-3.0
1999/12/20,1.8,6.1,-0.7
1999/12/21,-0.2,1.6,-2.1
1999/12/22,0.1,3.1,-1.2
1999/12/23,0.0,2.6,-2.3
1999/12/24,1.5,3.4,-2.0
1999/12/25,2.3,7.6,-2.3
1999/12/26,1.5,4.9,-1.4
1999/12/27,0.7,3.3,-3.4
1999/12/28,4.4,6.5,1.0
1999/12/29,3.6,6.7,0.9
1999/12/30,1.1,5.8,-2.0
1999/12/31,1.7,6.3,-2.5
2000/1/1,0.6,3.1,-1.1
2000/1/2,0.2,4.0,-1.5
2000/1/3,2.4,4.2,0.8
2000/1/4,3.2,5.2,0.3
2000/1/5,1.3,5.3,-1.7
2000/1/6,2.1,7.5,-3.7
2000/1/7,4.3,10.6,0.8
2000/1/8,1.0,2.0,-0.2
2000/1/9,1.3,4.4,-1.8
2000/1/10,3.2,9.3,0.5
2000/1/11,-2.1,1.0,-3.7
2000/1/12,-1.3,0.9,-2.7
2000/1/13,0.6,3.2,-2.4
2000/1/14,4.1,9.4,2.1
2000/1/15,2.3,5.6,-1.1
2000/1/16,1.5,5.7,-3.2
2000/1/17,1.8,5.0,-1.0
2000/1/18,0.1,5.0,-4.3
2000/1/19,2.3,6.6,-2.1
2000/1/20,2.2,7.2,-0.2
2000/1/21,-1.2,2.0,-4.7
2000/1/22,-1.8,2.1,-5.5
2000/1/23,1.5,6.6,-1.8
2000/1/24,-0.7,2.5,-5.1
2000/1/25,-5.7,-3.3,-7.7
2000/1/26,-6.2,-2.4,-8.7
2000/1/27,-5.6,-0.5,-11.3
2000/1/28,-0.4,5.5,-5.9
2000/1/29,0.9,7.3,-5.2
2000/1/30,3.3,7.6,-1.1
2000/1/31,-1.9,0.4,-4.2
2000/2/1,0.7,4.7,-3.3
2000/2/2,2.7,7.2,-1.0
2000/2/3,2.9,7.5,0.3
2000/2/4,0.9,4.7,-1.6
2000/2/5,1.3,5.7,-1.6
2000/2/6,1.0,4.5,-2.8
2000/2/7,0.0,2.1,-2.8
2000/2/8,2.0,5.6,-0.5
2000/2/9,-0.6,2.6,-2.7
2000/2/10,-1.1,2.1,-4.2
2000/2/11,1.2,5.2,-0.9
2000/2/12,-1.4,0.5,-3.9
2000/2/13,-2.6,1.1,-5.4
2000/2/14,-0.2,3.9,-4.3
2000/2/15,-3.0,0.3,-6.6
2000/2/16,-5.0,-1.5,-6.6
2000/2/17,-2.9,1.7,-6.6
2000/2/18,-2.1,3.3,-7.4
2000/2/19,-0.7,2.9,-4.5
2000/2/20,0.6,3.4,-2.9
2000/2/21,-1.8,1.0,-4.5
2000/2/22,-2.6,0.0,-4.7
2000/2/23,-2.6,0.4,-5.5
2000/2/24,-2.5,1.8,-4.9
2000/2/25,-4.4,-0.7,-7.0
2000/2/26,-3.1,1.9,-8.6
2000/2/27,-1.4,2.3,-5.1
2000/2/28,-0.3,4.0,-3.2
2000/2/29,-1.7,2.9,-4.8
2000/3/1,-0.6,3.2,-5.4
2000/3/2,4.6,9.2,0.8
2000/3/3,3.2,9.1,-3.2
2000/3/4,7.9,14.8,1.2
2000/3/5,4.0,8.2,-0.1
2000/3/6,1.1,4.7,-2.2
2000/3/7,0.8,5.1,-2.1
2000/3/8,-0.9,3.2,-3.6
2000/3/9,-3.2,1.0,-5.9
2000/3/10,-3.1,1.4,-6.7
2000/3/11,2.3,7.4,-2.5
2000/3/12,1.5,5.6,-1.5
2000/3/13,-0.3,4.9,-3.4
2000/3/14,-0.3,4.0,-3.6
2000/3/15,1.8,6.2,-1.5
2000/3/16,1.6,5.1,-0.1
2000/3/17,1.2,4.4,-1.9
2000/3/18,2.5,7.6,-3.3
2000/3/19,2.6,6.0,0.3
2000/3/20,0.6,2.4,-2.7
2000/3/21,0.0,4.2,-5.4
2000/3/22,0.7,3.3,-0.8
2000/3/23,2.8,6.4,-3.2
2000/3/24,4.3,7.6,1.0
2000/3/25,1.5,4.8,-0.8
2000/3/26,-0.6,2.7,-2.2
2000/3/27,1.3,6.5,-2.3
2000/3/28,4.0,9.7,-2.6
2000/3/29,7.9,12.9,3.4
2000/3/30,5.9,9.0,3.0
2000/3/31,8.8,13.6,2.9
