ダウンロードした時刻：2019/10/10 16:25:57

,宮崎,宮崎,宮崎
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1999/12/1,9.9,13.4,6.4
1999/12/2,12.6,19.1,7.2
1999/12/3,9.8,17.0,3.5
1999/12/4,12.3,19.7,5.5
1999/12/5,14.7,17.3,12.2
1999/12/6,12.3,15.4,8.0
1999/12/7,7.7,14.5,2.2
1999/12/8,8.2,15.8,1.7
1999/12/9,12.8,20.7,6.4
1999/12/10,12.1,19.6,5.4
1999/12/11,13.0,18.9,7.4
1999/12/12,8.3,15.2,2.8
1999/12/13,8.4,14.1,3.4
1999/12/14,10.5,16.7,4.7
1999/12/15,9.5,16.0,3.9
1999/12/16,8.8,15.5,1.4
1999/12/17,10.6,13.8,8.0
1999/12/18,7.8,10.2,5.5
1999/12/19,6.5,10.6,3.4
1999/12/20,4.3,8.7,-0.2
1999/12/21,2.7,9.9,-2.5
1999/12/22,3.3,9.9,-1.8
1999/12/23,3.7,10.8,-2.6
1999/12/24,6.1,13.4,-0.8
1999/12/25,9.2,13.8,6.0
1999/12/26,7.2,13.0,2.1
1999/12/27,6.1,14.3,-0.4
1999/12/28,9.3,17.1,4.0
1999/12/29,10.1,18.5,3.8
1999/12/30,9.4,14.9,3.9
1999/12/31,9.7,16.8,4.1
2000/1/1,9.4,15.6,2.5
2000/1/2,10.5,14.3,7.9
2000/1/3,11.2,18.5,6.2
2000/1/4,9.2,16.2,2.6
2000/1/5,10.5,15.0,5.8
2000/1/6,15.6,22.1,12.2
2000/1/7,10.5,15.6,4.4
2000/1/8,7.5,13.0,2.9
2000/1/9,8.4,10.0,6.1
2000/1/10,12.4,18.8,8.5
2000/1/11,9.2,13.3,4.3
2000/1/12,11.5,14.1,8.2
2000/1/13,14.2,19.0,10.3
2000/1/14,9.7,14.6,6.6
2000/1/15,8.6,14.3,2.5
2000/1/16,11.3,15.0,8.3
2000/1/17,11.9,15.9,8.3
2000/1/18,10.0,14.9,4.9
2000/1/19,8.3,13.7,4.4
2000/1/20,4.5,9.8,1.7
2000/1/21,3.1,7.8,-0.7
2000/1/22,5.2,11.1,-1.6
2000/1/23,12.4,17.9,7.6
2000/1/24,13.6,15.8,11.5
2000/1/25,8.8,11.8,4.5
2000/1/26,4.6,7.8,1.1
2000/1/27,4.0,9.5,0.4
2000/1/28,3.3,10.1,-2.8
2000/1/29,6.4,13.3,-0.8
2000/1/30,8.5,14.6,4.4
2000/1/31,5.5,11.4,1.9
2000/2/1,4.9,8.5,1.6
2000/2/2,7.7,13.3,3.8
2000/2/3,7.9,14.5,2.2
2000/2/4,6.6,12.1,1.1
2000/2/5,7.9,14.0,0.3
2000/2/6,11.3,17.8,7.1
2000/2/7,8.1,13.9,1.8
2000/2/8,5.2,8.5,-0.1
2000/2/9,4.2,10.0,-0.8
2000/2/10,6.8,12.9,0.8
2000/2/11,9.4,15.8,4.0
2000/2/12,9.2,15.6,2.0
2000/2/13,9.5,15.2,3.6
2000/2/14,11.3,16.7,7.7
2000/2/15,5.5,9.2,2.1
2000/2/16,4.6,9.6,1.3
2000/2/17,6.2,12.0,2.6
2000/2/18,7.6,14.6,0.2
2000/2/19,6.9,9.5,5.4
2000/2/20,10.8,15.0,7.8
2000/2/21,8.8,14.7,4.4
2000/2/22,6.5,12.1,1.9
2000/2/23,6.2,10.8,0.6
2000/2/24,8.1,15.7,2.1
2000/2/25,5.6,10.6,-0.5
2000/2/26,8.0,12.5,4.9
2000/2/27,8.3,13.8,4.1
2000/2/28,7.9,13.9,2.3
2000/2/29,5.5,10.7,-0.3
2000/3/1,7.4,13.9,0.3
2000/3/2,9.4,15.4,4.6
2000/3/3,9.7,15.9,2.0
2000/3/4,16.3,23.5,11.7
2000/3/5,14.4,17.6,11.1
2000/3/6,13.1,20.4,8.0
2000/3/7,11.7,19.0,6.1
2000/3/8,8.8,14.8,5.8
2000/3/9,8.4,14.5,3.9
2000/3/10,9.9,14.9,3.8
2000/3/11,8.4,9.6,7.5
2000/3/12,11.4,15.6,8.2
2000/3/13,11.9,18.5,5.2
2000/3/14,10.9,17.9,4.1
2000/3/15,11.8,17.2,4.9
2000/3/16,14.3,18.4,8.3
2000/3/17,10.8,16.1,5.6
2000/3/18,11.8,17.7,4.7
2000/3/19,12.4,17.6,9.4
2000/3/20,10.7,16.3,5.0
2000/3/21,14.6,23.1,6.2
2000/3/22,13.3,17.2,9.8
2000/3/23,12.0,16.3,7.7
2000/3/24,11.6,15.8,8.2
2000/3/25,11.0,17.4,6.1
2000/3/26,13.4,19.8,8.7
2000/3/27,14.5,22.0,8.0
2000/3/28,14.1,20.2,11.0
2000/3/29,11.5,15.6,7.5
2000/3/30,13.7,21.8,8.2
2000/3/31,16.4,22.6,9.1
