ダウンロードした時刻：2019/10/10 16:17:58

,高知,高知,高知
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2015/12/1,12.1,19.1,6.5
2015/12/2,12.6,16.5,8.9
2015/12/3,13.1,18.7,8.2
2015/12/4,7.6,10.3,4.6
2015/12/5,9.1,15.3,2.5
2015/12/6,11.4,14.9,8.8
2015/12/7,12.4,18.3,7.9
2015/12/8,11.4,18.2,6.1
2015/12/9,11.3,18.0,5.1
2015/12/10,15.4,20.4,10.5
2015/12/11,18.0,22.8,14.2
2015/12/12,13.8,17.4,11.2
2015/12/13,13.1,17.8,9.1
2015/12/14,13.6,20.1,9.3
2015/12/15,13.1,16.1,11.5
2015/12/16,11.9,16.7,8.5
2015/12/17,7.3,11.4,3.3
2015/12/18,6.2,12.2,1.3
2015/12/19,7.5,13.7,1.9
2015/12/20,9.0,14.2,2.8
2015/12/21,12.2,18.4,8.8
2015/12/22,11.1,17.4,6.2
2015/12/23,11.7,12.9,10.1
2015/12/24,13.8,20.0,9.4
2015/12/25,11.5,15.7,6.4
2015/12/26,8.2,14.4,2.9
2015/12/27,9.4,15.3,4.4
2015/12/28,7.9,14.7,3.5
2015/12/29,6.1,11.3,1.2
2015/12/30,7.2,13.8,1.9
2015/12/31,8.1,14.3,4.4
2016/1/1,7.3,13.7,2.4
2016/1/2,7.9,13.8,2.2
2016/1/3,11.3,16.1,8.6
2016/1/4,11.9,20.3,5.7
2016/1/5,9.9,13.4,7.4
2016/1/6,10.1,13.1,8.0
2016/1/7,8.6,14.6,4.2
2016/1/8,6.4,12.1,2.6
2016/1/9,6.3,12.7,1.0
2016/1/10,7.0,13.6,2.2
2016/1/11,8.8,14.1,4.2
2016/1/12,9.1,13.3,4.7
2016/1/13,6.0,11.3,2.5
2016/1/14,5.6,12.2,0.7
2016/1/15,5.6,11.3,1.1
2016/1/16,6.2,13.2,0.2
2016/1/17,7.0,10.8,2.7
2016/1/18,9.7,16.0,1.7
2016/1/19,1.5,3.8,0.3
2016/1/20,4.0,9.5,-0.7
2016/1/21,5.0,9.5,0.1
2016/1/22,6.7,11.3,3.5
2016/1/23,5.5,11.3,2.2
2016/1/24,-0.2,3.1,-3.6
2016/1/25,1.4,8.0,-4.0
2016/1/26,4.0,9.8,-1.1
2016/1/27,6.2,11.7,-0.5
2016/1/28,7.8,11.7,3.2
2016/1/29,10.4,13.0,8.0
2016/1/30,11.6,14.0,9.5
2016/1/31,10.3,16.0,5.3
2016/2/1,7.8,10.4,5.9
2016/2/2,7.8,12.6,3.8
2016/2/3,7.4,13.1,1.9
2016/2/4,7.4,13.2,1.4
2016/2/5,8.5,14.7,3.0
2016/2/6,7.2,11.7,2.9
2016/2/7,6.3,11.2,1.5
2016/2/8,6.6,13.0,0.5
2016/2/9,8.2,14.3,3.5
2016/2/10,6.7,13.4,0.6
2016/2/11,8.9,15.3,2.1
2016/2/12,10.7,13.0,7.6
2016/2/13,14.5,19.8,11.2
2016/2/14,15.9,20.8,10.3
2016/2/15,7.2,11.6,2.8
2016/2/16,4.7,9.8,-0.1
2016/2/17,6.3,11.0,2.7
2016/2/18,6.0,12.8,-0.4
2016/2/19,9.3,16.4,2.7
2016/2/20,10.2,13.2,8.3
2016/2/21,8.7,12.7,5.1
2016/2/22,7.9,12.7,2.7
2016/2/23,9.0,11.7,6.9
2016/2/24,7.7,12.4,3.9
2016/2/25,6.5,12.4,1.6
2016/2/26,6.5,12.6,1.1
2016/2/27,8.2,14.2,1.9
2016/2/28,10.9,16.8,4.9
2016/2/29,8.3,14.6,1.2
2016/3/1,3.9,8.1,0.8
2016/3/2,6.2,13.0,-0.4
2016/3/3,9.2,16.7,1.6
2016/3/4,11.6,18.7,6.1
2016/3/5,14.8,20.2,9.8
2016/3/6,16.3,19.4,12.7
2016/3/7,17.1,24.2,12.3
2016/3/8,16.8,21.9,11.6
2016/3/9,13.3,17.2,9.5
2016/3/10,11.0,14.9,6.7
2016/3/11,10.0,14.3,6.7
2016/3/12,9.4,14.4,3.6
2016/3/13,10.1,15.3,6.2
2016/3/14,9.5,12.7,7.8
2016/3/15,10.6,16.0,7.0
2016/3/16,11.4,17.0,6.0
2016/3/17,13.3,19.9,6.7
2016/3/18,13.6,18.0,10.4
2016/3/19,17.1,23.8,13.5
2016/3/20,13.8,19.1,9.2
2016/3/21,11.9,18.8,7.2
2016/3/22,11.8,18.0,4.6
2016/3/23,13.6,19.7,6.9
2016/3/24,11.8,15.7,7.7
2016/3/25,9.9,14.7,5.2
2016/3/26,10.8,16.4,4.9
2016/3/27,10.9,16.5,6.4
2016/3/28,11.2,18.2,4.6
2016/3/29,11.9,17.4,5.3
2016/3/30,14.0,19.2,8.8
2016/3/31,14.8,20.1,9.3
