ダウンロードした時刻：2019/10/10 15:54:23

,名古屋,名古屋,名古屋
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,11.3,17.8,6.7
2010/12/2,14.0,19.1,7.3
2010/12/3,13.9,20.0,8.0
2010/12/4,9.8,13.2,7.2
2010/12/5,10.1,16.2,4.9
2010/12/6,11.2,18.1,5.1
2010/12/7,11.0,14.9,8.5
2010/12/8,9.5,14.5,6.1
2010/12/9,7.2,12.4,4.0
2010/12/10,7.0,12.7,2.1
2010/12/11,9.3,13.9,5.3
2010/12/12,9.6,14.6,5.7
2010/12/13,8.6,9.9,7.7
2010/12/14,12.9,17.3,9.9
2010/12/15,7.5,11.9,4.4
2010/12/16,4.9,7.1,3.2
2010/12/17,4.9,10.0,1.1
2010/12/18,5.8,10.5,2.7
2010/12/19,5.8,11.3,0.8
2010/12/20,8.0,13.2,4.6
2010/12/21,7.9,11.8,2.9
2010/12/22,11.4,15.6,8.9
2010/12/23,9.8,13.8,7.3
2010/12/24,6.1,10.4,2.6
2010/12/25,3.1,7.2,1.2
2010/12/26,4.3,8.7,1.6
2010/12/27,4.1,8.8,0.0
2010/12/28,5.3,10.9,-0.4
2010/12/29,4.9,8.3,3.0
2010/12/30,2.9,7.7,0.3
2010/12/31,1.4,3.9,-1.2
2011/1/1,2.8,6.5,-0.3
2011/1/2,4.4,10.7,-0.2
2011/1/3,3.5,8.7,-0.6
2011/1/4,4.5,9.8,0.8
2011/1/5,4.9,8.8,0.3
2011/1/6,4.5,9.1,0.7
2011/1/7,2.1,6.6,-1.2
2011/1/8,2.8,9.0,-2.2
2011/1/9,4.2,9.9,-0.7
2011/1/10,2.0,6.2,-0.9
2011/1/11,1.8,7.2,-2.7
2011/1/12,2.5,7.8,-1.7
2011/1/13,2.7,7.5,-0.6
2011/1/14,2.6,8.0,-1.5
2011/1/15,3.4,7.1,0.4
2011/1/16,-1.5,0.5,-2.9
2011/1/17,0.9,3.7,-1.4
2011/1/18,3.1,6.5,0.6
2011/1/19,3.1,6.3,0.3
2011/1/20,2.9,6.3,0.7
2011/1/21,3.3,8.3,-0.5
2011/1/22,4.0,8.9,1.2
2011/1/23,4.4,8.6,1.4
2011/1/24,3.7,8.6,-0.8
2011/1/25,3.6,8.9,0.1
2011/1/26,2.2,7.0,-0.6
2011/1/27,2.2,7.3,-2.3
2011/1/28,2.5,7.7,-0.9
2011/1/29,2.3,8.0,-2.0
2011/1/30,0.5,4.6,-1.6
2011/1/31,0.3,4.3,-3.2
2011/2/1,3.3,8.9,-0.6
2011/2/2,4.1,9.7,-1.0
2011/2/3,6.1,13.4,-0.5
2011/2/4,6.7,12.3,1.4
2011/2/5,6.1,12.2,1.0
2011/2/6,6.1,11.0,0.8
2011/2/7,7.4,13.2,4.0
2011/2/8,6.4,11.3,0.2
2011/2/9,6.3,11.1,3.4
2011/2/10,4.5,9.1,1.5
2011/2/11,2.0,3.6,-0.2
2011/2/12,4.0,8.9,0.8
2011/2/13,3.2,7.1,0.5
2011/2/14,1.7,7.0,-0.8
2011/2/15,4.0,8.8,0.9
2011/2/16,5.2,13.0,-1.2
2011/2/17,6.9,12.8,2.7
2011/2/18,8.1,12.1,3.6
2011/2/19,6.3,11.9,1.1
2011/2/20,8.0,14.0,3.1
2011/2/21,8.5,15.3,3.7
2011/2/22,8.2,14.3,2.3
2011/2/23,10.0,15.4,3.5
2011/2/24,10.9,14.1,8.8
2011/2/25,11.4,16.6,6.6
2011/2/26,7.8,13.1,2.6
2011/2/27,11.5,17.5,5.4
2011/2/28,10.2,12.5,8.1
2011/3/1,7.5,8.9,5.8
2011/3/2,6.4,11.7,2.2
2011/3/3,3.4,8.0,0.5
2011/3/4,3.0,8.3,-1.1
2011/3/5,5.7,12.3,-0.6
2011/3/6,7.7,13.9,1.3
2011/3/7,7.1,12.3,4.6
2011/3/8,6.8,11.4,4.1
2011/3/9,4.9,11.0,1.1
2011/3/10,4.3,9.3,0.3
2011/3/11,3.9,9.0,0.6
2011/3/12,6.7,12.2,0.7
2011/3/13,10.0,17.5,2.4
2011/3/14,12.1,19.3,5.6
2011/3/15,13.3,18.5,8.8
2011/3/16,5.2,8.9,1.4
2011/3/17,2.8,8.2,-0.5
2011/3/18,5.5,11.3,-0.7
2011/3/19,10.8,17.2,5.2
2011/3/20,11.5,17.6,7.3
2011/3/21,11.9,17.2,9.0
2011/3/22,10.8,17.2,7.1
2011/3/23,6.3,10.5,2.8
2011/3/24,,,0.9
2011/3/25,6.6,13.5,2.2
2011/3/26,5.5,10.4,2.1
2011/3/27,5.5,11.9,0.2
2011/3/28,7.8,14.5,0.8
2011/3/29,9.9,16.8,2.4
2011/3/30,10.1,16.4,4.6
2011/3/31,10.5,16.1,5.2
