ダウンロードした時刻：2019/10/10 16:25:22

,鹿児島,鹿児島,鹿児島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/12/1,16.3,20.6,11.8
2010/12/2,18.7,21.6,15.2
2010/12/3,13.9,17.8,8.5
2010/12/4,10.9,17.4,6.7
2010/12/5,11.7,18.5,5.2
2010/12/6,14.4,21.7,8.4
2010/12/7,12.2,14.6,9.3
2010/12/8,9.3,13.0,6.9
2010/12/9,8.3,12.2,3.9
2010/12/10,8.2,13.7,2.0
2010/12/11,11.3,16.1,7.5
2010/12/12,11.7,15.8,5.0
2010/12/13,15.4,18.2,11.7
2010/12/14,15.0,17.5,10.2
2010/12/15,7.8,11.1,5.7
2010/12/16,5.4,7.0,3.8
2010/12/17,7.7,13.0,3.9
2010/12/18,9.4,15.7,5.5
2010/12/19,10.3,16.2,3.6
2010/12/20,14.4,18.7,10.9
2010/12/21,15.7,20.3,13.2
2010/12/22,13.6,18.4,9.8
2010/12/23,11.2,17.5,6.4
2010/12/24,8.3,12.2,4.8
2010/12/25,5.1,6.8,4.3
2010/12/26,4.0,5.7,3.2
2010/12/27,7.7,10.5,4.7
2010/12/28,11.1,17.3,6.2
2010/12/29,8.7,12.4,4.2
2010/12/30,7.0,13.9,2.4
2010/12/31,0.7,3.8,-0.2
2011/1/1,2.5,5.9,-0.2
2011/1/2,5.6,11.5,0.4
2011/1/3,5.8,10.6,2.2
2011/1/4,6.8,10.8,4.0
2011/1/5,7.3,10.3,4.4
2011/1/6,5.4,7.5,3.2
2011/1/7,4.8,9.6,1.9
2011/1/8,5.6,12.2,0.2
2011/1/9,5.8,8.9,3.0
2011/1/10,5.6,10.1,3.0
2011/1/11,5.4,7.8,2.8
2011/1/12,5.7,9.6,4.0
2011/1/13,5.4,9.6,2.5
2011/1/14,6.2,11.8,0.6
2011/1/15,4.5,8.6,0.3
2011/1/16,1.5,4.6,-1.6
2011/1/17,4.0,9.2,0.4
2011/1/18,5.3,10.3,0.3
2011/1/19,5.6,7.3,3.3
2011/1/20,5.6,8.8,2.8
2011/1/21,5.7,7.8,3.4
2011/1/22,6.0,12.4,0.8
2011/1/23,6.6,11.4,1.4
2011/1/24,6.4,9.1,4.5
2011/1/25,5.4,9.1,3.1
2011/1/26,5.4,10.4,1.4
2011/1/27,4.6,10.8,-0.6
2011/1/28,6.4,10.8,3.5
2011/1/29,5.1,9.2,1.8
2011/1/30,2.9,7.2,0.6
2011/1/31,2.5,6.9,-0.7
2011/2/1,6.3,13.3,0.6
2011/2/2,7.7,13.2,3.7
2011/2/3,8.1,16.5,2.0
2011/2/4,9.0,14.1,3.0
2011/2/5,12.7,18.8,7.7
2011/2/6,9.8,17.1,4.8
2011/2/7,10.0,18.1,4.5
2011/2/8,9.6,12.6,4.2
2011/2/9,12.3,17.5,7.5
2011/2/10,9.1,12.4,6.3
2011/2/11,8.4,12.5,6.4
2011/2/12,4.8,8.1,2.1
2011/2/13,5.7,9.5,-0.1
2011/2/14,6.3,9.9,4.4
2011/2/15,8.1,14.2,2.9
2011/2/16,9.1,11.7,4.8
2011/2/17,12.5,16.0,9.7
2011/2/18,11.7,16.3,9.4
2011/2/19,10.9,15.5,6.1
2011/2/20,11.1,12.3,10.1
2011/2/21,12.3,17.4,6.4
2011/2/22,13.2,18.8,7.0
2011/2/23,14.1,17.0,11.6
2011/2/24,15.6,19.6,12.8
2011/2/25,16.1,23.8,10.5
2011/2/26,15.3,20.5,11.8
2011/2/27,16.0,19.5,13.2
2011/2/28,16.3,18.4,14.6
2011/3/1,12.9,15.4,10.1
2011/3/2,9.5,13.2,5.2
2011/3/3,6.9,12.6,4.3
2011/3/4,6.5,12.9,1.9
2011/3/5,8.0,14.7,1.9
2011/3/6,9.9,12.0,6.2
2011/3/7,9.9,15.0,5.4
2011/3/8,8.0,13.5,4.1
2011/3/9,8.6,15.5,3.1
2011/3/10,7.4,13.3,3.0
2011/3/11,8.6,15.6,2.6
2011/3/12,10.8,15.7,4.7
2011/3/13,15.3,20.4,10.9
2011/3/14,16.1,20.6,12.2
2011/3/15,14.0,18.3,9.2
2011/3/16,8.0,12.6,5.9
2011/3/17,7.6,12.3,4.5
2011/3/18,9.7,15.1,2.3
2011/3/19,14.2,18.3,10.3
2011/3/20,16.0,19.4,13.6
2011/3/21,16.9,20.7,14.2
2011/3/22,12.4,18.1,7.4
2011/3/23,9.0,15.2,4.7
2011/3/24,9.6,16.1,4.2
2011/3/25,8.0,14.0,4.1
2011/3/26,8.4,14.8,2.7
2011/3/27,9.4,16.1,3.3
2011/3/28,10.3,17.5,4.1
2011/3/29,11.1,18.4,5.1
2011/3/30,11.5,18.3,6.3
2011/3/31,12.6,20.7,4.9
