ダウンロードした時刻：2017/07/24 15:46:56

,大分,大分,大分
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/1/1,7.9,9.3,6.3
1992/1/2,10.5,14.4,8.2
1992/1/3,8.3,13.5,4.2
1992/1/4,7.0,11.9,2.5
1992/1/5,4.2,8.0,-0.1
1992/1/6,8.0,10.9,5.0
1992/1/7,10.7,18.2,6.3
1992/1/8,8.3,11.3,3.4
1992/1/9,9.4,14.5,6.9
1992/1/10,7.8,10.3,4.1
1992/1/11,5.3,10.2,0.8
1992/1/12,7.6,16.2,1.2
1992/1/13,6.8,10.7,3.3
1992/1/14,6.7,8.8,4.4
1992/1/15,5.3,7.9,1.2
1992/1/16,4.7,10.5,-1.1
1992/1/17,6.3,8.3,4.3
1992/1/18,5.3,8.8,3.1
1992/1/19,5.6,8.5,4.0
1992/1/20,4.5,9.9,-0.5
1992/1/21,6.3,11.5,3.5
1992/1/22,7.2,12.2,2.7
1992/1/23,6.6,10.0,4.8
1992/1/24,5.3,12.0,-0.2
1992/1/25,6.4,12.4,1.1
1992/1/26,7.2,13.4,1.9
1992/1/27,7.8,15.3,1.9
1992/1/28,7.3,15.0,-0.3
1992/1/29,12.5,18.9,6.2
1992/1/30,10.5,11.8,8.9
1992/1/31,8.0,10.4,4.5
1992/2/1,4.9,7.1,3.4
1992/2/2,5.2,9.4,0.3
1992/2/3,9.3,13.1,5.3
1992/2/4,10.1,12.9,7.6
1992/2/5,7.4,10.9,3.8
1992/2/6,7.5,12.6,2.0
1992/2/7,6.9,9.1,4.8
1992/2/8,6.0,9.3,3.6
1992/2/9,4.1,8.5,0.2
1992/2/10,5.1,11.2,-0.6
1992/2/11,4.6,9.2,-0.9
1992/2/12,6.2,12.7,0.4
1992/2/13,7.2,12.4,1.7
1992/2/14,6.9,11.5,3.3
1992/2/15,5.0,9.4,1.2
1992/2/16,6.2,9.4,0.7
1992/2/17,3.9,9.5,-1.8
1992/2/18,6.7,13.0,0.3
1992/2/19,7.7,11.1,5.0
1992/2/20,6.2,8.7,3.9
1992/2/21,5.0,9.8,0.7
1992/2/22,5.6,9.7,0.7
1992/2/23,6.2,12.7,-0.8
1992/2/24,6.5,8.9,3.1
1992/2/25,8.0,12.5,4.0
1992/2/26,5.8,11.9,-0.3
1992/2/27,8.4,16.5,0.1
1992/2/28,10.5,13.3,6.8
1992/2/29,14.6,21.8,9.5
1992/3/1,15.3,17.9,12.5
1992/3/2,10.0,12.5,7.2
1992/3/3,8.2,11.2,6.3
1992/3/4,7.2,9.0,5.0
1992/3/5,8.9,10.5,7.0
1992/3/6,8.1,10.9,5.7
1992/3/7,7.1,10.9,3.8
1992/3/8,6.3,10.8,0.2
1992/3/9,8.7,10.2,6.9
1992/3/10,12.2,17.7,7.6
1992/3/11,9.9,16.4,3.5
1992/3/12,9.9,15.6,3.8
1992/3/13,11.1,16.0,5.6
1992/3/14,13.8,17.9,9.8
1992/3/15,14.4,18.1,11.9
1992/3/16,10.6,12.2,8.1
1992/3/17,7.7,9.3,6.0
1992/3/18,8.7,10.1,6.8
1992/3/19,9.8,11.0,8.4
1992/3/20,8.8,9.8,8.0
1992/3/21,9.8,13.6,7.1
1992/3/22,8.8,12.2,5.0
1992/3/23,10.4,14.0,6.8
1992/3/24,10.9,12.0,9.7
1992/3/25,11.4,16.0,7.2
1992/3/26,9.9,11.2,8.6
1992/3/27,8.2,9.0,7.5
1992/3/28,9.1,9.8,7.9
1992/3/29,11.1,13.3,9.6
1992/3/30,14.3,18.6,10.4
1992/3/31,12.5,16.4,6.8
1992/4/1,13.0,14.8,12.1
1992/4/2,14.2,20.1,9.1
1992/4/3,12.2,17.7,5.7
1992/4/4,13.1,14.0,12.4
1992/4/5,15.8,20.0,11.3
1992/4/6,13.8,19.1,8.3
1992/4/7,15.2,19.9,11.8
1992/4/8,15.4,23.3,9.4
1992/4/9,17.8,25.5,11.3
1992/4/10,16.9,23.0,13.2
1992/4/11,12.2,14.0,9.1
1992/4/12,11.9,16.0,8.2
1992/4/13,11.0,16.3,4.7
1992/4/14,10.2,15.5,4.5
1992/4/15,12.8,23.4,5.9
1992/4/16,11.2,15.9,6.2
1992/4/17,10.5,16.9,3.2
1992/4/18,15.2,20.9,7.3
1992/4/19,16.6,22.0,10.0
1992/4/20,15.3,23.8,7.2
1992/4/21,17.6,26.7,8.1
1992/4/22,18.6,22.7,13.7
1992/4/23,16.3,23.6,9.5
1992/4/24,17.3,23.4,12.0
1992/4/25,17.4,21.7,13.0
1992/4/26,15.6,20.5,11.2
1992/4/27,17.3,22.8,11.4
1992/4/28,18.7,25.2,13.3
1992/4/29,18.5,23.2,12.8
1992/4/30,17.5,22.7,13.7
1992/5/1,15.4,19.6,11.7
