ダウンロードした時刻：2017/07/24 15:42:35

,大島,大島,大島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/1/1,7.9,11.8,5.1
1982/1/2,7.6,12.1,3.9
1982/1/3,6.4,8.6,4.0
1982/1/4,10.1,14.3,6.8
1982/1/5,11.6,17.0,6.5
1982/1/6,5.4,7.5,3.8
1982/1/7,5.6,12.3,1.4
1982/1/8,3.6,6.0,-0.4
1982/1/9,8.0,10.8,2.7
1982/1/10,8.1,11.2,4.4
1982/1/11,7.3,10.1,5.4
1982/1/12,11.7,16.0,5.0
1982/1/13,9.2,12.7,4.9
1982/1/14,6.2,10.7,4.0
1982/1/15,6.0,10.2,4.2
1982/1/16,4.8,7.8,2.7
1982/1/17,3.4,6.3,0.9
1982/1/18,5.1,9.3,0.6
1982/1/19,4.1,6.7,2.2
1982/1/20,4.7,8.6,0.8
1982/1/21,5.9,10.5,2.0
1982/1/22,8.6,12.1,4.0
1982/1/23,8.2,12.5,3.9
1982/1/24,7.3,12.2,0.8
1982/1/25,7.9,11.2,4.7
1982/1/26,5.7,8.5,3.7
1982/1/27,5.9,10.2,3.4
1982/1/28,4.4,7.0,2.1
1982/1/29,1.5,5.1,-2.1
1982/1/30,1.6,5.7,-2.1
1982/1/31,4.3,7.5,0.1
1982/2/1,6.2,11.7,2.6
1982/2/2,4.2,8.5,0.7
1982/2/3,4.9,8.9,1.5
1982/2/4,5.6,9.4,2.5
1982/2/5,3.1,5.7,1.4
1982/2/6,4.3,8.9,0.0
1982/2/7,1.4,3.2,-0.4
1982/2/8,3.3,6.5,-0.3
1982/2/9,3.8,7.5,1.0
1982/2/10,4.0,8.1,2.1
1982/2/11,5.2,10.0,0.2
1982/2/12,6.1,8.5,4.0
1982/2/13,5.6,8.5,4.1
1982/2/14,5.0,8.8,3.2
1982/2/15,5.1,9.8,2.8
1982/2/16,6.5,11.5,1.3
1982/2/17,4.8,7.4,2.1
1982/2/18,6.9,11.3,3.7
1982/2/19,9.2,13.7,5.0
1982/2/20,12.8,15.0,9.0
1982/2/21,8.5,11.7,5.2
1982/2/22,6.9,13.1,4.0
1982/2/23,7.0,9.6,4.9
1982/2/24,2.8,6.5,1.6
1982/2/25,2.4,6.0,0.2
1982/2/26,4.0,9.0,0.6
1982/2/27,6.6,11.1,3.0
1982/2/28,8.0,13.2,3.7
1982/3/1,6.4,8.8,4.8
1982/3/2,4.9,9.9,0.9
1982/3/3,5.0,9.7,0.2
1982/3/4,9.5,12.4,4.9
1982/3/5,13.0,15.2,9.7
1982/3/6,9.3,12.3,6.2
1982/3/7,5.7,8.4,3.9
1982/3/8,5.9,11.4,3.1
1982/3/9,7.4,12.4,3.4
1982/3/10,8.3,13.4,4.7
1982/3/11,10.6,15.4,6.0
1982/3/12,10.3,13.4,7.4
1982/3/13,10.1,14.2,7.3
1982/3/14,8.9,11.2,7.2
1982/3/15,12.9,18.0,9.7
1982/3/16,14.9,18.4,13.0
1982/3/17,11.0,14.3,8.6
1982/3/18,8.2,11.4,6.3
1982/3/19,7.8,11.0,5.2
1982/3/20,8.6,10.0,7.3
1982/3/21,10.0,13.8,7.9
1982/3/22,12.7,17.9,8.9
1982/3/23,13.6,18.2,8.7
1982/3/24,13.2,16.9,6.8
1982/3/25,6.2,8.7,4.2
1982/3/26,6.6,11.3,3.3
1982/3/27,6.9,10.8,4.5
1982/3/28,7.6,11.5,5.1
1982/3/29,8.7,12.8,4.6
1982/3/30,14.0,17.7,10.0
1982/3/31,13.6,15.8,10.6
1982/4/1,12.0,16.3,8.9
1982/4/2,12.6,15.4,9.1
1982/4/3,13.4,16.8,7.0
1982/4/4,5.8,9.2,3.1
1982/4/5,8.0,12.2,4.9
1982/4/6,11.7,16.1,6.5
1982/4/7,11.5,12.7,10.5
1982/4/8,13.4,16.9,12.0
1982/4/9,12.6,19.4,7.1
1982/4/10,9.8,15.9,6.0
1982/4/11,9.5,14.1,5.4
1982/4/12,12.5,16.6,8.3
1982/4/13,12.7,15.3,10.5
1982/4/14,13.9,17.0,11.1
1982/4/15,14.3,17.4,12.0
1982/4/16,15.3,19.7,11.1
1982/4/17,12.6,15.5,10.3
1982/4/18,11.6,15.2,8.3
1982/4/19,11.9,16.7,7.2
1982/4/20,15.2,18.7,11.0
1982/4/21,12.7,15.5,10.1
1982/4/22,9.9,14.1,8.3
1982/4/23,13.2,18.3,7.7
1982/4/24,14.3,17.5,12.2
1982/4/25,15.8,20.1,13.0
1982/4/26,15.9,20.8,12.1
1982/4/27,15.4,20.0,12.0
1982/4/28,12.4,13.4,11.1
1982/4/29,15.2,16.7,13.1
1982/4/30,17.4,19.8,15.3
1982/5/1,18.2,21.6,17.2
