ダウンロードした時刻：2017/07/24 15:44:08

,広島,広島,広島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1984/1/1,3.3,9.0,0.2
1984/1/2,4.9,11.1,0.3
1984/1/3,4.5,9.3,2.0
1984/1/4,2.9,5.6,1.3
1984/1/5,1.6,4.5,-1.1
1984/1/6,2.6,6.5,-2.0
1984/1/7,3.6,8.3,0.6
1984/1/8,3.3,8.4,0.2
1984/1/9,3.9,7.9,-0.5
1984/1/10,6.6,11.4,1.7
1984/1/11,5.5,8.3,2.6
1984/1/12,3.8,8.3,0.3
1984/1/13,5.0,9.7,0.5
1984/1/14,5.1,10.5,0.0
1984/1/15,3.7,5.9,1.1
1984/1/16,0.7,4.0,-0.8
1984/1/17,1.7,5.4,-1.2
1984/1/18,1.5,4.6,-0.7
1984/1/19,2.1,5.4,0.2
1984/1/20,2.5,5.9,-1.1
1984/1/21,4.0,7.0,1.3
1984/1/22,3.7,7.4,1.3
1984/1/23,2.3,6.4,-0.7
1984/1/24,1.7,5.3,-1.4
1984/1/25,0.7,3.6,-1.7
1984/1/26,-0.5,2.2,-2.2
1984/1/27,0.2,3.5,-0.9
1984/1/28,1.2,4.7,-1.0
1984/1/29,0.7,5.5,-2.0
1984/1/30,1.9,5.7,-2.4
1984/1/31,1.7,4.1,0.2
1984/2/1,3.1,7.6,-0.9
1984/2/2,3.8,8.9,0.6
1984/2/3,-0.1,2.8,-1.4
1984/2/4,0.9,4.6,-1.7
1984/2/5,1.6,6.0,-2.9
1984/2/6,-0.6,2.4,-3.3
1984/2/7,-2.6,0.5,-4.4
1984/2/8,-1.4,3.2,-4.8
1984/2/9,-0.4,3.4,-3.0
1984/2/10,0.9,6.6,-3.6
1984/2/11,1.9,7.3,-2.0
1984/2/12,0.6,1.7,-0.4
1984/2/13,2.4,7.5,-2.2
1984/2/14,3.4,9.3,0.4
1984/2/15,2.1,7.4,-1.1
1984/2/16,2.7,7.3,-0.7
1984/2/17,1.7,3.0,0.3
1984/2/18,3.8,8.6,1.4
1984/2/19,3.5,8.2,-0.5
1984/2/20,3.8,9.5,-0.8
1984/2/21,5.4,11.1,0.2
1984/2/22,4.8,10.2,2.3
1984/2/23,5.7,9.1,3.3
1984/2/24,6.2,11.0,2.6
1984/2/25,6.2,10.1,2.3
1984/2/26,6.5,11.5,4.3
1984/2/27,2.2,6.0,-0.3
1984/2/28,1.5,5.6,-1.7
1984/2/29,1.1,5.2,-1.5
1984/3/1,1.3,5.8,-2.7
1984/3/2,3.8,8.5,0.0
1984/3/3,1.9,7.1,-0.3
1984/3/4,1.8,6.5,-1.7
1984/3/5,2.9,7.9,-1.9
1984/3/6,3.6,6.7,0.8
1984/3/7,4.0,8.0,0.2
1984/3/8,4.7,10.1,-0.1
1984/3/9,5.8,10.5,1.2
1984/3/10,5.2,10.9,1.2
1984/3/11,3.5,8.8,-0.1
1984/3/12,5.5,11.5,-1.3
1984/3/13,6.8,9.4,3.4
1984/3/14,4.4,7.4,3.3
1984/3/15,4.9,7.8,1.6
1984/3/16,7.5,10.1,4.8
1984/3/17,8.1,12.2,4.7
1984/3/18,7.1,12.2,0.9
1984/3/19,4.1,8.0,0.9
1984/3/20,6.8,12.4,2.9
1984/3/21,3.5,7.4,0.8
1984/3/22,3.5,8.7,-0.9
1984/3/23,5.1,11.0,-0.5
1984/3/24,5.6,7.7,3.1
1984/3/25,8.4,13.1,4.3
1984/3/26,8.7,14.6,5.4
1984/3/27,8.4,13.0,2.1
1984/3/28,10.0,15.0,6.3
1984/3/29,10.1,17.0,2.6
1984/3/30,12.2,16.4,6.2
1984/3/31,13.8,18.3,11.3
1984/4/1,10.5,14.7,8.6
1984/4/2,10.0,14.3,6.8
1984/4/3,10.9,13.7,8.1
1984/4/4,12.1,13.6,9.4
1984/4/5,12.8,15.1,11.7
1984/4/6,9.9,14.6,4.8
1984/4/7,7.7,13.1,2.0
1984/4/8,10.3,17.9,2.7
1984/4/9,10.0,13.4,6.4
1984/4/10,12.5,15.8,10.2
1984/4/11,14.2,19.8,10.6
1984/4/12,12.2,18.9,7.1
1984/4/13,12.3,18.0,6.5
1984/4/14,12.4,17.5,7.0
1984/4/15,13.0,18.1,8.2
1984/4/16,16.0,21.4,12.9
1984/4/17,16.9,22.0,12.1
1984/4/18,18.6,23.3,16.2
1984/4/19,13.4,18.0,10.1
1984/4/20,11.5,16.1,9.6
1984/4/21,11.5,15.2,9.5
1984/4/22,13.7,19.9,10.3
1984/4/23,12.6,17.9,6.7
1984/4/24,13.9,20.3,7.2
1984/4/25,14.8,20.4,9.2
1984/4/26,15.2,18.2,11.0
1984/4/27,16.6,22.8,11.0
1984/4/28,16.2,22.3,10.7
1984/4/29,15.9,21.6,11.8
1984/4/30,14.8,16.5,14.1
1984/5/1,14.6,18.7,10.0
