É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:55:53

,çbï{,çbï{,çbï{
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
2016/12/1,8.8,14.0,5.6
2016/12/2,11.0,16.5,4.7
2016/12/3,7.2,14.4,0.8
2016/12/4,8.4,14.8,1.9
2016/12/5,9.1,12.0,6.6
2016/12/6,9.6,16.1,2.1
2016/12/7,4.7,10.9,-0.4
2016/12/8,6.1,13.7,-0.1
2016/12/9,7.3,14.6,1.4
2016/12/10,6.4,12.5,1.5
2016/12/11,4.3,11.7,-1.8
2016/12/12,3.1,9.3,-3.1
2016/12/13,5.6,10.1,0.4
2016/12/14,8.9,14.6,5.6
2016/12/15,4.1,10.6,-1.6
2016/12/16,3.6,9.9,-1.3
2016/12/17,3.6,12.7,-3.7
2016/12/18,3.9,11.6,-2.6
2016/12/19,4.5,12.6,-0.8
2016/12/20,4.4,12.0,-0.9
2016/12/21,5.3,13.8,-1.3
2016/12/22,6.8,11.5,1.3
2016/12/23,10.9,17.3,5.2
2016/12/24,5.9,12.2,0.7
2016/12/25,5.0,11.2,0.8
2016/12/26,4.2,8.9,-0.6
2016/12/27,6.2,10.9,3.1
2016/12/28,4.2,8.4,-1.3
2016/12/29,2.8,9.8,-2.8
2016/12/30,5.1,10.7,-0.8
2016/12/31,2.4,10.1,-3.3
2017/1/1,3.2,11.6,-2.8
2017/1/2,3.5,11.2,-1.5
2017/1/3,4.8,13.4,-1.9
2017/1/4,5.9,15.2,-0.9
2017/1/5,4.3,10.3,-1.5
2017/1/6,2.5,7.8,-1.7
2017/1/7,1.7,8.8,-4.4
2017/1/8,0.1,3.0,-2.3
2017/1/9,3.0,9.1,0.1
2017/1/10,4.3,11.4,-2.2
2017/1/11,5.8,11.2,0.2
2017/1/12,3.2,10.4,-2.9
2017/1/13,2.8,9.4,-2.0
2017/1/14,0.5,3.7,-1.9
2017/1/15,-0.8,4.1,-4.9
2017/1/16,0.3,6.3,-6.8
2017/1/17,2.7,10.6,-3.6
2017/1/18,2.1,9.1,-4.8
2017/1/19,3.2,11.1,-1.5
2017/1/20,3.3,8.6,-0.9
2017/1/21,4.8,10.0,-0.3
2017/1/22,4.2,12.1,-3.1
2017/1/23,2.8,6.4,-1.3
2017/1/24,0.4,6.1,-6.0
2017/1/25,0.6,8.8,-6.5
2017/1/26,0.2,8.2,-6.8
2017/1/27,3.8,13.8,-3.7
2017/1/28,5.1,13.7,-2.6
2017/1/29,6.5,13.1,-0.3
2017/1/30,8.0,14.5,4.5
2017/1/31,5.6,10.1,2.1
2017/2/1,5.8,12.6,0.5
2017/2/2,4.2,8.3,0.4
2017/2/3,6.9,13.0,-0.2
2017/2/4,4.2,12.3,-3.4
2017/2/5,2.5,6.3,-1.1
2017/2/6,5.9,12.6,2.6
2017/2/7,4.1,8.6,-1.1
2017/2/8,3.0,10.1,-4.7
2017/2/9,2.6,4.3,0.7
2017/2/10,3.4,8.9,-0.5
2017/2/11,1.1,7.9,-5.1
2017/2/12,4.1,9.6,-1.3
2017/2/13,3.0,10.9,-4.0
2017/2/14,2.1,9.7,-4.2
2017/2/15,2.9,11.6,-4.7
2017/2/16,4.5,13.8,-3.7
2017/2/17,6.1,13.1,-1.1
2017/2/18,6.2,12.0,1.6
2017/2/19,5.5,11.8,-0.4
2017/2/20,7.0,16.8,1.4
2017/2/21,4.8,8.9,0.8
2017/2/22,4.6,11.1,-3.4
2017/2/23,9.7,16.3,4.8
2017/2/24,7.4,12.7,3.4
2017/2/25,5.7,12.9,-0.9
2017/2/26,6.3,13.8,-1.1
2017/2/27,6.3,11.4,0.2
2017/2/28,6.9,13.0,2.9
2017/3/1,7.1,13.7,3.3
2017/3/2,5.4,6.6,4.0
2017/3/3,7.7,14.6,2.1
2017/3/4,6.3,15.2,-1.0
2017/3/5,8.2,16.7,-0.2
2017/3/6,7.1,11.0,3.1
2017/3/7,5.3,12.3,-0.1
2017/3/8,3.7,11.2,-3.4
2017/3/9,4.9,13.4,-2.7
2017/3/10,6.2,13.2,-1.7
2017/3/11,6.8,14.1,0.8
2017/3/12,7.5,14.6,0.5
2017/3/13,8.8,14.2,4.9
2017/3/14,9.1,15.5,5.9
2017/3/15,8.6,13.7,3.6
2017/3/16,8.5,16.0,2.3
2017/3/17,7.1,14.8,0.9
2017/3/18,7.2,13.9,0.3
2017/3/19,9.9,18.6,1.1
2017/3/20,10.7,18.7,2.3
2017/3/21,7.2,10.8,4.4
2017/3/22,8.6,14.5,4.1
2017/3/23,7.3,14.1,0.6
2017/3/24,7.4,13.3,2.1
2017/3/25,6.8,13.6,-0.3
2017/3/26,5.6,8.0,3.3
2017/3/27,6.9,13.7,2.1
2017/3/28,6.5,13.7,-0.3
2017/3/29,7.8,15.8,0.7
2017/3/30,10.8,20.0,2.2
2017/3/31,7.2,11.7,3.9
