É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 16:16:56

,âFòaìá,âFòaìá,âFòaìá
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1991/12/1,11.4,17.6,7.3
1991/12/2,10.7,18.6,6.1
1991/12/3,10.0,17.6,4.9
1991/12/4,9.6,17.0,5.6
1991/12/5,10.6,17.0,4.7
1991/12/6,13.0,17.4,9.1
1991/12/7,11.1,18.3,6.3
1991/12/8,11.8,16.1,7.9
1991/12/9,9.4,11.5,5.4
1991/12/10,8.0,14.7,1.9
1991/12/11,10.6,13.0,7.4
1991/12/12,4.9,9.2,2.8
1991/12/13,4.8,10.0,1.6
1991/12/14,6.1,13.8,0.1
1991/12/15,9.5,14.7,6.6
1991/12/16,11.4,17.0,5.8
1991/12/17,14.5,17.9,12.6
1991/12/18,11.9,16.0,7.7
1991/12/19,8.0,14.1,3.3
1991/12/20,7.6,15.4,2.6
1991/12/21,10.2,19.0,4.1
1991/12/22,12.1,18.3,7.5
1991/12/23,13.7,15.7,11.8
1991/12/24,13.3,18.3,10.4
1991/12/25,12.4,15.0,10.3
1991/12/26,11.2,14.8,8.5
1991/12/27,10.2,12.4,8.3
1991/12/28,6.4,9.9,2.2
1991/12/29,4.9,6.8,3.5
1991/12/30,5.2,7.8,2.3
1991/12/31,5.4,11.6,0.1
1992/1/1,7.4,9.4,5.4
1992/1/2,8.7,15.6,4.7
1992/1/3,9.0,12.6,5.7
1992/1/4,7.3,12.5,3.3
1992/1/5,5.5,9.6,0.8
1992/1/6,11.0,16.9,6.1
1992/1/7,10.9,16.5,7.2
1992/1/8,9.2,13.2,6.1
1992/1/9,9.4,11.7,8.0
1992/1/10,7.4,11.3,2.4
1992/1/11,4.9,12.2,-0.7
1992/1/12,7.2,15.2,2.2
1992/1/13,7.4,13.0,2.9
1992/1/14,6.2,9.0,2.4
1992/1/15,3.8,10.1,-1.0
1992/1/16,4.8,10.6,-1.8
1992/1/17,7.1,9.1,4.0
1992/1/18,5.3,8.0,3.7
1992/1/19,5.3,8.9,2.4
1992/1/20,4.8,11.7,0.1
1992/1/21,4.8,8.8,1.9
1992/1/22,6.4,9.7,2.3
1992/1/23,6.1,8.9,3.0
1992/1/24,5.2,10.3,2.0
1992/1/25,7.1,12.6,2.5
1992/1/26,7.6,14.8,2.4
1992/1/27,7.7,13.5,2.4
1992/1/28,7.1,15.2,0.9
1992/1/29,9.7,18.1,3.0
1992/1/30,10.0,12.6,7.8
1992/1/31,6.5,9.4,3.9
1992/2/1,4.1,7.6,1.7
1992/2/2,4.5,10.2,-1.0
1992/2/3,10.0,15.3,5.1
1992/2/4,9.1,13.0,4.6
1992/2/5,6.3,13.5,1.5
1992/2/6,7.1,12.9,0.8
1992/2/7,7.4,9.2,5.3
1992/2/8,5.7,9.8,2.3
1992/2/9,4.2,10.3,0.2
1992/2/10,5.9,10.9,2.0
1992/2/11,5.0,11.5,-0.8
1992/2/12,5.9,10.7,2.4
1992/2/13,7.4,13.4,1.6
1992/2/14,6.2,10.0,2.1
1992/2/15,4.7,8.9,0.7
1992/2/16,6.0,9.6,2.4
1992/2/17,5.2,11.1,-0.3
1992/2/18,7.2,12.7,1.8
1992/2/19,8.4,11.4,6.2
1992/2/20,5.4,9.3,3.3
1992/2/21,4.7,9.0,2.3
1992/2/22,4.9,9.5,0.4
1992/2/23,5.2,12.2,-1.1
1992/2/24,5.4,7.4,3.1
1992/2/25,7.5,11.1,4.1
1992/2/26,6.0,13.4,-1.1
1992/2/27,8.7,18.3,0.9
1992/2/28,10.6,14.2,5.8
1992/2/29,16.7,19.9,11.0
1992/3/1,16.2,19.1,13.5
1992/3/2,11.8,15.7,7.7
1992/3/3,9.0,13.8,5.9
1992/3/4,7.4,11.0,3.6
1992/3/5,10.6,13.6,7.9
1992/3/6,7.8,12.0,4.7
1992/3/7,6.3,12.0,1.6
1992/3/8,7.2,13.1,0.4
1992/3/9,10.8,14.6,8.0
1992/3/10,11.7,16.5,6.7
1992/3/11,9.6,16.5,3.4
1992/3/12,10.5,18.0,4.7
1992/3/13,11.0,17.2,5.2
1992/3/14,14.9,18.6,10.7
1992/3/15,15.5,18.5,12.5
1992/3/16,11.5,13.4,8.8
1992/3/17,8.5,10.4,6.2
1992/3/18,10.1,12.4,8.8
1992/3/19,9.7,12.0,7.3
1992/3/20,9.6,10.7,8.1
1992/3/21,9.5,12.9,5.2
1992/3/22,9.1,15.1,4.0
1992/3/23,12.4,17.7,7.3
1992/3/24,12.1,13.4,10.5
1992/3/25,12.3,18.1,7.8
1992/3/26,11.1,12.2,10.4
1992/3/27,10.9,12.1,10.1
1992/3/28,12.5,14.5,10.6
1992/3/29,12.9,14.8,11.7
1992/3/30,13.2,17.9,9.5
1992/3/31,13.4,18.4,7.2
