ダウンロードした時刻：2019/10/10 16:12:03

,大阪,大阪,大阪
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2006/12/1,11.3,14.7,7.9
2006/12/2,10.3,15.6,6.9
2006/12/3,8.1,11.6,5.7
2006/12/4,7.7,11.8,3.7
2006/12/5,7.7,11.9,3.1
2006/12/6,9.1,13.7,5.0
2006/12/7,8.7,10.5,6.4
2006/12/8,11.0,13.2,9.4
2006/12/9,9.6,10.8,8.5
2006/12/10,10.3,13.5,6.6
2006/12/11,9.0,13.3,5.3
2006/12/12,8.8,11.0,7.3
2006/12/13,8.8,10.1,7.7
2006/12/14,9.8,11.2,8.7
2006/12/15,11.1,15.2,8.0
2006/12/16,10.6,13.1,7.2
2006/12/17,9.4,13.8,5.9
2006/12/18,6.9,9.5,4.9
2006/12/19,7.2,12.5,2.9
2006/12/20,8.4,13.4,4.1
2006/12/21,9.4,11.7,6.9
2006/12/22,10.4,13.9,8.5
2006/12/23,10.2,13.8,6.3
2006/12/24,8.9,12.0,6.8
2006/12/25,9.2,14.6,4.3
2006/12/26,11.7,13.1,10.7
2006/12/27,13.2,16.4,11.3
2006/12/28,8.4,12.1,2.2
2006/12/29,3.5,6.3,1.1
2006/12/30,5.9,9.7,1.9
2006/12/31,6.4,9.1,3.4
2007/1/1,6.9,12.0,1.8
2007/1/2,8.1,9.4,7.1
2007/1/3,9.1,12.4,6.5
2007/1/4,8.0,11.9,5.8
2007/1/5,7.4,11.1,2.6
2007/1/6,8.1,10.5,5.5
2007/1/7,5.6,9.0,3.3
2007/1/8,7.4,10.7,4.8
2007/1/9,6.2,9.1,3.5
2007/1/10,6.6,12.0,1.6
2007/1/11,7.4,11.8,3.2
2007/1/12,7.9,11.2,4.2
2007/1/13,7.3,11.8,4.6
2007/1/14,6.3,10.0,3.9
2007/1/15,6.4,11.5,2.3
2007/1/16,7.5,12.5,4.2
2007/1/17,8.7,10.9,6.7
2007/1/18,8.6,12.5,4.9
2007/1/19,6.6,10.0,4.5
2007/1/20,6.4,10.5,2.5
2007/1/21,7.5,9.9,4.9
2007/1/22,7.7,12.9,4.0
2007/1/23,7.1,10.5,4.6
2007/1/24,6.6,11.2,3.4
2007/1/25,7.7,12.0,5.2
2007/1/26,8.2,14.0,2.0
2007/1/27,9.0,11.5,6.9
2007/1/28,7.8,10.1,6.1
2007/1/29,7.6,10.7,4.4
2007/1/30,8.0,13.3,2.8
2007/1/31,9.2,12.1,6.3
2007/2/1,6.1,9.5,3.1
2007/2/2,4.2,7.8,2.2
2007/2/3,6.1,9.3,0.4
2007/2/4,7.7,11.2,3.6
2007/2/5,7.7,14.3,0.4
2007/2/6,10.7,15.6,5.2
2007/2/7,10.2,15.0,6.8
2007/2/8,8.8,12.6,4.1
2007/2/9,10.2,12.3,7.7
2007/2/10,11.1,14.0,8.5
2007/2/11,8.4,11.4,6.2
2007/2/12,8.2,12.7,3.1
2007/2/13,9.7,15.3,4.1
2007/2/14,12.9,18.3,8.9
2007/2/15,8.1,11.6,5.5
2007/2/16,7.4,12.3,4.7
2007/2/17,5.1,7.4,2.5
2007/2/18,9.3,12.5,7.2
2007/2/19,8.9,13.2,5.8
2007/2/20,8.4,14.4,2.3
2007/2/21,10.1,16.2,4.9
2007/2/22,11.4,17.3,5.0
2007/2/23,11.5,17.7,7.2
2007/2/24,6.0,8.6,3.8
2007/2/25,6.3,9.8,2.2
2007/2/26,10.7,16.2,6.1
2007/2/27,11.4,17.9,7.0
2007/2/28,7.7,10.9,5.4
2007/3/1,8.3,15.0,3.1
2007/3/2,10.1,17.9,4.1
2007/3/3,13.4,17.5,9.0
2007/3/4,16.7,22.2,12.0
2007/3/5,15.0,19.3,10.7
2007/3/6,8.4,12.5,4.1
2007/3/7,6.0,9.8,3.0
2007/3/8,6.0,9.6,3.3
2007/3/9,7.4,12.4,2.8
2007/3/10,9.6,15.2,3.5
2007/3/11,7.7,10.1,5.4
2007/3/12,6.9,10.3,4.4
2007/3/13,7.2,12.0,4.8
2007/3/14,7.6,11.4,3.4
2007/3/15,6.3,9.0,4.2
2007/3/16,7.6,12.8,4.4
2007/3/17,6.8,12.5,3.8
2007/3/18,5.6,10.9,2.9
2007/3/19,5.4,10.0,2.0
2007/3/20,6.3,11.5,2.9
2007/3/21,8.3,13.5,2.3
2007/3/22,11.0,16.8,5.5
2007/3/23,12.8,17.9,7.1
2007/3/24,13.4,17.1,10.6
2007/3/25,14.8,18.4,10.1
2007/3/26,13.7,18.7,7.2
2007/3/27,11.9,14.8,10.2
2007/3/28,13.5,17.9,9.0
2007/3/29,16.5,20.5,10.6
2007/3/30,14.8,20.0,9.4
2007/3/31,15.4,22.0,7.5
