ダウンロードした時刻：2017/07/24 15:38:40

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1982/1/1,3.7,7.9,-1.5
1982/1/2,2.6,3.8,0.2
1982/1/3,2.7,6.6,0.1
1982/1/4,8.5,14.0,0.9
1982/1/5,6.7,11.4,4.6
1982/1/6,3.7,5.5,1.6
1982/1/7,0.3,5.7,-1.8
1982/1/8,-0.1,3.1,-3.4
1982/1/9,2.8,5.6,-1.5
1982/1/10,4.2,6.0,1.1
1982/1/11,3.7,8.2,-2.0
1982/1/12,6.5,8.7,4.7
1982/1/13,3.3,5.3,0.6
1982/1/14,1.9,3.6,-0.2
1982/1/15,0.7,2.8,-0.9
1982/1/16,-0.8,1.1,-2.3
1982/1/17,0.3,3.3,-2.6
1982/1/18,0.3,4.1,-4.0
1982/1/19,0.7,3.6,-2.0
1982/1/20,1.0,3.3,-2.9
1982/1/21,5.7,7.1,1.1
1982/1/22,5.3,7.0,3.6
1982/1/23,2.8,5.0,0.5
1982/1/24,3.1,5.4,1.0
1982/1/25,3.3,5.8,-0.7
1982/1/26,1.9,4.4,0.5
1982/1/27,2.6,7.5,-1.2
1982/1/28,1.5,3.0,0.1
1982/1/29,-0.5,1.7,-1.8
1982/1/30,-0.3,1.5,-2.8
1982/1/31,0.0,1.0,-2.3
1982/2/1,1.0,2.5,-0.5
1982/2/2,0.2,2.5,-1.7
1982/2/3,1.6,5.5,-1.2
1982/2/4,0.7,4.3,-1.1
1982/2/5,-0.5,1.1,-2.7
1982/2/6,-0.8,2.0,-4.0
1982/2/7,-2.2,-0.1,-4.1
1982/2/8,-1.0,0.6,-3.0
1982/2/9,0.1,2.7,-2.6
1982/2/10,0.3,1.9,-1.0
1982/2/11,2.0,5.5,0.1
1982/2/12,1.1,4.1,-2.0
1982/2/13,0.6,5.5,-5.6
1982/2/14,1.9,3.5,-0.3
1982/2/15,1.5,4.0,-0.2
1982/2/16,1.6,4.6,-1.9
1982/2/17,2.6,5.4,-2.7
1982/2/18,3.7,6.9,-0.1
1982/2/19,4.5,7.8,-1.3
1982/2/20,6.7,8.9,4.0
1982/2/21,6.7,8.4,5.5
1982/2/22,5.0,7.0,4.3
1982/2/23,3.6,5.8,1.4
1982/2/24,2.7,5.9,0.3
1982/2/25,0.8,3.8,-1.4
1982/2/26,0.6,2.2,-1.1
1982/2/27,3.2,8.2,0.6
1982/2/28,6.4,11.6,0.1
1982/3/1,5.0,5.8,3.9
1982/3/2,3.0,5.6,0.3
1982/3/3,3.7,6.4,0.6
1982/3/4,5.8,12.2,-0.2
1982/3/5,8.1,12.0,5.4
1982/3/6,3.8,7.5,0.0
1982/3/7,1.1,3.6,-0.4
1982/3/8,2.6,7.3,-1.0
1982/3/9,2.6,5.8,0.6
1982/3/10,6.8,12.9,-0.2
1982/3/11,7.1,11.1,3.2
1982/3/12,8.5,15.4,1.2
1982/3/13,7.6,10.7,5.4
1982/3/14,5.9,9.7,0.1
1982/3/15,10.4,13.5,5.6
1982/3/16,9.6,13.3,5.0
1982/3/17,5.6,7.7,3.8
1982/3/18,4.4,6.9,2.4
1982/3/19,6.0,10.1,1.4
1982/3/20,7.2,8.9,4.2
1982/3/21,8.0,9.0,7.1
1982/3/22,8.6,12.8,4.9
1982/3/23,10.6,19.5,2.0
1982/3/24,5.1,10.7,1.2
1982/3/25,2.9,6.3,0.7
1982/3/26,3.6,6.0,0.2
1982/3/27,2.9,6.3,-0.1
1982/3/28,3.6,7.9,-1.1
1982/3/29,5.2,10.4,-0.7
1982/3/30,10.8,19.5,1.6
1982/3/31,9.4,11.2,7.3
1982/4/1,7.2,9.8,4.1
1982/4/2,11.4,18.8,2.2
1982/4/3,7.5,12.9,5.3
1982/4/4,6.8,8.6,5.2
1982/4/5,7.2,12.0,1.5
1982/4/6,10.7,17.8,2.9
1982/4/7,11.9,18.1,7.0
1982/4/8,10.6,13.0,7.7
1982/4/9,10.4,15.6,6.1
1982/4/10,5.1,7.7,2.9
1982/4/11,7.9,11.6,4.0
1982/4/12,8.5,12.7,1.9
1982/4/13,13.9,20.0,8.1
1982/4/14,16.3,21.5,11.9
1982/4/15,12.4,15.0,10.7
1982/4/16,11.5,14.9,8.8
1982/4/17,8.7,11.7,6.0
1982/4/18,10.3,13.2,5.4
1982/4/19,11.3,14.3,8.6
1982/4/20,12.0,20.0,6.4
1982/4/21,9.4,11.4,7.4
1982/4/22,10.7,13.6,7.7
1982/4/23,10.8,14.4,5.6
1982/4/24,15.8,22.5,8.8
1982/4/25,12.2,15.9,10.1
1982/4/26,14.3,23.1,7.6
1982/4/27,15.6,22.1,10.9
1982/4/28,16.4,24.3,11.0
1982/4/29,17.1,25.2,13.7
1982/4/30,14.8,19.6,13.3
1982/5/1,15.3,17.7,13.9
