ダウンロードした時刻：2019/10/10 16:03:30

,松江,松江,松江
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1992/12/1,11.0,17.7,4.9
1992/12/2,9.8,12.3,8.0
1992/12/3,8.9,12.4,5.7
1992/12/4,10.0,12.5,7.8
1992/12/5,9.7,12.8,6.6
1992/12/6,11.4,18.5,3.2
1992/12/7,15.0,19.2,12.4
1992/12/8,13.1,15.2,9.4
1992/12/9,10.4,15.1,5.5
1992/12/10,11.0,17.5,6.0
1992/12/11,5.9,7.6,3.7
1992/12/12,6.7,8.5,5.4
1992/12/13,8.5,13.9,4.0
1992/12/14,4.5,6.9,1.8
1992/12/15,3.0,5.8,1.0
1992/12/16,4.7,7.9,2.4
1992/12/17,6.4,9.9,3.8
1992/12/18,7.0,9.8,4.7
1992/12/19,6.7,12.9,2.1
1992/12/20,7.8,9.5,5.9
1992/12/21,10.5,14.6,5.9
1992/12/22,8.9,11.4,5.4
1992/12/23,4.7,7.9,2.0
1992/12/24,2.0,4.1,0.4
1992/12/25,2.6,5.0,0.8
1992/12/26,5.1,11.9,-0.5
1992/12/27,6.9,11.8,2.2
1992/12/28,10.5,14.2,7.7
1992/12/29,8.3,12.1,4.9
1992/12/30,6.7,10.7,2.6
1992/12/31,6.8,9.1,3.5
1993/1/1,4.9,11.4,0.9
1993/1/2,5.8,13.8,0.7
1993/1/3,6.4,12.0,1.0
1993/1/4,5.7,8.6,3.3
1993/1/5,5.2,10.4,1.7
1993/1/6,5.0,9.6,0.4
1993/1/7,8.1,10.1,5.9
1993/1/8,8.0,10.6,6.7
1993/1/9,7.0,8.9,3.6
1993/1/10,7.8,9.1,6.8
1993/1/11,6.6,7.9,5.7
1993/1/12,6.4,9.8,2.2
1993/1/13,6.6,9.4,4.2
1993/1/14,6.6,7.8,5.6
1993/1/15,8.5,10.6,7.1
1993/1/16,6.6,10.0,2.4
1993/1/17,3.8,5.8,2.0
1993/1/18,3.0,5.1,1.1
1993/1/19,2.0,5.0,0.5
1993/1/20,2.7,5.7,0.8
1993/1/21,1.4,5.1,0.4
1993/1/22,3.2,8.2,0.5
1993/1/23,4.7,11.6,-1.0
1993/1/24,5.8,9.5,2.2
1993/1/25,8.4,12.4,6.1
1993/1/26,6.9,11.5,5.3
1993/1/27,3.1,5.9,0.6
1993/1/28,0.5,2.2,-1.1
1993/1/29,3.4,6.5,1.7
1993/1/30,5.3,8.4,3.1
1993/1/31,6.3,11.4,3.1
1993/2/1,3.0,4.3,0.6
1993/2/2,1.9,4.5,-0.2
1993/2/3,5.4,10.2,-0.6
1993/2/4,7.3,10.6,2.7
1993/2/5,7.4,14.5,-0.6
1993/2/6,14.5,22.0,5.2
1993/2/7,10.1,18.8,1.9
1993/2/8,3.1,6.3,1.4
1993/2/9,2.3,4.5,0.8
1993/2/10,5.5,10.0,2.3
1993/2/11,6.3,9.7,3.6
1993/2/12,7.0,10.5,5.3
1993/2/13,8.3,12.5,2.4
1993/2/14,5.0,8.2,-0.7
1993/2/15,5.8,13.6,-1.8
1993/2/16,9.4,14.6,4.3
1993/2/17,10.1,13.0,7.4
1993/2/18,7.8,11.4,3.4
1993/2/19,5.8,10.2,3.1
1993/2/20,6.0,10.8,1.2
1993/2/21,9.5,16.5,5.4
1993/2/22,8.6,11.9,4.3
1993/2/23,1.2,4.9,-1.1
1993/2/24,0.9,3.7,-0.2
1993/2/25,2.4,5.5,0.6
1993/2/26,3.4,8.3,-0.3
1993/2/27,5.2,10.5,-0.6
1993/2/28,6.1,10.7,3.4
1993/3/1,2.3,5.2,-0.6
1993/3/2,2.2,5.2,-0.5
1993/3/3,6.3,10.9,1.7
1993/3/4,6.2,13.4,0.8
1993/3/5,7.2,14.4,-1.6
1993/3/6,9.8,16.8,3.6
1993/3/7,7.2,10.5,5.0
1993/3/8,5.3,8.7,4.1
1993/3/9,6.1,12.1,0.4
1993/3/10,6.5,12.3,2.4
1993/3/11,5.7,12.1,0.6
1993/3/12,5.1,10.7,0.6
1993/3/13,6.0,11.0,1.4
1993/3/14,6.4,13.6,-0.9
1993/3/15,6.5,7.6,5.3
1993/3/16,4.0,5.9,2.0
1993/3/17,2.9,5.7,1.2
1993/3/18,3.4,7.6,1.1
1993/3/19,4.2,8.3,2.0
1993/3/20,4.7,10.6,0.1
1993/3/21,5.6,13.5,-0.7
1993/3/22,7.9,15.3,1.3
1993/3/23,9.8,18.0,2.4
1993/3/24,10.7,15.5,8.7
1993/3/25,11.2,16.0,7.8
1993/3/26,10.9,17.1,7.0
1993/3/27,11.1,18.3,6.0
1993/3/28,10.1,14.6,7.3
1993/3/29,5.6,8.4,0.5
1993/3/30,7.1,15.5,-1.6
1993/3/31,12.9,18.5,8.0
