ダウンロードした時刻：2019/10/10 15:44:09

,新潟,新潟,新潟
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2017/12/1,2.8,4.9,0.3
2017/12/2,3.4,5.7,1.2
2017/12/3,7.9,12.7,2.3
2017/12/4,8.1,11.5,5.6
2017/12/5,4.6,9.5,1.6
2017/12/6,0.9,2.7,0.2
2017/12/7,4.5,7.8,0.4
2017/12/8,3.7,5.8,1.0
2017/12/9,3.1,5.4,1.3
2017/12/10,5.7,11.0,2.9
2017/12/11,6.4,10.7,2.7
2017/12/12,2.2,4.4,0.2
2017/12/13,2.9,4.5,1.4
2017/12/14,3.1,6.5,1.4
2017/12/15,2.9,4.9,1.8
2017/12/16,5.2,7.7,1.2
2017/12/17,2.5,5.2,1.0
2017/12/18,3.0,7.5,-0.6
2017/12/19,3.9,7.7,1.7
2017/12/20,2.5,5.9,0.3
2017/12/21,3.6,7.1,1.6
2017/12/22,4.4,7.0,2.0
2017/12/23,6.1,10.3,3.7
2017/12/24,6.0,9.4,2.3
2017/12/25,6.3,10.3,2.8
2017/12/26,2.4,6.8,0.1
2017/12/27,0.8,2.6,-0.4
2017/12/28,2.4,4.2,0.4
2017/12/29,3.6,7.5,0.4
2017/12/30,3.3,4.8,1.5
2017/12/31,3.9,7.1,0.6
2018/1/1,6.0,8.5,3.8
2018/1/2,3.0,6.2,0.2
2018/1/3,2.2,4.5,-0.8
2018/1/4,2.7,5.1,0.2
2018/1/5,1.4,3.4,-0.2
2018/1/6,2.9,5.1,0.9
2018/1/7,4.0,7.1,1.8
2018/1/8,4.2,7.7,-0.7
2018/1/9,6.3,11.7,2.3
2018/1/10,2.8,5.5,0.4
2018/1/11,0.0,2.4,-2.0
2018/1/12,-1.9,-0.6,-2.9
2018/1/13,-2.1,2.0,-5.4
2018/1/14,-0.4,2.7,-4.2
2018/1/15,0.7,8.5,-5.9
2018/1/16,4.3,6.8,1.9
2018/1/17,4.1,5.8,2.3
2018/1/18,5.8,9.0,2.3
2018/1/19,4.3,6.2,0.5
2018/1/20,3.1,8.7,-1.6
2018/1/21,2.5,5.8,-0.5
2018/1/22,-0.1,2.0,-1.3
2018/1/23,1.4,6.9,-1.1
2018/1/24,-2.4,1.5,-5.4
2018/1/25,-2.4,0.1,-5.1
2018/1/26,-1.7,-0.3,-3.3
2018/1/27,0.4,1.5,-1.2
2018/1/28,1.2,5.6,-1.8
2018/1/29,0.5,5.3,-1.2
2018/1/30,-1.0,1.2,-2.3
2018/1/31,1.1,4.5,-2.0
2018/2/1,1.3,4.0,-1.9
2018/2/2,0.0,4.1,-4.8
2018/2/3,2.2,6.7,-2.8
2018/2/4,1.4,3.6,-0.4
2018/2/5,0.0,2.6,-1.6
2018/2/6,-0.1,2.6,-1.6
2018/2/7,-0.4,1.6,-1.9
2018/2/8,-0.3,1.5,-2.8
2018/2/9,0.4,3.0,-3.4
2018/2/10,2.4,6.5,-1.8
2018/2/11,2.6,5.5,-1.7
2018/2/12,-0.4,1.2,-1.7
2018/2/13,-0.2,2.7,-1.5
2018/2/14,4.4,9.3,0.5
2018/2/15,3.1,5.2,1.5
2018/2/16,1.7,4.1,-0.7
2018/2/17,0.5,5.5,-3.6
2018/2/18,-0.1,2.3,-2.5
2018/2/19,-0.4,1.2,-2.0
2018/2/20,2.4,4.9,-0.6
2018/2/21,1.2,3.0,-0.8
2018/2/22,0.4,3.8,-1.6
2018/2/23,2.2,6.8,-2.8
2018/2/24,2.4,7.6,-1.4
2018/2/25,0.9,2.9,-0.7
2018/2/26,1.6,6.0,-2.5
2018/2/27,2.7,7.6,-2.3
2018/2/28,6.9,8.9,3.6
2018/3/1,6.8,10.4,3.8
2018/3/2,3.0,5.3,-0.6
2018/3/3,6.0,13.6,-1.1
2018/3/4,10.5,19.1,2.2
2018/3/5,6.9,10.5,4.4
2018/3/6,2.9,6.3,0.6
2018/3/7,2.5,4.9,-0.7
2018/3/8,8.5,13.4,3.6
2018/3/9,7.0,13.4,3.7
2018/3/10,4.0,6.5,2.6
2018/3/11,4.5,9.9,-0.4
2018/3/12,4.9,8.0,1.8
2018/3/13,9.2,18.0,1.1
2018/3/14,11.0,18.1,4.7
2018/3/15,13.4,22.0,5.6
2018/3/16,5.1,14.7,2.1
2018/3/17,3.5,6.6,1.2
2018/3/18,7.3,15.2,-1.2
2018/3/19,7.4,9.3,5.6
2018/3/20,4.2,7.2,1.0
2018/3/21,4.4,6.6,0.7
2018/3/22,7.1,8.5,6.2
2018/3/23,6.7,9.3,5.7
2018/3/24,8.2,12.6,4.4
2018/3/25,11.3,15.8,6.4
2018/3/26,12.2,18.4,5.3
2018/3/27,12.1,19.8,5.4
2018/3/28,14.5,22.4,6.6
2018/3/29,12.1,20.7,8.1
2018/3/30,8.3,11.8,3.6
2018/3/31,7.5,12.3,0.4
