ダウンロードした時刻：2019/10/10 16:01:59

,大島,大島,大島
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/12/1,12.6,16.4,10.5
1997/12/2,11.5,15.3,6.3
1997/12/3,6.4,9.6,1.9
1997/12/4,7.5,11.2,5.1
1997/12/5,9.0,13.1,6.0
1997/12/6,12.2,15.1,8.7
1997/12/7,16.8,21.4,11.2
1997/12/8,17.6,19.8,16.3
1997/12/9,14.9,17.2,10.7
1997/12/10,10.2,12.9,6.1
1997/12/11,7.6,11.0,1.6
1997/12/12,8.7,11.7,3.7
1997/12/13,7.5,11.6,2.4
1997/12/14,8.2,11.6,5.1
1997/12/15,11.4,14.6,4.7
1997/12/16,10.9,13.7,6.5
1997/12/17,10.9,14.4,9.2
1997/12/18,11.2,15.5,8.4
1997/12/19,12.9,17.6,8.5
1997/12/20,15.0,16.8,11.4
1997/12/21,12.2,14.6,8.7
1997/12/22,7.7,8.8,6.1
1997/12/23,6.1,8.1,4.8
1997/12/24,7.8,9.0,6.4
1997/12/25,8.2,10.2,6.4
1997/12/26,9.6,11.6,7.3
1997/12/27,11.5,14.0,9.6
1997/12/28,12.0,15.8,6.6
1997/12/29,9.2,11.2,7.2
1997/12/30,8.8,10.9,7.6
1997/12/31,8.4,11.4,5.2
1998/1/1,9.4,13.5,3.7
1998/1/2,9.2,12.6,6.0
1998/1/3,10.5,15.3,3.9
1998/1/4,12.0,13.7,10.2
1998/1/5,8.5,11.1,6.7
1998/1/6,8.4,11.7,6.4
1998/1/7,7.2,12.1,3.2
1998/1/8,5.4,7.9,3.1
1998/1/9,5.7,8.2,3.3
1998/1/10,6.6,9.7,3.5
1998/1/11,6.3,8.3,3.1
1998/1/12,4.3,5.4,3.0
1998/1/13,6.4,9.6,3.9
1998/1/14,8.3,11.4,4.8
1998/1/15,3.8,7.2,2.2
1998/1/16,6.4,8.9,3.7
1998/1/17,8.5,11.5,6.1
1998/1/18,12.2,14.4,7.9
1998/1/19,8.7,11.8,4.7
1998/1/20,5.8,9.1,1.4
1998/1/21,8.3,11.6,5.4
1998/1/22,7.5,10.7,1.9
1998/1/23,5.7,8.0,4.4
1998/1/24,4.8,7.7,-1.6
1998/1/25,2.0,7.5,-2.4
1998/1/26,7.0,10.8,0.8
1998/1/27,5.8,9.9,1.1
1998/1/28,5.8,9.9,1.8
1998/1/29,5.1,9.2,1.6
1998/1/30,7.3,10.7,3.5
1998/1/31,10.0,12.8,3.6
1998/2/1,6.2,8.8,3.9
1998/2/2,5.7,10.6,2.2
1998/2/3,8.1,12.4,1.4
1998/2/4,7.9,11.6,4.4
1998/2/5,5.1,8.6,2.3
1998/2/6,6.7,11.8,1.6
1998/2/7,7.1,12.8,1.5
1998/2/8,7.5,12.8,3.9
1998/2/9,7.6,12.7,3.8
1998/2/10,7.3,12.7,1.3
1998/2/11,6.1,12.5,0.8
1998/2/12,11.7,16.7,2.6
1998/2/13,14.0,18.8,8.3
1998/2/14,14.6,19.1,9.8
1998/2/15,5.0,11.2,3.5
1998/2/16,6.5,9.8,4.4
1998/2/17,7.6,10.9,4.4
1998/2/18,5.5,10.6,2.7
1998/2/19,10.8,15.2,3.0
1998/2/20,13.1,15.7,9.4
1998/2/21,7.5,10.6,4.0
1998/2/22,5.5,8.6,3.9
1998/2/23,8.5,14.6,3.9
1998/2/24,8.2,10.8,5.6
1998/2/25,6.6,7.4,5.6
1998/2/26,9.3,11.8,7.3
1998/2/27,9.9,15.4,6.6
1998/2/28,11.2,16.7,6.4
1998/3/1,6.3,9.8,4.3
1998/3/2,8.1,14.1,4.8
1998/3/3,11.3,15.9,4.8
1998/3/4,10.2,15.6,5.1
1998/3/5,6.5,10.3,3.4
1998/3/6,7.3,11.0,3.0
1998/3/7,10.8,15.5,5.6
1998/3/8,8.4,11.9,4.9
1998/3/9,12.3,17.0,9.5
1998/3/10,7.8,10.1,5.4
1998/3/11,9.3,12.3,6.1
1998/3/12,11.0,12.6,8.9
1998/3/13,10.5,14.4,6.4
1998/3/14,12.5,15.8,7.5
1998/3/15,10.4,15.3,4.5
1998/3/16,7.4,12.2,3.9
1998/3/17,9.1,15.7,4.7
1998/3/18,6.6,12.8,2.8
1998/3/19,11.4,15.7,2.7
1998/3/20,15.4,17.2,13.3
1998/3/21,11.5,13.4,10.1
1998/3/22,8.7,11.1,7.0
1998/3/23,8.7,14.6,4.1
1998/3/24,10.7,14.7,3.8
1998/3/25,10.3,14.7,6.2
1998/3/26,12.3,17.0,6.6
1998/3/27,15.0,18.1,12.8
1998/3/28,14.8,19.8,9.3
1998/3/29,15.9,20.4,9.3
1998/3/30,17.7,21.1,14.9
1998/3/31,16.0,20.8,11.2
