É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/10 15:50:48

,åFíJ,åFíJ,åFíJ
îNåéì˙,ïΩãœãCâ∑(Åé),ç≈çÇãCâ∑(Åé),ç≈í·ãCâ∑(Åé)
,,,
1980/12/1,10.2,18.2,4.2
1980/12/2,7.2,9.4,3.9
1980/12/3,13.8,20.3,8.2
1980/12/4,9.4,14.3,5.3
1980/12/5,5.5,12.0,0.1
1980/12/6,5.4,12.1,-0.4
1980/12/7,7.8,14.3,1.3
1980/12/8,7.6,14.5,3.4
1980/12/9,5.1,7.6,2.8
1980/12/10,6.4,13.1,1.0
1980/12/11,6.3,11.8,1.7
1980/12/12,6.6,9.7,1.5
1980/12/13,5.1,8.5,-0.8
1980/12/14,2.0,9.5,-3.6
1980/12/15,3.9,9.2,-2.2
1980/12/16,4.5,10.8,-1.1
1980/12/17,4.5,12.4,-2.2
1980/12/18,3.1,9.9,-1.6
1980/12/19,4.7,10.0,-0.6
1980/12/20,2.2,6.5,-1.6
1980/12/21,3.2,8.4,-1.8
1980/12/22,3.6,9.9,-1.5
1980/12/23,1.3,4.0,-0.7
1980/12/24,4.7,7.1,0.2
1980/12/25,6.9,11.8,0.6
1980/12/26,4.4,9.9,-0.4
1980/12/27,3.5,8.4,-0.3
1980/12/28,2.3,7.7,-1.6
1980/12/29,3.3,8.0,-2.0
1980/12/30,5.5,10.3,2.5
1980/12/31,4.4,10.2,0.9
1981/1/1,2.5,8.8,-3.4
1981/1/2,2.9,7.6,-0.2
1981/1/3,2.8,9.0,-3.6
1981/1/4,3.0,7.7,-1.4
1981/1/5,1.7,7.3,-2.4
1981/1/6,1.4,7.3,-4.2
1981/1/7,1.6,7.4,-2.8
1981/1/8,3.1,8.9,-3.2
1981/1/9,4.2,11.4,-1.1
1981/1/10,4.1,11.7,-1.5
1981/1/11,1.2,6.5,-3.0
1981/1/12,-0.1,6.6,-6.0
1981/1/13,-0.3,6.0,-6.0
1981/1/14,1.0,7.9,-5.8
1981/1/15,2.6,7.6,-4.2
1981/1/16,3.0,8.9,-0.2
1981/1/17,2.1,8.0,-2.1
1981/1/18,0.6,7.6,-4.1
1981/1/19,3.1,9.8,-3.4
1981/1/20,2.7,8.2,-1.4
1981/1/21,1.7,7.9,-3.5
1981/1/22,1.1,6.0,-2.0
1981/1/23,2.9,8.8,-4.0
1981/1/24,2.7,7.6,-3.0
1981/1/25,4.8,8.8,0.7
1981/1/26,2.1,7.8,-1.4
1981/1/27,1.6,6.9,-2.0
1981/1/28,2.3,6.8,-0.5
1981/1/29,2.5,9.2,-4.6
1981/1/30,2.8,7.7,0.0
1981/1/31,3.1,10.3,-3.2
1981/2/1,0.8,3.6,-0.9
1981/2/2,3.4,8.1,-0.5
1981/2/3,0.8,5.6,-2.4
1981/2/4,2.7,6.9,-2.6
1981/2/5,4.2,9.8,0.4
1981/2/6,3.8,10.3,-1.6
1981/2/7,3.4,10.2,-1.5
1981/2/8,4.4,11.4,-1.8
1981/2/9,4.8,11.2,-2.6
1981/2/10,5.5,11.2,0.6
1981/2/11,3.0,8.7,-1.3
1981/2/12,4.4,12.8,-4.5
1981/2/13,6.2,13.4,-2.9
1981/2/14,9.9,16.0,5.8
1981/2/15,5.7,7.2,3.6
1981/2/16,9.1,16.6,1.1
1981/2/17,3.0,9.5,0.5
1981/2/18,1.2,6.5,-3.4
1981/2/19,4.7,13.1,-0.4
1981/2/20,3.1,5.6,0.8
1981/2/21,3.5,9.4,-1.5
1981/2/22,3.8,9.7,-1.2
1981/2/23,1.4,4.3,-0.2
1981/2/24,1.9,4.7,-1.8
1981/2/25,1.9,6.6,-1.7
1981/2/26,-1.6,4.6,-5.2
1981/2/27,-1.6,3.6,-6.1
1981/2/28,1.4,7.5,-4.7
1981/3/1,3.7,10.5,-1.8
1981/3/2,3.6,9.7,-0.9
1981/3/3,3.9,9.2,-3.6
1981/3/4,6.7,9.9,4.2
1981/3/5,6.4,13.0,0.6
1981/3/6,5.3,13.8,-2.0
1981/3/7,3.5,9.8,-3.2
1981/3/8,8.7,14.6,1.8
1981/3/9,5.1,6.9,3.3
1981/3/10,4.5,10.4,0.0
1981/3/11,4.7,11.0,-1.7
1981/3/12,6.5,14.3,-0.9
1981/3/13,9.6,17.5,0.5
1981/3/14,8.4,10.4,6.1
1981/3/15,10.4,18.5,5.0
1981/3/16,6.7,12.1,3.3
1981/3/17,6.2,12.3,0.2
1981/3/18,9.6,18.2,1.5
1981/3/19,12.1,21.2,2.9
1981/3/20,13.8,21.0,9.0
1981/3/21,9.7,12.0,7.6
1981/3/22,11.7,18.7,8.1
1981/3/23,9.7,15.1,5.9
1981/3/24,8.1,14.7,0.9
1981/3/25,6.9,8.4,5.3
1981/3/26,10.7,18.0,6.1
1981/3/27,7.9,12.2,4.3
1981/3/28,8.6,13.7,4.0
1981/3/29,10.7,16.8,6.6
1981/3/30,8.5,12.8,4.9
1981/3/31,4.4,6.9,1.5
