ダウンロードした時刻：2017/07/24 15:45:23

,奈良,奈良,奈良
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2010/1/1,1.7,5.9,-0.2
2010/1/2,4.5,9.5,-0.1
2010/1/3,5.7,9.2,-0.4
2010/1/4,4.5,10.6,-1.4
2010/1/5,5.6,9.7,2.0
2010/1/6,3.1,7.2,-0.8
2010/1/7,2.8,6.1,1.0
2010/1/8,3.6,9.4,0.8
2010/1/9,3.1,9.1,-1.9
2010/1/10,5.0,9.9,0.8
2010/1/11,4.7,9.2,0.1
2010/1/12,4.7,6.5,2.9
2010/1/13,0.9,3.9,-1.3
2010/1/14,0.6,4.2,-2.2
2010/1/15,2.3,7.7,-2.4
2010/1/16,1.5,6.3,-2.5
2010/1/17,1.7,9.6,-4.1
2010/1/18,3.2,11.2,-3.1
2010/1/19,5.6,13.0,-0.6
2010/1/20,7.9,16.8,-0.7
2010/1/21,9.2,14.0,3.5
2010/1/22,5.0,9.0,2.8
2010/1/23,3.5,7.6,0.1
2010/1/24,3.7,9.7,-1.2
2010/1/25,2.6,6.2,-2.0
2010/1/26,3.1,9.6,-1.4
2010/1/27,4.1,12.4,-3.4
2010/1/28,6.5,10.3,4.4
2010/1/29,5.9,11.1,1.1
2010/1/30,5.1,11.5,0.0
2010/1/31,4.4,5.5,3.1
2010/2/1,2.5,4.4,0.2
2010/2/2,4.8,10.2,0.8
2010/2/3,2.8,8.2,-1.6
2010/2/4,1.8,6.6,-2.6
2010/2/5,2.8,7.9,-1.3
2010/2/6,1.6,5.7,-1.0
2010/2/7,2.4,9.1,-1.2
2010/2/8,4.9,11.4,-0.6
2010/2/9,11.9,19.0,4.2
2010/2/10,11.2,18.6,6.6
2010/2/11,5.3,6.6,3.5
2010/2/12,4.0,8.3,0.2
2010/2/13,3.4,9.6,-0.6
2010/2/14,4.5,10.4,-2.4
2010/2/15,4.7,6.9,2.9
2010/2/16,4.7,8.5,-0.7
2010/2/17,2.4,7.6,-1.5
2010/2/18,3.3,10.4,-1.7
2010/2/19,2.8,9.2,-1.5
2010/2/20,3.3,9.6,-2.0
2010/2/21,4.3,12.0,-1.3
2010/2/22,7.5,17.6,-1.4
2010/2/23,10.3,19.1,4.1
2010/2/24,12.1,22.6,4.4
2010/2/25,14.4,23.9,7.2
2010/2/26,13.7,16.0,11.6
2010/2/27,11.1,14.2,7.6
2010/2/28,7.8,13.0,3.9
2010/3/1,8.8,15.7,1.9
2010/3/2,10.1,14.2,8.2
2010/3/3,8.3,13.4,4.4
2010/3/4,9.8,13.8,5.5
2010/3/5,12.3,18.2,9.9
2010/3/6,9.2,10.2,7.8
2010/3/7,5.9,7.9,4.4
2010/3/8,5.8,11.1,2.4
2010/3/9,5.0,7.5,2.8
2010/3/10,4.1,9.9,2.5
2010/3/11,4.5,9.7,0.4
2010/3/12,7.6,15.6,-1.5
2010/3/13,10.1,13.4,7.0
2010/3/14,9.0,17.3,1.5
2010/3/15,11.8,19.0,5.0
2010/3/16,11.8,16.0,4.6
2010/3/17,6.6,12.7,3.0
2010/3/18,7.2,15.4,0.0
2010/3/19,8.1,14.1,3.9
2010/3/20,15.0,25.9,2.4
2010/3/21,11.3,17.7,3.6
2010/3/22,7.7,14.0,1.2
2010/3/23,7.4,8.8,5.4
2010/3/24,7.3,9.1,6.6
2010/3/25,6.4,9.5,3.7
2010/3/26,4.7,9.7,-0.3
2010/3/27,5.5,12.7,-1.6
2010/3/28,8.2,15.2,3.7
2010/3/29,4.2,9.7,-0.2
2010/3/30,4.5,11.4,-1.4
2010/3/31,8.6,15.7,0.2
2010/4/1,14.3,18.2,8.5
2010/4/2,10.4,18.1,3.2
2010/4/3,6.9,14.4,0.4
2010/4/4,9.6,19.4,-0.5
2010/4/5,12.8,19.5,8.4
2010/4/6,15.1,23.3,7.0
2010/4/7,9.3,14.7,6.0
2010/4/8,9.4,17.0,2.2
2010/4/9,12.4,17.3,6.9
2010/4/10,16.6,24.3,10.8
2010/4/11,16.7,24.6,13.1
2010/4/12,14.9,18.0,12.3
2010/4/13,14.4,21.5,9.5
2010/4/14,9.4,14.4,7.0
2010/4/15,6.8,8.9,5.2
2010/4/16,7.3,10.0,4.8
2010/4/17,10.0,15.6,5.0
2010/4/18,11.3,18.8,2.7
2010/4/19,14.9,22.5,9.4
2010/4/20,13.8,16.9,10.4
2010/4/21,15.2,20.9,11.1
2010/4/22,10.7,13.4,8.6
2010/4/23,9.7,12.9,4.8
2010/4/24,8.1,14.2,3.2
2010/4/25,10.0,19.3,0.9
2010/4/26,13.3,21.1,3.6
2010/4/27,13.9,15.9,11.7
2010/4/28,16.1,22.1,12.3
2010/4/29,12.7,17.8,7.2
2010/4/30,12.6,18.7,6.0
2010/5/1,13.1,20.2,5.2
