ダウンロードした時刻：2019/10/10 16:16:23

,高松,高松,高松
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2004/12/1,10.4,15.7,5.9
2004/12/2,10.3,15.9,6.5
2004/12/3,10.1,15.6,4.6
2004/12/4,13.5,17.7,9.1
2004/12/5,14.7,17.7,11.2
2004/12/6,10.1,13.9,5.3
2004/12/7,10.2,17.3,4.2
2004/12/8,10.6,15.0,6.4
2004/12/9,9.0,15.0,4.2
2004/12/10,10.3,16.3,5.1
2004/12/11,11.6,16.5,7.4
2004/12/12,10.2,15.3,5.4
2004/12/13,11.3,16.3,6.7
2004/12/14,9.1,14.5,5.1
2004/12/15,8.7,14.8,3.8
2004/12/16,10.4,17.5,4.2
2004/12/17,8.0,12.2,4.3
2004/12/18,8.1,11.9,2.9
2004/12/19,10.9,14.3,8.5
2004/12/20,10.7,14.4,7.0
2004/12/21,9.0,12.9,4.9
2004/12/22,8.3,12.5,4.1
2004/12/23,7.6,11.4,4.7
2004/12/24,5.8,10.4,1.4
2004/12/25,6.8,10.7,2.7
2004/12/26,8.6,11.1,5.7
2004/12/27,7.5,11.2,4.0
2004/12/28,7.2,11.4,3.5
2004/12/29,6.0,9.2,3.8
2004/12/30,5.2,9.5,2.5
2004/12/31,3.3,5.3,0.3
2005/1/1,3.8,7.1,0.7
2005/1/2,3.8,9.2,-0.9
2005/1/3,7.6,14.5,0.6
2005/1/4,7.8,11.5,4.0
2005/1/5,5.3,8.4,1.5
2005/1/6,4.5,6.9,1.4
2005/1/7,6.6,10.7,2.7
2005/1/8,5.4,9.3,0.7
2005/1/9,4.2,7.3,1.1
2005/1/10,3.7,6.7,-0.4
2005/1/11,6.1,8.6,4.1
2005/1/12,5.2,6.6,3.6
2005/1/13,5.1,9.5,-0.3
2005/1/14,6.5,10.0,3.0
2005/1/15,6.6,8.9,4.4
2005/1/16,6.7,8.8,4.9
2005/1/17,7.5,10.2,4.2
2005/1/18,6.7,11.5,3.5
2005/1/19,6.9,10.7,3.8
2005/1/20,4.7,7.9,2.2
2005/1/21,3.9,8.4,1.4
2005/1/22,4.3,9.2,-0.4
2005/1/23,5.2,7.5,2.3
2005/1/24,5.6,11.5,-0.6
2005/1/25,7.9,10.7,5.6
2005/1/26,6.1,9.9,1.5
2005/1/27,4.6,9.2,-0.2
2005/1/28,7.1,12.3,2.4
2005/1/29,8.0,12.9,1.4
2005/1/30,6.7,9.0,4.8
2005/1/31,4.5,7.2,2.5
2005/2/1,0.4,4.1,-1.9
2005/2/2,2.6,6.5,-1.0
2005/2/3,4.6,7.8,1.7
2005/2/4,5.4,10.6,0.6
2005/2/5,7.4,11.6,4.3
2005/2/6,5.6,8.4,1.4
2005/2/7,3.7,7.0,1.0
2005/2/8,6.6,9.3,4.4
2005/2/9,8.6,13.3,3.3
2005/2/10,8.0,10.8,5.2
2005/2/11,5.8,9.5,3.7
2005/2/12,4.0,7.6,0.0
2005/2/13,4.9,10.1,0.6
2005/2/14,5.1,9.5,-0.4
2005/2/15,6.8,9.6,4.4
2005/2/16,9.3,12.5,6.2
2005/2/17,9.1,10.9,6.7
2005/2/18,6.7,8.8,5.5
2005/2/19,7.0,8.0,5.5
2005/2/20,4.7,8.3,0.5
2005/2/21,2.3,7.1,-1.7
2005/2/22,3.5,9.5,-2.1
2005/2/23,9.5,16.0,1.1
2005/2/24,3.6,8.8,0.6
2005/2/25,6.7,12.3,1.9
2005/2/26,3.3,8.3,0.9
2005/2/27,3.7,8.4,-0.4
2005/2/28,6.2,11.3,0.7
2005/3/1,6.4,11.2,2.7
2005/3/2,7.0,11.6,1.9
2005/3/3,6.0,8.4,4.7
2005/3/4,5.6,10.2,3.3
2005/3/5,4.4,8.9,1.8
2005/3/6,5.2,10.1,2.0
2005/3/7,8.0,14.7,0.4
2005/3/8,11.8,17.2,5.6
2005/3/9,13.7,19.8,8.6
2005/3/10,12.0,17.6,6.8
2005/3/11,12.4,14.4,10.2
2005/3/12,5.4,10.9,1.0
2005/3/13,2.9,7.5,0.4
2005/3/14,4.1,9.5,-0.6
2005/3/15,6.2,11.8,0.8
2005/3/16,9.0,16.3,3.1
2005/3/17,11.8,15.2,8.7
2005/3/18,9.3,13.2,4.5
2005/3/19,7.7,13.0,2.0
2005/3/20,8.9,15.1,3.6
2005/3/21,10.5,15.2,4.5
2005/3/22,11.3,13.7,8.2
2005/3/23,9.6,13.4,5.4
2005/3/24,7.1,15.6,3.1
2005/3/25,5.4,8.8,2.6
2005/3/26,12.2,16.8,6.2
2005/3/27,11.4,16.2,6.7
2005/3/28,12.1,14.5,9.5
2005/3/29,11.8,15.3,7.7
2005/3/30,10.0,15.0,4.0
2005/3/31,12.3,18.7,4.7
