ダウンロードした時刻：2019/10/10 16:15:49

,松山,松山,松山
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2016/12/1,13.9,16.1,10.6
2016/12/2,10.9,16.0,7.7
2016/12/3,10.6,16.8,6.3
2016/12/4,11.1,14.4,7.7
2016/12/5,13.2,16.7,9.3
2016/12/6,12.3,15.7,6.9
2016/12/7,9.1,13.2,4.3
2016/12/8,9.7,14.7,6.2
2016/12/9,11.9,16.5,6.9
2016/12/10,9.0,13.8,5.0
2016/12/11,8.6,13.6,5.2
2016/12/12,9.1,13.3,4.6
2016/12/13,10.9,11.9,9.6
2016/12/14,9.1,11.0,6.0
2016/12/15,7.0,9.9,4.2
2016/12/16,6.2,9.4,2.8
2016/12/17,7.0,11.6,2.5
2016/12/18,7.3,13.1,3.4
2016/12/19,9.7,16.3,3.5
2016/12/20,11.8,15.3,9.5
2016/12/21,12.0,15.8,7.6
2016/12/22,17.3,21.9,12.6
2016/12/23,10.5,13.3,8.7
2016/12/24,8.6,11.8,5.1
2016/12/25,9.5,14.8,5.3
2016/12/26,10.7,16.2,8.1
2016/12/27,12.3,18.5,6.7
2016/12/28,5.2,8.7,3.0
2016/12/29,5.5,8.3,2.5
2016/12/30,5.5,10.8,1.8
2016/12/31,6.7,12.3,2.9
2017/1/1,7.2,12.4,3.3
2017/1/2,8.4,14.2,3.3
2017/1/3,9.3,14.7,5.7
2017/1/4,8.9,14.0,4.5
2017/1/5,7.8,11.4,4.4
2017/1/6,7.5,12.6,4.4
2017/1/7,7.9,12.5,3.1
2017/1/8,8.6,9.7,7.5
2017/1/9,9.1,13.0,6.4
2017/1/10,8.1,12.8,4.7
2017/1/11,6.0,9.9,3.1
2017/1/12,6.8,9.4,2.5
2017/1/13,7.5,9.3,6.0
2017/1/14,3.9,6.7,0.8
2017/1/15,2.4,4.7,-0.1
2017/1/16,3.2,7.7,-0.2
2017/1/17,4.6,10.6,-0.3
2017/1/18,6.3,12.3,0.5
2017/1/19,7.7,11.9,4.5
2017/1/20,6.0,9.0,3.9
2017/1/21,5.5,9.4,0.6
2017/1/22,5.3,7.7,2.2
2017/1/23,3.1,5.1,2.1
2017/1/24,3.8,7.3,0.0
2017/1/25,4.0,9.1,0.4
2017/1/26,4.5,10.4,0.0
2017/1/27,8.3,14.0,2.5
2017/1/28,7.5,12.8,3.1
2017/1/29,8.7,13.9,4.4
2017/1/30,10.1,14.1,6.0
2017/1/31,5.5,9.9,2.1
2017/2/1,6.2,10.1,1.7
2017/2/2,5.8,10.0,1.4
2017/2/3,6.8,12.7,2.2
2017/2/4,8.2,14.6,3.2
2017/2/5,10.0,12.5,6.8
2017/2/6,8.0,11.2,4.0
2017/2/7,5.8,10.4,2.0
2017/2/8,5.4,9.7,0.7
2017/2/9,5.9,9.1,3.6
2017/2/10,3.0,5.8,1.4
2017/2/11,2.9,6.1,-0.6
2017/2/12,3.8,9.3,-0.3
2017/2/13,5.1,10.5,0.4
2017/2/14,5.3,10.7,1.9
2017/2/15,5.2,11.1,0.3
2017/2/16,8.9,16.1,2.5
2017/2/17,13.7,16.6,7.7
2017/2/18,10.1,12.7,6.0
2017/2/19,7.4,11.0,2.6
2017/2/20,11.8,17.6,6.1
2017/2/21,6.2,10.4,3.3
2017/2/22,7.0,15.1,1.1
2017/2/23,10.3,15.2,7.3
2017/2/24,6.4,10.5,2.7
2017/2/25,5.8,10.2,1.1
2017/2/26,7.8,12.2,3.7
2017/2/27,7.6,12.8,3.0
2017/2/28,6.7,12.8,1.6
2017/3/1,7.8,13.4,2.6
2017/3/2,8.1,11.7,6.3
2017/3/3,7.7,13.9,3.1
2017/3/4,9.7,15.6,5.0
2017/3/5,9.9,14.6,5.1
2017/3/6,9.7,14.1,5.2
2017/3/7,6.5,10.1,4.2
2017/3/8,5.5,8.9,3.6
2017/3/9,7.6,11.2,4.0
2017/3/10,10.5,13.8,5.6
2017/3/11,8.5,15.1,2.0
2017/3/12,10.0,16.1,3.9
2017/3/13,10.5,12.5,9.3
2017/3/14,10.6,14.7,7.3
2017/3/15,7.8,12.1,4.8
2017/3/16,8.2,14.0,2.8
2017/3/17,9.1,16.0,3.9
2017/3/18,9.7,15.3,4.5
2017/3/19,11.0,18.4,5.1
2017/3/20,11.1,18.0,6.3
2017/3/21,10.1,13.4,8.1
2017/3/22,8.9,13.9,4.2
2017/3/23,9.3,12.8,6.7
2017/3/24,9.5,14.5,4.5
2017/3/25,7.8,10.6,6.5
2017/3/26,9.4,13.8,6.4
2017/3/27,8.7,11.5,6.5
2017/3/28,9.1,14.1,5.1
2017/3/29,11.0,15.3,7.0
2017/3/30,14.1,20.1,10.1
2017/3/31,8.8,13.7,5.5
