ダウンロードした時刻：2017/07/24 15:43:27

,豊岡,豊岡,豊岡
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
1997/1/1,10.3,17.2,3.8
1997/1/2,5.4,9.4,2.1
1997/1/3,2.8,4.5,1.1
1997/1/4,1.8,4.1,0.4
1997/1/5,2.7,3.9,1.3
1997/1/6,4.2,8.1,1.0
1997/1/7,1.4,3.7,0.3
1997/1/8,1.8,5.0,0.4
1997/1/9,2.0,4.1,0.6
1997/1/10,3.3,7.3,1.4
1997/1/11,3.3,5.0,2.4
1997/1/12,3.9,6.4,2.2
1997/1/13,4.3,10.6,-0.2
1997/1/14,4.7,12.7,-1.6
1997/1/15,3.7,6.7,1.0
1997/1/16,3.5,10.0,-1.4
1997/1/17,5.5,12.2,2.5
1997/1/18,4.9,9.7,1.6
1997/1/19,4.4,7.3,2.8
1997/1/20,5.0,12.5,-0.3
1997/1/21,0.2,7.5,-5.1
1997/1/22,-0.2,2.6,-4.6
1997/1/23,2.4,5.9,-0.1
1997/1/24,2.8,5.1,1.6
1997/1/25,3.7,6.4,0.8
1997/1/26,3.1,4.9,1.6
1997/1/27,3.9,12.3,-0.1
1997/1/28,3.2,9.7,-1.8
1997/1/29,1.0,3.8,-0.6
1997/1/30,1.1,3.9,-0.7
1997/1/31,1.7,5.5,0.2
1997/2/1,1.4,4.7,0.3
1997/2/2,2.2,5.0,0.3
1997/2/3,2.0,4.7,0.3
1997/2/4,2.3,4.1,0.3
1997/2/5,2.4,6.3,0.0
1997/2/6,2.3,5.0,-1.2
1997/2/7,4.2,6.9,0.6
1997/2/8,3.1,10.3,-1.2
1997/2/9,3.4,12.5,-1.9
1997/2/10,4.2,12.1,-0.7
1997/2/11,2.4,6.8,-0.4
1997/2/12,1.7,5.0,0.3
1997/2/13,1.0,3.8,-0.6
1997/2/14,1.9,8.1,-1.4
1997/2/15,3.2,10.4,-2.0
1997/2/16,4.5,8.5,2.9
1997/2/17,3.1,6.1,0.8
1997/2/18,1.0,3.1,0.0
1997/2/19,1.5,5.2,-0.9
1997/2/20,3.2,10.6,-2.7
1997/2/21,1.6,6.4,-1.9
1997/2/22,0.2,2.5,-1.4
1997/2/23,1.9,7.9,-1.4
1997/2/24,3.2,12.9,-2.0
1997/2/25,4.9,12.0,-2.0
1997/2/26,7.6,10.7,3.3
1997/2/27,4.2,10.4,0.1
1997/2/28,10.0,19.4,-1.4
1997/3/1,8.5,15.0,2.9
1997/3/2,5.1,11.4,-1.2
1997/3/3,5.2,8.7,3.2
1997/3/4,5.2,12.3,-0.9
1997/3/5,6.3,15.6,-1.2
1997/3/6,10.5,19.8,0.0
1997/3/7,13.5,20.9,6.8
1997/3/8,6.9,14.2,0.8
1997/3/9,5.0,10.7,0.4
1997/3/10,7.4,14.8,-1.3
1997/3/11,9.2,12.8,2.9
1997/3/12,4.9,12.1,-0.8
1997/3/13,9.0,17.2,0.3
1997/3/14,12.6,17.7,9.7
1997/3/15,8.8,9.8,7.3
1997/3/16,7.7,9.5,6.8
1997/3/17,6.5,9.6,2.5
1997/3/18,5.4,14.2,-1.0
1997/3/19,5.7,10.7,1.7
1997/3/20,5.6,11.6,1.4
1997/3/21,7.0,16.1,-0.2
1997/3/22,9.2,12.9,4.8
1997/3/23,6.3,14.0,2.2
1997/3/24,3.8,8.3,-1.0
1997/3/25,7.0,17.7,-2.9
1997/3/26,9.4,18.4,3.1
1997/3/27,9.1,13.6,4.9
1997/3/28,10.3,19.5,2.9
1997/3/29,12.2,15.0,8.1
1997/3/30,8.1,12.1,3.0
1997/3/31,5.9,12.6,0.3
1997/4/1,8.7,18.7,1.0
1997/4/2,10.7,15.3,4.5
1997/4/3,14.0,17.5,11.3
1997/4/4,10.9,11.8,10.1
1997/4/5,11.6,14.0,10.6
1997/4/6,11.8,13.4,10.7
1997/4/7,10.4,12.0,9.2
1997/4/8,11.6,17.5,6.8
1997/4/9,12.4,21.0,6.9
1997/4/10,10.4,18.0,3.9
1997/4/11,9.2,18.0,2.7
1997/4/12,11.0,21.3,2.0
1997/4/13,13.0,23.2,3.7
1997/4/14,13.7,23.9,3.9
1997/4/15,10.8,13.0,4.8
1997/4/16,8.2,15.6,2.6
1997/4/17,10.9,22.1,2.3
1997/4/18,10.4,18.9,7.0
1997/4/19,11.4,17.3,6.0
1997/4/20,11.6,22.3,3.7
1997/4/21,14.5,21.1,8.9
1997/4/22,15.1,20.2,12.3
1997/4/23,11.0,14.1,8.0
1997/4/24,10.4,16.2,5.4
1997/4/25,10.8,20.0,1.3
1997/4/26,12.5,22.3,3.3
1997/4/27,14.3,25.3,3.9
1997/4/28,15.8,21.9,12.3
1997/4/29,18.6,28.0,11.6
1997/4/30,14.9,18.2,12.6
1997/5/1,16.8,27.0,9.7
